hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,race21_t,race26_t,occ2012_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
289330542990984,2,1.0,1,4,2,8900,89001,1,1,23,42,49620,133,,1.0,,3,1,40,2.0,2,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,30.0,,33.0,,,22.0,,,7.0,1.0,0.0,1,2.0,,1.0,2553.0,765.9,1.0,,,,,12778.9697,3250.1967,2,2,0.0,0.0,0,0,64331,1,,,3.0,,,,3218.101,6370.0,5560.0,-1,,,,,,,67178.0,2012,625,622,0,1,0,0,1,14.0,1.0,,,17.0,23.0,2012,1.0,1,8,2,8900,89001,1,23,42,49620,133,,1.0,,3,1,40,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,30.0,,20.0,,,14.0,,,6.0,1.0,0.0,1,2.0,,1.0,2579.0,773.7,1.0,,2.0,,,10849.3893,2715.9691,2,2,0.0,0.0,0,0,59048,1,,,3.0,,,,2724.0013,6370.0,5540.0,-1,,,,,,,67201.0,2013,637,622,0,1,0,0,1,14.0,17.0,23.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,1,0,recruitment
289330542990984,2,1.0,1,4,2,8900,89001,1,1,23,42,49620,133,,1.0,,3,3,39,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,2.0,10.0,40.0,,,,,,,,5.0,4.0,0.0,1,2.0,,1.0,2120.0,848.0,2.0,2.0,,,,12114.5739,3088.0837,2,2,0.0,0.0,0,0,64331,2,1.0,,,,,,3087.8664,770.0,6320.0,-1,,,,,,,67179.0,2012,625,622,0,1,0,0,1,12.0,1.0,,,19.0,4.0,2012,1.0,1,8,2,8900,89001,1,23,42,49620,133,,1.0,,3,3,40,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,2300.0,920.0,2.0,2.0,2.0,,,10322.9964,2624.5159,2,2,0.0,0.0,0,0,59048,2,1.0,,,,,,2603.138,770.0,6320.0,-1,,,,,,,67202.0,2013,637,622,0,1,0,0,1,12.0,19.0,4.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
289350246710984,2,1.0,1,4,2,8900,89001,1,1,23,42,39740,11,,1.0,,3,1,30,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1328.0,706.2,2.0,2.0,,,,12371.2389,3132.6444,2,1,0.0,0.0,0,0,64242,1,,,,2.0,,,3142.1948,7080.0,4940.0,-1,,,,,,,67182.0,2012,625,622,0,1,0,0,1,16.0,1.0,,,16.0,35.0,2012,2.0,1,8,2,8900,89001,1,23,42,39740,11,,1.0,,3,1,30,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1515.0,606.0,2.0,2.0,2.0,,,10848.8446,2713.2615,2,1,1.0,1.0,0,42,48220,1,,,,2.0,,,2681.2514,6170.0,950.0,-1,,,,,,,67205.0,2013,637,622,0,1,0,0,1,16.0,2.0,23.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
289350246710984,2,1.0,1,4,2,8900,89001,1,1,23,42,39740,11,,1.0,,3,3,27,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1400.0,635.0,2.0,2.0,,,,12663.0347,3220.4183,2,1,0.0,0.0,0,0,64242,2,,,2.0,,,,3212.9782,7080.0,5240.0,-1,,,,,,,67183.0,2012,625,622,0,1,0,0,1,13.0,1.0,,,17.0,35.0,2012,2.0,1,8,2,8900,89001,1,23,42,39740,11,,1.0,,3,3,28,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,800.0,320.0,2.0,2.0,2.0,,,11694.0837,2920.4308,2,1,1.0,1.0,0,42,48220,2,,,3.0,,,,2940.3042,7080.0,4740.0,-1,,,,,,,67206.0,2013,637,622,0,1,0,0,1,14.0,16.0,35.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
289490279090984,2,2.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,1,53,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,3200.0,1645.0,2.0,2.0,,,,12695.4355,3155.1276,10,3,1.0,1.0,0,42,56082,1,,,,,,2.0,3145.6495,6680.0,10.0,-1,,,,,,,67186.0,2012,625,622,0,0,1,1,0,18.0,1.0,,,1.0,29.0,2012,2.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,1,54,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2096.0,2.0,2.0,2.0,,,12753.1623,3201.3151,10,2,1.0,,0,0,48252,1,,,,,,2.0,3180.5951,6690.0,10.0,-1,,,,,,,67209.0,2013,637,622,0,0,1,1,0,18.0,1.0,29.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
289490279090984,2,2.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,3,49,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12295.4053,3051.6274,10,3,,,0,0,56082,2,,,,2.0,,,3012.4988,,,-1,,,,,,,67187.0,2012,625,622,0,0,1,1,0,16.0,1.0,,,,,2012,2.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,3,50,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13131.4243,3237.3051,10,2,,,0,0,48252,2,,,,2.0,,,3290.7316,,,-1,,,,,,,67210.0,2013,637,622,0,0,1,1,0,16.0,,,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,0,recruitment
289490279090984,2,2.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,4,16,,1,35,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,13425.5921,3395.4789,0,0,,,0,0,56082,4,,,,,,,3446.0133,,,-1,,,,,2.0,1.0,67188.0,2012,625,622,0,0,0,0,0,9.0,1.0,,,,,2012,2.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,4,17,,1,36,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,11506.8652,2906.1283,0,0,,,0,0,48252,4,,,,,,,2887.9446,,,-1,,,,,2.0,1.0,67212.0,2013,637,622,0,0,0,0,0,10.0,,,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,0,recruitment
289490279090984,2,2.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,4,17,,2,37,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,13085.4587,3246.7176,0,0,,,0,0,56082,3,,,,,,,3271.3729,,,-1,,,,,2.0,1.0,67189.0,2012,625,622,0,0,0,0,0,11.0,1.0,,,,,2012,2.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,4,18,,2,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,12159.9988,2948.9286,0,0,,,0,0,48252,3,1.0,,,,,,3003.9537,,,-1,,,,,2.0,1.0,67213.0,2013,637,622,0,0,0,0,0,12.0,,,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,0,recruitment
289740366100984,2,2.0,1,4,2,8900,89001,1,1,23,42,11020,13,,1.0,,2,1,50,2.0,1,36,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,12779.6795,3126.8056,4,1,,,0,0,66959,1,,,,,,,3113.9949,770.0,6230.0,-1,,,,,,,67191.0,2012,625,622,0,0,0,1,0,10.0,1.0,,,19.0,4.0,2012,2.0,1,8,2,8900,89001,1,23,42,11020,13,,1.0,,2,1,51,2.0,1,35,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,,42.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,2598.0,923.07,2.0,2.0,2.0,,,13083.7744,3284.3058,4,1,0.0,0.0,0,0,18861,1,,,,,,,3263.0487,470.0,6260.0,-1,,,,,,,67214.0,2013,637,622,0,0,0,1,0,9.0,19.0,3.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
408909174798592,2,1.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,1,46,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,1057.69,2.0,2.0,,,,13242.4285,3301.118,4,1,0.0,,0,0,16070,1,1.0,,,,,,3281.1823,4670.0,4760.0,-1,,,,,,,67199.0,2012,625,622,0,0,0,1,0,12.0,1.0,,,16.0,22.0,2012,3.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,1,47,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,769.0,2.0,2.0,2.0,,,12602.1003,3177.1292,0,0,1.0,,0,0,2506,1,1.0,,,,,,3142.9208,4870.0,4760.0,-1,,,,,,,67223.0,2013,637,622,0,0,0,0,0,12.0,16.0,22.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
408909174798592,2,1.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,3,53,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1125.0,634.61,2.0,2.0,,,,12802.083,3166.0146,4,1,0.0,1.0,0,0,16070,2,2.0,6.0,,,,,3145.2385,6990.0,5840.0,-1,,,,,4.0,,67200.0,2012,625,622,0,0,0,1,0,10.0,1.0,,,17.0,33.0,2012,3.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,3,55,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,4.0,0.0,1,2.0,,1.0,1800.0,720.0,2.0,2.0,,,,14010.6758,3396.7752,0,0,0.0,0.0,0,0,2506,2,1.0,,,,,,3393.6151,6990.0,5840.0,-1,,,,,4.0,,67224.0,2013,637,622,0,0,0,0,0,12.0,17.0,33.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
408909174798592,2,1.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,4,17,,2,37,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,20.0,,,7.0,4.0,0.0,1,2.0,,1.0,750.0,150.0,2.0,2.0,1.0,1.0,1.0,12217.544,3246.7176,0,0,0.0,0.0,0,0,16070,3,,,,,,,3236.1363,8680.0,4110.0,-1,,,,,2.0,1.0,67201.0,2012,625,622,0,0,0,0,0,11.0,1.0,,,13.0,46.0,2012,3.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,4,18,,2,39,1,,1,3,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,900.0,360.0,2.0,2.0,2.0,,,10570.4703,2948.9286,0,0,0.0,0.0,0,0,2506,3,1.0,,,,,,2890.6727,8190.0,4120.0,-1,,,,,2.0,1.0,67225.0,2013,637,622,0,0,0,0,0,12.0,13.0,41.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
408909174798592,2,1.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,8,80,,2,36,1,,4,1,4,5,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11534.7755,2858.6529,0,0,,,0,0,16070,4,,,,,,,2892.1273,,,-1,,,,,,,67202.0,2012,625,622,0,0,0,0,0,10.0,1.0,,,,,2012,3.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,8,80,,2,36,1,,1,4,5,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12624.3186,3121.0503,0,0,,,0,0,2506,4,,,,,,,3158.6903,,,-1,,,,,,,67226.0,2013,637,622,0,0,0,0,0,10.0,,,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,0,recruitment
494918701082219,2,2.0,1,4,2,8900,89001,1,1,23,42,29540,71,,1.0,,3,1,60,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,16.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,3500.0,280.0,2.0,2.0,,,,13232.5052,3181.7625,0,0,0.0,0.0,0,0,19510,1,,,,1.0,1.0,,3189.6284,7290.0,710.0,-1,,,,,,,67219.0,2012,625,622,0,0,0,0,0,18.0,1.0,,,2.0,36.0,2012,1.0,1,8,2,8900,89001,1,23,42,29540,71,,1.0,,3,1,61,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,22.0,,,7.0,4.0,0.0,1,2.0,,1.0,3600.0,1080.0,2.0,2.0,,,,12432.7334,3197.1412,0,0,0.0,0.0,0,0,31646,1,,,,1.0,1.0,,3203.8982,7290.0,1530.0,-1,,,,,,,67246.0,2013,637,622,0,0,0,0,0,18.0,4.0,36.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
494918701082219,2,2.0,1,4,2,8900,89001,1,1,23,42,29540,71,,1.0,,3,3,59,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,25.0,,15.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,1605.0,401.25,2.0,2.0,,,,11005.404,2940.1037,0,0,0.0,0.0,0,0,19510,2,,,3.0,,,,2937.1131,7280.0,800.0,-1,,,,,,,67220.0,2012,625,622,0,0,0,0,0,14.0,1.0,,,2.0,36.0,2012,1.0,1,8,2,8900,89001,1,23,42,29540,71,,1.0,,3,3,60,1.0,2,41,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,25.0,,25.0,,,22.0,,,7.0,4.0,0.0,1,2.0,,1.0,1700.0,425.0,2.0,2.0,,,,12248.4768,3155.3906,0,0,0.0,0.0,0,0,31646,2,,,3.0,,,,3058.6408,7280.0,800.0,-1,,,,,,,67247.0,2013,637,622,0,0,0,0,0,14.0,2.0,36.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
494918701082219,2,2.0,1,4,2,8900,89001,1,1,23,42,29540,71,,1.0,,3,4,32,,2,43,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,48.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,13917.0631,3575.6281,0,0,0.0,,0,0,19510,3,,,,2.0,,,3531.1615,3960.0,1550.0,-1,,,,,2.0,1.0,67221.0,2012,625,622,0,0,0,0,0,16.0,1.0,,,4.0,13.0,2012,1.0,1,8,2,8900,89001,1,23,42,29540,71,,1.0,,3,4,33,,2,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,900.0,1000.0,2.0,2.0,2.0,,,10869.2908,2762.5473,0,0,0.0,1.0,0,0,31646,3,,,,2.0,,,2732.9222,2190.0,1920.0,-1,,,,,2.0,1.0,67248.0,2013,637,622,0,0,0,0,0,16.0,5.0,19.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
495968902076279,2,1.0,6,4,2,8900,89001,1,1,23,42,27780,21,,1.0,,2,14,51,,2,39,1,,2,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1050.0,420.0,2.0,2.0,,,,12715.9863,3144.7225,0,0,0.0,0.0,0,0,30314,2,1.0,,,,,,3124.0861,8270.0,3535.0,-1,,,,,,,67223.0,2012,625,622,0,0,0,0,0,12.0,1.0,,,10.0,42.0,2012,1.0,6,8,2,8900,89001,1,23,42,27780,21,,1.0,,2,14,53,,2,41,1,,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1066.0,500.0,2.0,2.0,2.0,,,13474.8264,3328.7736,0,0,0.0,0.0,0,0,15567,2,,,3.0,,,,3311.2937,8270.0,3535.0,-1,,,,,,,67253.0,2013,637,622,0,0,0,0,0,14.0,10.0,42.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
608907624997952,2,1.0,1,4,2,8900,89001,1,1,23,42,27780,21,,1.0,,2,1,44,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,60.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,1975.0,1050.0,1.0,,,,,11168.7649,2873.8249,3,3,0.0,0.0,0,0,6241,1,,,3.0,,,,2846.7905,4470.0,7200.0,-1,,,,,,,67237.0,2012,625,622,0,0,1,0,0,14.0,1.0,,,20.0,21.0,2012,1.0,1,8,2,8900,89001,1,23,42,27780,21,,1.0,,2,1,45,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,2010.0,955.0,1.0,,2.0,,,12958.1667,3266.8975,3,3,0.0,0.0,0,0,5950,1,1.0,,,,,,3231.7225,6390.0,7200.0,-1,,,,,,,67272.0,2013,637,622,0,0,1,0,0,12.0,20.0,23.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
608907624997952,2,1.0,1,4,2,8900,89001,1,1,23,42,27780,21,,1.0,,2,3,43,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13372.9987,3228.3384,3,3,,,0,0,6241,2,,,5.0,,,,3276.5201,,,-1,,,,,,,67238.0,2012,625,622,0,0,1,0,0,16.0,1.0,,,,,2012,1.0,1,8,2,8900,89001,1,23,42,27780,21,,1.0,,2,3,44,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,2.0,7.0,8.0,,,,,,,,10.0,5.0,0.0,1,2.0,2.0,2.0,,102.0,2.0,2.0,2.0,,,11155.9337,2792.7075,3,3,0.0,,0,0,5950,2,,,3.0,,,,2800.9667,7860.0,2300.0,-1,,,,,,,67273.0,2013,637,622,0,0,1,0,0,14.0,8.0,40.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,0,recruitment
700829094248999,2,1.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,1,65,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,21.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,553.84,2.0,2.0,,,,10490.7617,2869.3516,0,0,0.0,,0,0,64265,1,1.0,,,,,,2813.4621,7970.0,5000.0,-1,,,,,,,67249.0,2012,625,622,0,0,0,0,0,12.0,1.0,,,17.0,42.0,2012,1.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,1,66,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,10.0,,10.0,,,18.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,,,,12648.4058,3164.655,0,0,0.0,,0,0,29448,1,1.0,,,,,,3095.5563,7970.0,350.0,-1,,,,,,,67282.0,2013,637,622,0,0,0,0,0,12.0,1.0,42.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
700829094248999,2,1.0,1,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,3,69,1.0,1,46,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,65.0,,65.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,11744.2498,3246.3201,0,0,,,0,0,64265,2,,,,,,,3100.7265,7970.0,3060.0,-1,,,,,,,67250.0,2012,625,622,0,0,0,0,0,18.0,1.0,,,10.0,42.0,2012,1.0,1,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,3,70,1.0,1,46,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,11730.1384,3154.8456,0,0,,,0,0,29448,2,,,,,,,3046.8754,7970.0,3060.0,-1,,,,,,,67283.0,2013,637,622,0,0,0,0,0,18.0,10.0,42.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
840209910466499,2,1.0,4,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,1,60,,2,42,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12474.0893,3066.0934,0,0,,,0,0,6253,1,,,3.0,,,,3127.6425,,,-1,,,,,2.0,,67267.0,2012,625,622,0,0,0,0,0,14.0,1.0,,,,,2012,1.0,4,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,1,61,,2,42,1,,1,1,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13098.1501,3155.3906,0,0,,,0,0,5964,1,,,4.0,,,,3277.2462,,,-1,,,,,2.0,,67292.0,2013,637,622,0,0,0,0,0,15.0,,,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,0,recruitment
840209910466499,2,1.0,4,4,2,8900,89001,1,1,23,42,25420,0,,1.0,,4,6,85,,2,39,1,,2,1,4,5,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11534.7755,2858.6529,0,0,,,0,0,6253,2,1.0,,,,,,2892.1273,,,-1,,,,,,,67268.0,2012,625,622,0,0,0,0,0,12.0,1.0,,,,,2012,1.0,4,8,2,8900,89001,1,23,42,25420,0,,1.0,,4,6,85,,2,41,1,,1,4,5,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12624.3186,3121.0503,0,0,,,0,0,5964,2,,,3.0,,,,3158.6903,,,-1,,,,,,,67293.0,2013,637,622,0,0,0,0,0,14.0,,,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,0,recruitment
840209918926495,2,1.0,3,4,2,8900,89001,1,1,23,42,39740,11,,1.0,,3,1,76,,1,40,1,,1,1,1,5,2,57,57,116,1,0,0,1.0,1.0,,-4.0,,15.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,1000.0,150.0,2.0,2.0,,,,10952.6723,2764.028,0,0,0.0,0.0,0,0,15980,1,,,2.0,,,,2640.0646,7290.0,1965.0,-1,5.0,,,,,,67269.0,2012,625,622,0,0,0,0,0,13.0,1.0,,,5.0,36.0,2012,1.0,3,8,2,8900,89001,1,23,42,39740,11,,1.0,,3,1,77,,1,40,1,,1,1,5,2,57,57,116,1,0,0,1.0,1.0,,15.0,,15.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,1050.0,157.5,2.0,2.0,,,,12149.5862,3122.2818,0,0,0.0,0.0,0,0,29383,1,,,3.0,,,,3015.4261,7290.0,1965.0,-1,5.0,,,,,,67294.0,2013,637,622,0,0,0,0,0,14.0,5.0,36.0,2013,MIS4_to_MIS8,pennsylvania,0,2012-2013,0,0,1,recruitment
