hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ00_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ00_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state_t,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,moved_to_nlf_unemp,switched_class94,same_state_t1,analytic_sample
390903005030638,5,3.0,1,4,2,8400,84001,1,1,21,36,35620,81,1.0,1.0,,7,3,57,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1038.46,1.0,,,,,15026.2118,3724.308,0.0,0.0,0.0,,0,0,51184,2,,,3.0,,,,3711.4221,7860.0,5700.0,-1,,,,,,,175027.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,14.0,17.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,81,1.0,1.0,,7,3,58,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,13439.018,3268.821,0.0,0.0,0.0,,0,0,2141,2,,,3.0,,,,3345.7234,7860.0,5700.0,-1,,,,,,,175174.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,14.0,17.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
391923307022655,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,47,1.0,1.0,,7,1,50,2.0,1,39,2,,1,1,1,1,2,341,341,341,4,0,9,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,2800.0,1190.0,1.0,,,,,14876.8462,3590.2582,8.0,2.0,0.0,0.0,0,0,40446,1,1.0,,,,,,3488.588,6180.0,7210.0,-1,,,,,,,175047.0,2008,580,577,0.0,1.0,1.0,0.0,1.0,12.0,20.0,23.0,2008,2.0,1,8,2,8400,84001,1,36,35620,47,1.0,1.0,,7,1,51,2.0,1,39,2,,1,1,1,2,341,341,341,4,0,9,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,961.53,1.0,,,,,15226.2587,3684.5239,8.0,2.0,0.0,,0,42,15443,1,1.0,,,,,,3688.6925,6180.0,7210.0,-1,,,,,,,175189.0,2009,592,577,0.0,1.0,1.0,0.0,1.0,12.0,20.0,23.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
391923307022655,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,47,1.0,1.0,,7,3,46,1.0,2,39,2,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,673.07,2.0,2.0,,,,15272.1305,3756.326,8.0,2.0,0.0,,0,0,40446,2,1.0,,,,,,3740.7497,7860.0,800.0,-1,,,,,,,175048.0,2008,580,577,0.0,1.0,1.0,0.0,1.0,12.0,2.0,40.0,2008,2.0,1,8,2,8400,84001,1,36,35620,47,1.0,1.0,,7,3,47,1.0,2,39,2,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,1.0,,,,,11854.3902,3152.2655,8.0,2.0,0.0,,0,0,15443,2,1.0,,,,,,3161.6724,7860.0,5700.0,-1,,,,,,,175190.0,2009,592,577,0.0,1.0,1.0,0.0,1.0,12.0,17.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
431304790600199,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,61,1.0,1.0,,7,1,66,2.0,1,43,1,,1,1,1,1,2,301,301,301,4,10,2,2.0,1.0,,35.0,,35.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1442.0,2.0,2.0,,,,14903.3568,3436.1286,0.0,0.0,1.0,,0,0,4557,1,,,,1.0,1.0,,3382.2883,6990.0,1200.0,-1,,,,,,,175139.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,18.0,3.0,33.0,2008,2.0,1,8,2,8400,84001,1,36,35620,61,1.0,1.0,,7,1,67,2.0,1,44,1,,1,1,1,2,301,301,301,4,10,2,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,461.0,2.0,2.0,,,,14366.2419,3376.9934,0.0,0.0,1.0,,43,42,42962,1,,,,,,3.0,3429.3554,8660.0,4530.0,-1,,,,,,,175286.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,18.0,15.0,45.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
431391509600803,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,85,1.0,1.0,,7,1,53,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,1.0,,1.0,1300.0,820.0,2.0,2.0,,,,14500.3295,3592.108,0.0,0.0,1.0,1.0,0,42,65539,1,,,,,,2.0,3572.3685,6290.0,7000.0,-1,,,,,,,175141.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,18.0,20.0,23.0,2008,1.0,1,8,2,8400,84001,1,36,35620,85,1.0,1.0,,7,1,54,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,14590.3566,3686.5022,0.0,0.0,,,0,0,58046,1,,,,,,2.0,3720.6212,7270.0,2100.0,-1,,,,,,,175288.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,18.0,7.0,36.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
439399909600638,5,1.0,1,4,2,8400,84001,1,1,21,36,15380,0,1.0,1.0,,5,1,63,2.0,2,41,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,2.0,0.0,2,,,,,,,,,,,12705.6647,3113.9544,0.0,0.0,,,0,0,4412,1,,,3.0,,,,3170.7287,8180.0,3320.0,-1,,,,,,,175149.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,14.0,10.0,42.0,2008,1.0,1,8,2,8400,84001,1,36,15380,0,1.0,1.0,,5,1,64,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12213.1656,2978.0151,0.0,0.0,,,0,0,57916,1,,,1.0,,,,3081.2126,,,-1,,,,,,,175297.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,12.0,,,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,0,1,1,1,retention
534398429600173,5,1.0,4,4,2,8400,84001,1,1,21,36,35620,61,1.0,1.0,,7,1,36,,2,40,2,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,1153.84,1.0,,,,,20329.4457,4785.1924,4.0,1.0,0.0,,0,0,40523,1,,,3.0,,,,4843.8006,9470.0,3800.0,-1,,,,,,,175170.0,2008,580,577,0.0,0.0,0.0,1.0,0.0,14.0,12.0,51.0,2008,1.0,4,8,2,8400,84001,1,36,35620,61,1.0,1.0,,7,1,37,,2,40,2,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1300.0,1.0,,,,,13869.4942,3260.7239,4.0,1.0,0.0,,0,0,15546,1,,,3.0,,,,3222.4332,9470.0,3800.0,-1,,,,,,,175319.0,2009,592,577,0.0,0.0,0.0,1.0,0.0,14.0,12.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
763499043903199,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,61,1.0,1.0,,7,1,40,2.0,1,39,1,4.0,1,1,1,1,2,57,329,329,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,673.0,1.0,,,,,20948.1168,5278.3183,3.0,2.0,1.0,,0,42,61386,1,1.0,,,,,,5225.9724,8190.0,4650.0,-1,,,,,,,175392.0,2008,580,577,0.0,0.0,1.0,0.0,0.0,12.0,15.0,41.0,2008,1.0,1,8,2,8400,84001,1,36,35620,61,1.0,1.0,,7,1,41,2.0,1,40,1,2.0,1,1,1,2,73,73,73,2,10,4,1.0,1.0,,35.0,5.0,7.0,,,5.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,1900.0,615.38,1.0,,,,,16781.3833,4102.0825,3.0,2.0,0.0,0.0,0,0,51322,1,,,2.0,,,,4207.1427,8190.0,5860.0,-1,,,,,,,175521.0,2009,592,577,0.0,0.0,1.0,0.0,0.0,13.0,17.0,41.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
863453073908192,5,3.0,1,4,2,8400,84001,1,1,21,36,35620,47,1.0,1.0,,7,1,51,2.0,1,41,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1550.0,1.0,,,,,14500.3295,3592.108,0.0,0.0,0.0,,0,0,28619,1,,,2.0,,,,3572.3685,7860.0,4220.0,-1,4.0,,,,,,175417.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,13.0,14.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,47,1.0,1.0,,7,1,52,2.0,1,41,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1783.0,1.0,,,,,14758.8115,3686.5022,0.0,0.0,0.0,,0,0,15449,1,,,2.0,,,,3720.6212,7860.0,4220.0,-1,4.0,,,,,,175543.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,13.0,14.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
863453073908192,5,3.0,1,4,2,8400,84001,1,1,21,36,35620,47,1.0,1.0,,7,3,48,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1635.23,1.0,,,,,15663.6288,3779.8727,0.0,0.0,0.0,,0,0,28619,2,,,,,,2.0,3789.6649,7860.0,2330.0,-1,,,,,,,175418.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,47,1.0,1.0,,7,3,49,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1730.76,1.0,,,,,13541.7779,3276.9289,0.0,0.0,0.0,,0,0,15449,2,,,,,,2.0,3347.8746,7860.0,2330.0,-1,,,,,,,175544.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
863453073908192,5,3.0,1,4,2,8400,84001,1,1,21,36,35620,47,1.0,1.0,,7,4,22,,2,43,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1107.69,1.0,,1.0,2.0,2.0,13902.1236,3638.6009,,,0.0,,0,0,28619,3,,,,1.0,2.0,,3609.5977,7860.0,2310.0,-1,,,,,2.0,1.0,175419.0,2008,580,577,,,,,,17.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,47,1.0,1.0,,7,4,23,,2,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,1.0,,1.0,2.0,2.0,19058.3151,4622.3954,,,0.0,,0,0,15449,3,,,,1.0,1.0,,4726.3485,7860.0,2310.0,-1,,,,,2.0,1.0,175545.0,2009,592,577,,,,,,18.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
986429230769302,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,85,1.0,1.0,,7,3,54,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2900.0,1250.0,1.0,,,,,14500.3295,3592.108,0.0,0.0,1.0,1.0,0,0,65540,2,1.0,,,,,,3572.3685,6180.0,6740.0,-1,,,,,,,175572.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,12.0,19.0,23.0,2008,1.0,1,8,2,8400,84001,1,36,35620,85,1.0,1.0,,7,3,55,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,961.53,1.0,,,,,14714.3488,3517.2388,0.0,0.0,0.0,,0,0,31441,2,1.0,,,,,,3573.1507,6180.0,6740.0,-1,,,,,,,175707.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,12.0,19.0,23.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
20966095833129,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,59,2.0,1.0,,7,1,38,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,8.0,35.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1348.83,2.0,2.0,,,,15769.5356,3867.1758,1.0,1.0,0.0,,0,0,1393,1,,,,,,2.0,3884.3469,7860.0,2010.0,-1,,,,,,,175591.0,2008,580,577,1.0,0.0,0.0,0.0,1.0,18.0,6.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,59,2.0,1.0,,7,1,39,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1192.3,2.0,2.0,,,,12635.8421,3134.898,1.0,1.0,0.0,,0,0,2053,1,,,,,,2.0,3077.4729,7860.0,2000.0,-1,,,,,,,175730.0,2009,592,577,1.0,0.0,0.0,0.0,1.0,18.0,6.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
42253360995795,5,2.0,1,4,2,8400,84001,1,1,21,36,10580,0,2.0,1.0,,4,1,59,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,47.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1346.0,2.0,2.0,,,,10664.5121,2630.8857,0.0,0.0,1.0,,0,42,58743,1,,,,2.0,,,2646.8688,9480.0,430.0,-1,,,,,,,175611.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,16.0,1.0,51.0,2008,2.0,1,8,2,8400,84001,1,36,10580,0,2.0,1.0,,4,1,60,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,46.0,,46.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1442.0,1.0,,,,,11350.4808,2706.2806,0.0,0.0,1.0,,0,0,42802,1,,,,2.0,,,2667.4671,8180.0,350.0,-1,,,,,,,175756.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,16.0,1.0,42.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
42253360995795,5,2.0,1,4,2,8400,84001,1,1,21,36,10580,0,2.0,1.0,,4,3,58,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,47.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,555.0,2.0,2.0,,,,11613.9742,2868.2012,0.0,0.0,1.0,,0,42,58743,2,,,,,,2.0,2868.6112,9480.0,1760.0,-1,,,,,,,175612.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,18.0,5.0,51.0,2008,2.0,1,8,2,8400,84001,1,36,10580,0,2.0,1.0,,4,3,59,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1769.0,1.0,,,,,11818.5101,2962.8099,0.0,0.0,1.0,,0,0,42802,2,,,,,,2.0,2942.2883,9480.0,1760.0,-1,,,,,,,175757.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,18.0,5.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
62283360991095,5,2.0,1,4,2,8400,84001,1,1,21,36,35620,59,2.0,1.0,,7,3,40,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2360.0,944.0,1.0,,,,,14093.1362,3523.5098,3.0,2.0,1.0,1.0,0,41,31997,2,1.0,,,,,,3515.8454,9470.0,3820.0,-1,,,,,,,175632.0,2008,580,577,0.0,0.0,1.0,0.0,0.0,12.0,12.0,51.0,2008,1.0,1,8,2,8400,84001,1,36,35620,59,2.0,1.0,,7,3,41,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,,,,13601.6535,3471.6085,3.0,2.0,0.0,,0,0,2054,2,1.0,,,,,,3409.9749,9470.0,3820.0,-1,,,,,,,175776.0,2009,592,577,0.0,0.0,1.0,0.0,0.0,12.0,12.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
95013360995593,5,1.0,4,4,2,8400,84001,1,1,21,36,10580,0,2.0,1.0,,4,1,51,,2,36,2,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,1350.0,548.07,2.0,2.0,,,,8967.8239,2197.7758,0.0,0.0,0.0,0.0,0,0,65546,1,,,,,,,2196.5753,8090.0,3600.0,-1,,,,,,,175651.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,10.0,11.0,42.0,2008,1.0,4,8,2,8400,84001,1,36,10580,0,2.0,1.0,,4,1,52,,2,39,2,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,18.0,,,7.0,2.0,0.0,1,2.0,,1.0,1500.0,300.0,2.0,2.0,,,,9336.995,2558.9873,0.0,0.0,0.0,0.0,0,0,2185,1,2.0,7.0,,,,,2490.2605,8190.0,3600.0,-1,,,,,,,175798.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,11.0,11.0,41.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
95013360995593,5,1.0,4,4,2,8400,84001,1,1,21,36,10580,0,2.0,1.0,,4,4,27,,2,39,2,,4,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1100.0,418.0,2.0,2.0,,,,11847.662,2942.9335,,,0.0,0.0,0,0,65546,4,1.0,,,,,,2997.8803,8090.0,3600.0,-1,,,,,1.0,,175653.0,2008,580,577,,,,,,12.0,11.0,42.0,2008,1.0,4,8,2,8400,84001,1,36,10580,0,2.0,1.0,,4,4,28,,2,42,2,,2,1,7,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,18.0,,,7.0,2.0,0.0,1,2.0,,1.0,1500.0,300.0,2.0,2.0,,,,13478.9271,3499.3229,1.0,2.0,0.0,0.0,0,0,2185,4,,,3.0,,,,3565.7302,8190.0,3600.0,-1,,,,,1.0,,175800.0,2009,592,577,1.0,0.0,0.0,0.0,1.0,14.0,11.0,41.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
330609901855985,5,1.0,7,4,2,8400,84001,1,1,21,36,10580,0,2.0,1.0,,4,2,49,,2,39,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,576.92,1.0,,,,,12106.643,2910.9932,,,0.0,,0,0,14010,1,1.0,,,,,,2929.0863,9370.0,5860.0,-1,,,,,,,175723.0,2008,580,577,,,,,,12.0,17.0,51.0,2008,1.0,7,8,2,8400,84001,1,36,10580,0,2.0,1.0,,4,2,50,,2,39,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,900.0,673.07,1.0,,,,,11729.5261,2916.7243,,,0.0,1.0,0,0,15734,1,1.0,,,,,,2899.8395,9370.0,1000.0,-1,,,,,,,175885.0,2009,592,577,,,,,,12.0,3.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
330609947604386,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,119,2.0,1.0,,7,1,59,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,15.0,,15.0,,,21.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,3500.0,320.0,1.0,,,,,11495.4681,2838.9348,0.0,0.0,0.0,1.0,0,0,14153,1,,,,,,2.0,2839.3406,7870.0,2550.0,-1,,,,,,,175728.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,119,2.0,1.0,,7,1,60,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12605.7612,3073.7442,0.0,0.0,,,0,0,2277,1,,,,,,2.0,3180.259,,,-1,,,,,,,175890.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,18.0,,,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,0,1,1,1,retention
363629093906893,5,1.0,6,4,2,8400,84001,1,1,21,36,35620,103,2.0,1.0,,7,2,33,,1,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1615.38,1.0,,,,,14948.0407,3676.9616,,,0.0,,0,0,40681,1,,,,,,2.0,3698.9041,7860.0,2310.0,-1,,,,,,,175748.0,2008,580,577,,,,,,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,103,2.0,1.0,,7,1,34,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1692.3,1.0,,,,,15075.4558,3764.7159,0.0,0.0,0.0,,0,0,51424,1,,,,,,3.0,3734.7276,7860.0,2310.0,-1,,,,,,,175912.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
363629093906893,5,1.0,6,4,2,8400,84001,1,1,21,36,35620,103,2.0,1.0,,7,14,32,,2,44,1,,2,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1307.69,1.0,,,,,13726.0912,3485.1776,,,0.0,,0,0,40681,2,,,,,,2.0,3467.6575,7860.0,2310.0,-1,,,,,,,175749.0,2008,580,577,,,,,,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,35620,103,2.0,1.0,,7,3,33,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1480.76,1.0,,,,,11570.3515,2985.4064,0.0,0.0,0.0,,0,0,51424,2,,,,,,3.0,2918.1082,7860.0,2310.0,-1,,,,,,,175913.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
393963903098626,5,1.0,1,4,2,8400,84001,1,1,21,36,35620,103,2.0,1.0,,7,1,61,2.0,1,43,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2600.0,1040.0,1.0,,,,,8813.4035,2320.4653,0.0,0.0,0.0,0.0,0,0,1447,1,,,,2.0,,,2262.9055,6180.0,9120.0,-1,,,,,,,175771.0,2008,580,577,0.0,0.0,0.0,0.0,0.0,16.0,22.0,23.0,2008,1.0,1,8,2,8400,84001,1,36,35620,103,2.0,1.0,,7,3,62,2.0,1,43,2,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2600.0,500.0,1.0,,,,,9683.0269,2380.3515,0.0,0.0,0.0,0.0,0,0,20278,1,,,,2.0,,,2312.1432,6180.0,9120.0,-1,,,,,,,175941.0,2009,592,577,0.0,0.0,0.0,0.0,0.0,16.0,22.0,23.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
