hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ00_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ00_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state_t,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,moved_to_nlf_unemp,switched_class94,same_state_t1,analytic_sample
230609931527272,12,2.0,1,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,1,42,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,45.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,450.0,1.0,,,,,10811.8097,2714.7367,5.0,2.0,1.0,,0,0,31507,1,,,,2.0,,,2703.8582,9470.0,3850.0,-1,,,,,,,440645.0,2008,587,584,1.0,1.0,0.0,0.0,1.0,16.0,12.0,51.0,2008,1.0,1,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,1,43,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,43.0,,43.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,2307.69,1.0,,,,,12920.8966,3179.4679,2.0,2.0,0.0,,0,0,1966,1,,,,2.0,,,3205.0755,9470.0,3730.0,-1,,,,,,,442916.0,2009,599,584,0.0,1.0,0.0,0.0,1.0,16.0,12.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
230609981829373,12,3.0,4,4,2,8500,85001,1,1,21,36,35620,81,1.0,1.0,,7,1,50,,2,44,4,,1,1,1,4,2,57,368,368,1,0,0,2.0,1.0,,37.0,,37.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2800.0,1036.0,2.0,2.0,,,,15484.3464,3938.0667,0.0,0.0,1.0,1.0,42,0,60876,1,,,,,,2.0,4004.9324,7860.0,2310.0,-1,,,,,,,440675.0,2008,587,584,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,1.0,4,8,2,8500,85001,1,36,35620,81,1.0,1.0,,7,1,51,,2,44,4,,1,1,4,2,57,249,249,1,0,0,1.0,4.0,,,,,,,,33.0,5.0,11.0,4.0,0.0,2,,,,,,,,,,,11686.1067,2847.5329,0.0,0.0,,,0,0,62163,1,,,,,,3.0,2881.1417,7280.0,940.0,-1,,,,,,,442943.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,18.0,2.0,36.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
302909823991416,12,1.0,7,4,2,8500,85001,1,1,21,36,40380,55,1.0,1.0,,5,2,36,,2,44,1,,1,0,0,6,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1300.0,1.0,,,,,12420.1918,3105.9139,,,0.0,,0,0,4471,1,,,,,,2.0,3116.8648,7860.0,2000.0,-1,,,,,,,440702.0,2008,587,584,,,,,,18.0,6.0,40.0,2008,1.0,7,8,2,8500,85001,1,36,40380,55,1.0,1.0,,5,2,37,,2,44,1,,0,0,6,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2038.46,1.0,,,,,13126.5072,3264.9756,,,0.0,,0,0,5989,1,,,,,,2.0,3240.3576,7860.0,2000.0,-1,,,,,,,442980.0,2009,599,584,,,,,,18.0,6.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
322392719600725,12,1.0,6,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,2,60,,1,44,1,,1,0,0,4,2,57,102,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,1153.84,1.0,,,,,15246.4372,3725.7836,,,0.0,,0,0,1285,1,,,,,,2.0,3702.9508,9470.0,5220.0,-1,,,,,,,440707.0,2008,587,584,,,,,,18.0,17.0,51.0,2008,1.0,6,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,2,61,,1,44,1,,0,0,5,2,57,102,57,1,0,0,1.0,1.0,,40.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1500.0,1.0,,,,,13817.4886,3575.9281,,,0.0,,0,0,5975,1,,,,,,2.0,3517.3861,9470.0,5220.0,-1,,,,,,,442983.0,2009,599,584,,,,,,18.0,17.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
390902103071609,12,1.0,1,4,2,8500,85001,1,1,21,36,35620,5,1.0,1.0,,7,3,63,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,673.0,1.0,,,,,15287.165,3735.7363,0.0,0.0,1.0,,0,42,13486,2,1.0,,,,,,3712.8425,9570.0,5520.0,-1,,,,,,,440727.0,2008,587,584,0.0,0.0,0.0,0.0,0.0,12.0,17.0,51.0,2008,1.0,1,8,2,8500,85001,1,36,35620,5,1.0,1.0,,7,3,64,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,450.0,1.0,,,,,14129.0389,3656.5565,0.0,0.0,1.0,,0,42,29577,2,1.0,,,,,,3596.6945,6180.0,9120.0,-1,,,,,,,443004.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,12.0,22.0,23.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
463089062904491,12,1.0,7,4,2,8500,85001,1,1,21,36,35620,5,1.0,1.0,,7,2,58,,2,40,2,,1,0,0,4,2,57,57,233,1,0,0,1.0,1.0,,35.0,5.0,21.0,,,5.0,,,4.0,2.0,0.0,1,1.0,1.0,1.0,2400.0,865.38,1.0,,,,,12527.1011,3310.7526,,,0.0,1.0,0,0,4362,1,,,3.0,,,,3259.0959,9570.0,5860.0,-1,,,,,,,440836.0,2008,587,584,,,,,,14.0,17.0,51.0,2008,1.0,7,8,2,8500,85001,1,36,35620,5,1.0,1.0,,7,2,59,,2,40,2,,0,0,4,2,57,57,233,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,1.0,1.0,1.0,3000.0,1769.23,1.0,,,,,14388.6351,3480.5456,,,0.0,1.0,0,0,49492,1,,,3.0,,,,3545.3051,9570.0,5520.0,-1,,,,,,,443097.0,2009,599,584,,,,,,14.0,17.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
502900453990896,12,1.0,4,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,1,58,,2,39,1,,1,1,1,4,2,414,414,414,4,0,6,1.0,1.0,,35.0,5.0,28.0,,,5.0,,,4.0,3.0,0.0,1,2.0,,1.0,1065.0,372.75,1.0,,,,,12320.344,3241.3417,0.0,0.0,1.0,1.0,0,42,31508,1,1.0,,,,,,3219.1568,7860.0,2540.0,-1,,,,,,,440853.0,2008,587,584,0.0,0.0,0.0,0.0,0.0,12.0,8.0,40.0,2008,1.0,4,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,1,59,,2,39,1,,1,1,4,2,414,414,414,4,0,6,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1060.0,371.0,1.0,,,,,11472.5076,2821.9167,0.0,0.0,1.0,1.0,0,42,29741,1,1.0,,,,,,2821.2095,7860.0,2540.0,-1,,,,,,,443127.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,12.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
563915042902892,12,1.0,1,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,1,52,2.0,1,43,2,,1,1,1,1,2,332,332,332,4,0,8,1.0,1.0,,35.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2600.0,1153.84,1.0,,,,,14906.0495,3809.5823,4.0,1.0,0.0,1.0,0,0,55382,1,,,,2.0,,,3787.7922,6180.0,1410.0,-1,,,,,,,440882.0,2008,587,584,0.0,0.0,0.0,1.0,0.0,16.0,4.0,23.0,2008,1.0,1,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,1,53,2.0,1,43,2,,1,1,1,2,332,332,332,4,0,9,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1288.46,1.0,,,,,20491.1671,5111.6233,0.0,0.0,0.0,,0,0,1960,1,,,,2.0,,,5119.7097,6180.0,1360.0,-1,,,,,,,443164.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,16.0,4.0,23.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
563915042902892,12,1.0,1,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,3,52,1.0,2,43,2,,2,1,2,1,2,332,332,332,4,0,8,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,4400.0,1057.69,1.0,,,,,15841.1558,3898.8642,4.0,1.0,0.0,1.0,0,0,55382,2,,,,2.0,,,3838.0313,6180.0,1010.0,-1,,,,,,,440883.0,2008,587,584,0.0,0.0,0.0,1.0,0.0,16.0,3.0,23.0,2008,1.0,1,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,3,53,1.0,2,43,2,,1,2,1,2,332,332,332,4,0,9,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,,,,15123.549,3369.4704,0.0,0.0,0.0,,0,0,1960,2,,,,2.0,,,3432.1632,6180.0,1000.0,-1,,,,,,,443165.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,16.0,3.0,23.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
563915042902892,12,1.0,1,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,4,28,,1,43,2,,3,1,3,7,2,332,332,332,4,0,8,2.0,1.0,,25.0,,25.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,1200.0,264.0,2.0,2.0,,,,19128.3501,4487.1084,,,0.0,0.0,0,0,55382,3,,,,2.0,,,4488.4803,5070.0,3410.0,-1,,,,,2.0,1.0,440886.0,2008,587,584,,,,,,16.0,10.0,22.0,2008,1.0,1,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,4,29,,1,43,2,,1,3,7,2,332,332,332,4,0,9,2.0,1.0,,20.0,,20.0,,,20.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,1225.0,230.76,2.0,2.0,,,,18589.8099,4744.6667,,,0.0,1.0,0,0,1960,3,,,,2.0,,,4775.8414,5070.0,3050.0,-1,,,,,2.0,1.0,443169.0,2009,599,584,,,,,,16.0,10.0,22.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
606619520879306,12,1.0,3,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,7,25,,2,44,1,,2,1,4,7,2,128,128,128,4,0,13,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,576.0,2.0,2.0,,,,14844.4147,3654.8062,,,1.0,,0,0,4420,2,,,,,,2.0,3683.4822,9470.0,3850.0,-1,,,,,,1.0,440901.0,2008,587,584,,,,,,18.0,12.0,51.0,2008,2.0,3,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,7,26,,2,44,1,,1,4,7,2,128,128,128,4,0,13,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1700.0,425.0,2.0,2.0,,,,15406.6467,3864.308,,,0.0,1.0,0,0,1963,2,,,,,,1.0,3922.6719,9470.0,3850.0,-1,,,,,,1.0,443191.0,2009,599,584,,,,,,17.0,12.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
669720854190923,12,2.0,1,4,2,8500,85001,1,1,21,36,35620,81,1.0,1.0,,7,1,35,2.0,2,44,4,,1,1,1,1,2,210,210,210,4,0,6,2.0,1.0,,37.0,,37.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,900.0,1.0,,,,,15029.5275,3863.8416,0.0,0.0,1.0,,0,0,64070,1,,,,,,3.0,3771.6813,7860.0,2310.0,-1,,,,,,,441019.0,2008,587,584,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,2.0,1,8,2,8500,85001,1,36,35620,81,1.0,1.0,,7,1,36,2.0,2,43,4,,1,1,1,2,210,210,210,4,0,6,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2000.0,830.76,2.0,1.0,,,,18446.0135,4452.4175,0.0,0.0,0.0,0.0,0,0,2192,1,,,,2.0,,,4553.5099,7860.0,2310.0,-1,,,,,,,443282.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,16.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
688890045500923,12,4.0,4,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,1,33,,2,39,1,2.0,1,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,425.0,2.0,2.0,,,,11534.7304,2906.7376,3.0,2.0,1.0,,0,42,4414,1,1.0,,,,,,2862.2195,9470.0,3940.0,-1,,,,,,,441023.0,2008,587,584,0.0,0.0,1.0,0.0,0.0,12.0,12.0,51.0,2008,4.0,4,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,1,34,,2,39,1,2.0,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,989.0,395.6,1.0,,,,,12920.7723,3285.615,10.0,2.0,1.0,1.0,0,0,56807,1,1.0,,,,,,3289.7457,9470.0,3940.0,-1,,,,,,,443286.0,2009,599,584,0.0,0.0,1.0,1.0,0.0,12.0,12.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
840362095732349,12,1.0,7,4,2,8500,85001,1,1,21,36,35620,61,1.0,1.0,,7,2,62,,2,44,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,634.61,1.0,,,,,10087.4951,3310.7526,,,0.0,,0,0,4534,1,,,,,,3.0,3259.0959,7870.0,5860.0,-1,,,,,,,441086.0,2008,587,584,,,,,,18.0,17.0,40.0,2008,1.0,7,8,2,8500,85001,1,36,35620,61,1.0,1.0,,7,2,63,,2,44,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,42.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,653.84,1.0,,,,,12474.4185,3480.5456,,,0.0,,0,0,2092,1,,,,,,2.0,3545.3051,7870.0,5860.0,2340,,,,,,,443358.0,2009,599,584,,,,,,18.0,17.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
907006339329890,12,5.0,3,4,2,8500,85001,1,1,21,36,35620,47,1.0,1.0,,7,1,35,,1,41,2,,5,1,1,7,2,332,332,332,4,0,8,1.0,1.0,,60.0,,60.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,2300.0,942.3,1.0,,,,,14425.2379,3478.3103,3.0,1.0,0.0,1.0,0,0,28115,5,,,4.0,,,,3482.9814,8190.0,5400.0,-1,,,,,,,441137.0,2008,587,584,0.0,0.0,1.0,0.0,0.0,15.0,17.0,41.0,2008,5.0,3,8,2,8500,85001,1,36,35620,47,1.0,1.0,,7,1,36,,1,43,2,,1,1,7,2,332,332,332,4,0,8,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,1500.0,1100.0,1.0,,,,,15086.2941,3732.608,3.0,1.0,0.0,1.0,0,0,19309,5,,,,2.0,,,3901.2128,8190.0,3410.0,-1,,,,,,,443406.0,2009,599,584,0.0,0.0,1.0,0.0,0.0,16.0,10.0,41.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
947016698329250,12,1.0,7,4,2,8500,85001,1,1,21,36,35620,81,1.0,1.0,,7,2,30,,2,44,2,,1,0,0,7,2,332,332,332,4,0,6,1.0,1.0,,37.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,769.0,1.0,,,,,15183.3946,3685.373,,,1.0,,0,0,4620,1,,,,,,2.0,3640.9927,9380.0,800.0,-1,,,,,,,441170.0,2008,587,584,,,,,,18.0,2.0,51.0,2008,1.0,7,8,2,8500,85001,1,36,35620,81,1.0,1.0,,7,2,31,,2,44,2,,0,0,7,2,332,332,332,4,0,6,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1634.61,1.0,,,,,13119.5361,3442.5252,,,0.0,,0,0,33153,1,,,,,,2.0,3456.9562,9380.0,930.0,-1,,,,,,,443433.0,2009,599,584,,,,,,18.0,2.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
2900903291916,12,1.0,1,4,2,8500,85001,1,1,21,36,35620,59,2.0,1.0,,7,3,58,1.0,1,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,538.0,1.0,,,,,10773.2867,2719.7418,4.0,2.0,1.0,,0,0,39414,2,,,3.0,,,,2727.3239,7790.0,6200.0,-1,,,,,,,441222.0,2008,587,584,0.0,0.0,0.0,1.0,0.0,14.0,19.0,39.0,2008,1.0,1,8,2,8500,85001,1,36,35620,59,2.0,1.0,,7,3,59,1.0,1,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,42.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,3100.0,800.0,1.0,,,,,12291.8703,3100.5493,4.0,1.0,1.0,1.0,0,0,43854,2,,,3.0,,,,3094.4266,7790.0,6200.0,-1,,,,,,,443489.0,2009,599,584,0.0,0.0,0.0,1.0,0.0,14.0,19.0,39.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
2905813496076,12,1.0,1,4,2,8500,85001,1,1,21,36,35620,119,2.0,1.0,,7,3,62,1.0,1,43,1,,2,1,2,1,2,57,233,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1961.0,2.0,2.0,,,,11619.1957,2824.2805,0.0,0.0,1.0,,0,0,13997,2,,,,2.0,,,2821.9911,9470.0,110.0,-1,,,,,,,441226.0,2008,587,584,0.0,0.0,0.0,0.0,0.0,16.0,1.0,51.0,2008,1.0,1,8,2,8500,85001,1,36,35620,119,2.0,1.0,,7,3,63,1.0,1,43,1,,1,2,1,2,57,233,57,1,0,0,2.0,1.0,,50.0,1.0,32.0,,,1.0,,,3.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,,,,12597.8723,3295.4907,0.0,0.0,1.0,,23,42,30092,2,,,,2.0,,,3206.92,9470.0,110.0,-1,,,,,,,443493.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,16.0,1.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
14763260980397,12,2.0,1,4,2,8500,85001,1,1,21,36,10580,0,2.0,1.0,,4,3,80,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,10667.9927,2678.2742,0.0,0.0,,,0,0,28379,2,1.0,,,,,,2676.3017,7860.0,2340.0,-1,,,,,,,441237.0,2008,587,584,0.0,0.0,0.0,0.0,0.0,12.0,8.0,40.0,2008,2.0,1,8,2,8500,85001,1,36,10580,0,2.0,1.0,,4,3,80,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11743.4064,2921.6276,0.0,0.0,,,0,0,2270,2,1.0,,,,,,2934.0648,,,-1,,,,,,,443507.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,12.0,,,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,0,1,1,1,retention
22393199600731,12,2.0,1,4,2,8500,85001,1,1,21,36,35620,119,2.0,1.0,,7,3,51,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2625.0,2200.0,1.0,,,,,11744.2698,2944.2298,0.0,0.0,1.0,1.0,0,0,28450,2,1.0,,,,,,2970.2776,8570.0,6350.0,-1,,,,,,,441243.0,2008,587,584,0.0,0.0,0.0,0.0,0.0,12.0,19.0,44.0,2008,2.0,1,8,2,8500,85001,1,36,35620,119,2.0,1.0,,7,3,52,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13612.8602,3530.1774,0.0,0.0,,,0,0,2329,2,1.0,,,,,,3425.0161,,,-1,,,,,,,443511.0,2009,599,584,0.0,0.0,0.0,0.0,0.0,12.0,,,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,0,1,1,1,retention
27043260986295,12,1.0,1,4,2,8500,85001,1,1,21,36,10580,0,2.0,1.0,,4,1,45,2.0,2,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,32.0,,32.0,,,22.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,1600.0,326.92,1.0,,,,,11344.6026,2919.119,4.0,1.0,0.0,0.0,0,0,39525,1,,,2.0,,,,2934.2128,7860.0,2540.0,-1,,,,,,,441244.0,2008,587,584,0.0,0.0,0.0,1.0,0.0,13.0,8.0,40.0,2008,1.0,1,8,2,8500,85001,1,36,10580,0,2.0,1.0,,4,1,46,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1600.0,416.66,1.0,,,,,11607.2544,2975.2162,4.0,1.0,0.0,0.0,0,0,60025,1,,,2.0,,,,2929.5173,7860.0,2540.0,-1,,,,,,,443513.0,2009,599,584,0.0,0.0,0.0,1.0,0.0,13.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
80168005232390,12,2.0,1,4,2,8500,85001,1,1,21,36,40380,55,2.0,1.0,,5,3,44,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1700.0,1.0,,,,,12071.7204,3017.7716,10.0,3.0,0.0,,0,0,13648,2,,,,,,2.0,3029.4154,7860.0,2310.0,-1,,,,,,,441306.0,2008,587,584,0.0,0.0,1.0,1.0,0.0,18.0,8.0,40.0,2008,1.0,1,8,2,8500,85001,1,36,40380,55,2.0,1.0,,5,3,45,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1714.28,1.0,,,,,11607.2544,2975.2162,10.0,3.0,0.0,,0,0,29775,2,,,,,,1.0,2929.5173,7860.0,2320.0,-1,,,,,,,443573.0,2009,599,584,0.0,0.0,1.0,1.0,0.0,17.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
163387052904798,12,1.0,1,4,2,8500,85001,1,1,21,36,35620,59,2.0,1.0,,7,3,60,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1000.0,400.0,2.0,2.0,,,,11619.1957,2824.2805,8.0,2.0,1.0,1.0,0,42,55410,2,1.0,,,,,,2821.9911,6180.0,7000.0,-1,,,,,,,441348.0,2008,587,584,0.0,1.0,1.0,0.0,1.0,12.0,20.0,23.0,2008,1.0,1,8,2,8500,85001,1,36,35620,59,2.0,1.0,,7,3,46,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,800.0,1.0,,,,,14834.8485,3681.3488,3.0,2.0,1.0,,0,42,62111,2,1.0,,,,,,3669.1159,770.0,6260.0,-1,,,,,,,443611.0,2009,599,584,0.0,0.0,1.0,0.0,0.0,12.0,19.0,4.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
