hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
371544057803393,1,2.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,1,65,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1038.0,2.0,2.0,,,,12134.5953,3002.6694,0,0,1.0,,0,0,8190,1,,,,,,2.0,2961.7002,7860.0,2320.0,-1,,,,,,,11493.0,2014,648,645,0,0,0,0,0,18.0,8.0,40.0,2014,1.0,1,8,2,9200,92001,1,16980,0,2.0,1.0,,7,1,65,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,12853.3161,3216.5003,0,0,,,0,0,15348,1,,,,,,,3243.5868,7860.0,2310.0,-1,,,,,,,12214.0,2015,660,645,0,0,0,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
710709877669510,1,4.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,3,45,1.0,2,43,4,,2,1,2,1,2,210,210,210,4,0,17,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,4300.0,1153.0,1.0,,2.0,,,12423.7836,3062.2235,10,2,1.0,1.0,0,0,21149,2,,,,2.0,,,3085.0409,7860.0,2540.0,-1,,,,,3.0,,11595.0,2014,648,645,0,0,1,1,0,16.0,8.0,40.0,2014,2.0,1,8,2,9200,92001,1,16980,0,2.0,1.0,,7,3,46,1.0,2,43,4,,1,2,1,2,210,210,210,4,0,17,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,826.0,1.0,,2.0,,,12086.8508,3058.8487,3,1,1.0,,0,0,6517,2,,,,,,,3050.3717,7860.0,2540.0,-1,,,,,3.0,,12321.0,2015,660,645,0,0,1,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
710709989628182,1,1.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,1,39,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,44.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.0,1.0,,2.0,,,10057.3975,2537.7383,8,2,1.0,,0,42,33320,1,,,,,,2.0,2514.2626,7860.0,2310.0,-1,,,,,5.0,,11604.0,2014,648,645,0,1,1,0,1,18.0,8.0,40.0,2014,2.0,1,8,2,9200,92001,1,16980,0,2.0,1.0,,7,1,40,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,2.0,,,11582.2992,2794.0443,3,2,1.0,,0,42,57575,1,,,,,,,2821.8587,7860.0,2310.0,-1,,,,,,,12330.0,2015,660,645,0,0,1,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
780970096317439,1,1.0,1,4,2,9200,92001,1,1,33.0,17,16980,111,2.0,1.0,,7,1,57,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,25.0,,25.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,1047.0,261.75,2.0,2.0,,,,9646.8498,2480.8111,4,1,0.0,0.0,0,0,42995,1,1.0,,,,,,2474.9639,7860.0,4120.0,-1,,,,,,,11653.0,2014,648,645,0,0,0,1,0,12.0,13.0,40.0,2014,1.0,1,8,2,9200,92001,1,16980,111,2.0,1.0,,7,1,58,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,25.0,,15.0,,,23.0,,,7.0,3.0,0.0,1,2.0,,1.0,1200.0,300.0,2.0,2.0,,,,11516.9894,2781.6906,4,1,0.0,0.0,0,0,49112,1,1.0,,,,,,2807.3709,7860.0,4130.0,-1,,,,,,,12374.0,2015,660,645,0,0,0,1,0,12.0,13.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
30977066717369,1,1.0,1,4,2,9200,92001,1,1,33.0,17,0,0,3.0,2.0,,0,3,60,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,10.0,8.0,,,10.0,,,4.0,3.0,0.0,1,2.0,,1.0,977.0,390.8,1.0,,,,,12473.4481,3088.2631,0,0,0.0,0.0,0,0,42964,2,1.0,,,,,,3100.6665,6070.0,9415.0,-1,,,,,,,11793.0,2014,648,645,0,0,0,0,0,12.0,22.0,23.0,2014,1.0,1,8,2,9200,92001,1,0,0,3.0,2.0,,0,3,61,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1000.0,400.0,1.0,,,,,12809.2235,3287.7968,0,0,0.0,0.0,0,0,18506,2,1.0,,,,,,3228.7713,7860.0,3955.0,-1,,,,,,,12490.0,2015,660,645,0,0,0,0,0,12.0,12.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
967499470179107,1,1.0,4,4,2,9200,92001,1,1,33.0,17,0,0,3.0,2.0,,0,1,52,,2,39,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,2500.0,1000.0,1.0,,2.0,,,11615.4373,2907.5184,0,0,0.0,0.0,0,0,4427,1,2.0,7.0,,,,,2884.3145,7860.0,4600.0,-1,,,,,,,11927.0,2014,648,645,0,0,0,0,0,11.0,15.0,40.0,2014,1.0,7,8,2,9200,92001,1,0,0,3.0,2.0,,0,2,53,,2,39,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,5.0,32.0,,,5.0,,,4.0,2.0,0.0,1,1.0,,1.0,2500.0,1300.0,1.0,,2.0,,,13370.4386,3373.0753,0,0,0.0,0.0,0,0,28511,1,2.0,7.0,,,,,3374.3122,7860.0,4600.0,-1,,,,,,,12576.0,2015,660,645,0,0,0,0,0,11.0,15.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
918659270009101,1,1.0,3,4,2,9200,92001,1,1,32.0,18,43780,141,1.0,1.0,,3,1,28,,1,43,1,1.0,1,1,1,7,2,303,303,303,5,0,16,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,2500.0,769.0,1.0,,2.0,,,14798.4543,3716.8838,0,0,1.0,1.0,0,0,65375,1,,,,2.0,,,3738.2068,7860.0,2320.0,-1,,,,,2.0,,12150.0,2014,648,645,0,0,0,0,0,16.0,8.0,40.0,2014,2.0,3,8,2,9200,92001,1,43780,141,1.0,1.0,,3,1,29,,1,43,1,1.0,1,1,7,2,303,303,303,5,0,16,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1000.0,2.0,2.0,2.0,,,13597.463,3326.625,0,0,0.0,,0,0,18810,1,,,,,,,3372.7346,7860.0,2010.0,-1,,,,,2.0,,12817.0,2015,660,645,0,0,0,0,0,,6.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,0,1,0,1,retention
281033047001105,1,1.0,1,4,2,9200,92001,1,1,32.0,18,23060,0,2.0,1.0,,3,3,35,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,17.0,,,7.0,3.0,0.0,1,2.0,2.0,2.0,,380.0,2.0,2.0,2.0,,,14418.8597,3624.6461,1,2,1.0,,0,0,21387,2,,,,,,2.0,3604.5906,7860.0,2310.0,-1,,,,,,,12242.0,2014,648,645,1,0,0,0,1,18.0,8.0,40.0,2014,1.0,1,8,2,9200,92001,1,23060,0,2.0,1.0,,3,3,36,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,17.0,,,7.0,3.0,0.0,1,2.0,,1.0,3200.0,640.0,2.0,2.0,2.0,,,12457.1547,3030.1423,5,2,1.0,1.0,0,42,41314,2,,,,,,,3035.0045,7860.0,2320.0,-1,,,,,,,12918.0,2015,660,645,1,1,0,0,1,,8.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
560980094717439,1,1.0,1,4,2,9200,92001,1,1,32.0,18,26900,57,2.0,1.0,,5,1,42,2.0,2,44,1,,1,1,1,1,2,301,110,301,5,0,17,1.0,1.0,,37.0,,49.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,2677.0,1009.61,2.0,2.0,2.0,,,14424.8746,3609.9382,3,3,0.0,0.0,0,0,8380,1,,,,,,2.0,3606.0942,9370.0,1220.0,2200,,,,,,,12271.0,2014,648,645,0,0,1,0,0,18.0,3.0,51.0,2014,2.0,1,8,2,9200,92001,1,26900,57,2.0,1.0,,5,1,43,2.0,2,44,1,,1,1,1,2,301,110,301,5,0,17,2.0,1.0,,38.0,,48.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,2800.0,1057.69,2.0,2.0,2.0,,,12814.8664,3108.9874,3,3,0.0,0.0,0,0,3838,1,,,,,,,3122.1557,9570.0,565.0,2200,,,,,,,12940.0,2015,660,645,0,0,1,0,0,,2.0,51.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
581625007001201,1,1.0,1,4,2,9200,92001,1,1,32.0,18,26900,0,2.0,1.0,,5,3,36,1.0,2,45,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,4.0,18.0,,,4.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,791.66,2.0,2.0,2.0,,,14103.6083,3545.3975,0,0,0.0,,0,0,4461,2,,,,,,,3525.7804,7870.0,2000.0,-1,,,,,,,12277.0,2014,648,645,0,0,0,0,0,18.0,6.0,40.0,2014,2.0,1,8,2,9200,92001,1,26900,0,2.0,1.0,,5,3,37,1.0,2,45,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,13.0,15.0,,,13.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,817.3,2.0,2.0,1.0,2.0,2.0,12458.7157,3030.522,1,1,0.0,,0,0,18666,2,,,,,,,3035.3848,7870.0,230.0,-1,,,,,,,12954.0,2015,660,645,1,0,0,0,1,18.0,1.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
908439370359103,1,2.0,1,4,2,9200,92001,1,1,32.0,18,26900,81,2.0,1.0,,5,1,51,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,846.15,1.0,,2.0,,,11245.317,2804.3492,3,1,0.0,,0,0,33381,1,,,,2.0,,,2792.4072,7860.0,2430.0,-1,,,,,,,12322.0,2014,648,645,0,0,1,0,0,16.0,8.0,40.0,2014,2.0,1,8,2,9200,92001,1,26900,81,2.0,1.0,,5,1,52,2.0,2,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,1481.0,599.24,2.0,2.0,2.0,,,11464.9237,2908.8272,3,1,0.0,0.0,0,0,47696,1,,,3.0,,,,2893.4153,7860.0,2430.0,-1,,,,,,,13036.0,2015,660,645,0,0,1,0,0,14.0,8.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
