hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
80925098947329,1,2.0,1,4,2,9200,92001,1,1,23.0,42,49620,133,,1.0,,3,4,20,,1,40,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,10.0,,10.0,,,20.0,,,7.0,2.0,0.0,1,2.0,,1.0,700.0,70.0,2.0,2.0,1.0,1.0,2.0,16534.8848,4148.8496,0,0,0.0,0.0,0,0,5701,3,,,2.0,,,,4136.8838,7870.0,2340.0,-1,,,,,2.0,1.0,28700.0,2014,648,645,0,0,0,0,0,13.0,8.0,40.0,2014,1.0,1,8,2,9200,92001,1,49620,133,,1.0,,3,4,21,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,8.0,,,,1.0,4.0,0.0,2,,,,,,,,1.0,1.0,2.0,14783.4014,3981.9258,0,0,,,0,0,56332,3,,,3.0,,,,3830.3949,8680.0,4030.0,-1,,,,,2.0,1.0,29748.0,2015,660,645,0,0,0,0,0,14.0,13.0,46.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,1,0,1,retention
39331870987186,2,1.0,6,4,2,9200,92001,1,1,33.0,17,16980,0,1.0,1.0,1.0,7,2,43,,1,40,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,48.0,,48.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2884.61,1.0,,2.0,,,15883.6942,4030.3077,0,0,0.0,,0,0,42439,1,,,2.0,,,,4010.4516,9470.0,3740.0,-1,2.0,,,,,,48668.0,2014,649,646,0,0,0,0,0,13.0,12.0,51.0,2014,1.0,6,8,2,9200,92001,1,16980,0,1.0,1.0,1.0,7,2,44,,1,40,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,80.0,,80.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2884.0,1.0,,2.0,,,16309.7277,3885.7363,0,0,1.0,,0,42,31306,1,,,2.0,,,,3847.2681,9470.0,3740.0,-1,2.0,,,,,,50398.0,2015,661,646,0,0,0,0,0,13.0,12.0,51.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
198788406070709,2,2.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,1.0,1.0,,7,3,55,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2153.84,1.0,,,,,11958.5695,2990.9033,0,0,0.0,,0,0,49568,2,,,,,,3.0,2992.3804,7860.0,2320.0,-1,,,,,,,48724.0,2014,649,646,0,0,0,0,0,18.0,8.0,40.0,2014,2.0,1,8,2,9200,92001,1,16980,0,1.0,1.0,,7,3,56,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2307.69,1.0,,,,,12919.7031,3248.6082,0,0,0.0,,0,0,39422,2,,,,,,,3283.4034,7860.0,2320.0,-1,,,,,,,50481.0,2015,661,646,0,0,0,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,1,0,1,retention
571486038907498,2,1.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,1.0,1.0,1.0,7,1,52,2.0,2,43,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,2.0,0.0,1,1.0,2.0,2.0,,961.53,1.0,,2.0,,,15800.6602,3680.7502,0,0,0.0,,0,0,21185,1,,,,1.0,1.0,,3614.796,8290.0,2160.0,-1,,,,,,,48804.0,2014,649,646,0,0,0,0,0,18.0,7.0,42.0,2014,1.0,1,8,2,9200,92001,1,16980,0,1.0,1.0,1.0,7,1,53,2.0,2,43,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,769.23,2.0,2.0,2.0,,,15694.4184,3797.578,0,0,0.0,,0,0,56042,1,,,,,,,3782.9826,9470.0,2160.0,-1,,,,,,,50553.0,2015,661,646,0,0,0,0,0,,7.0,51.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
571608078909997,2,1.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,1.0,1.0,3.0,7,1,41,2.0,1,40,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,119.0,5.0,11.0,3.0,0.0,2,,,,,,,,1.0,2.0,2.0,18925.0323,4030.3077,3,3,,,0,0,8147,1,,,4.0,,,,4111.7759,7870.0,1550.0,-1,2.0,,,,,,48806.0,2014,649,646,0,0,1,0,0,15.0,4.0,40.0,2014,1.0,1,8,2,9200,92001,1,16980,0,1.0,1.0,3.0,7,1,42,2.0,1,40,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,519.23,1.0,,2.0,,,16309.7277,3885.7363,3,3,0.0,,0,0,68168,1,,,4.0,,,,3847.2681,8190.0,5250.0,-1,2.0,,,,,,50555.0,2015,661,646,0,0,1,0,0,15.0,17.0,41.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,1,1,0,retention
943057686188840,2,1.0,6,4,2,9200,92001,1,1,33.0,17,16980,0,1.0,1.0,1.0,7,2,39,,1,39,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2000.0,700.0,1.0,,2.0,,,16186.8376,4072.1919,0,0,0.0,0.0,0,0,21175,1,1.0,,,,,,4086.9918,7860.0,310.0,-1,,,,,,,48930.0,2014,649,646,0,0,0,0,0,12.0,1.0,40.0,2014,1.0,6,8,2,9200,92001,1,16980,0,1.0,1.0,1.0,7,2,40,,1,39,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1000.0,400.0,2.0,2.0,2.0,,,16309.7277,3885.7363,0,0,1.0,1.0,0,0,19853,1,1.0,,,,,,3847.2681,7860.0,4010.0,-1,,,,,,,50667.0,2015,661,646,0,0,0,0,0,12.0,13.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
108909851797577,2,1.0,6,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,2,51,,1,45,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,2.0,2.0,,,12009.1241,2862.5798,0,0,0.0,,0,0,42492,1,,,,,,,2876.4452,9380.0,800.0,-1,,,,,,,49033.0,2014,649,646,0,0,0,0,0,18.0,2.0,51.0,2014,1.0,6,8,2,9200,92001,1,16980,0,2.0,1.0,,7,2,52,,1,45,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1057.0,2.0,2.0,2.0,,,12571.6703,2795.9365,0,0,1.0,,0,42,40934,1,,,,,,,2843.909,9380.0,800.0,-1,,,,,,,50801.0,2015,661,646,0,0,0,0,0,18.0,2.0,51.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,1,1,0,retention
220672099018389,2,1.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,1,37,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,4.0,2.0,,,4.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,1634.61,1.0,,2.0,,,11720.0142,2958.6668,2,1,0.0,,0,0,61596,1,,,,,,3.0,2961.7154,7860.0,2310.0,-1,,,,,,,49135.0,2014,649,646,0,1,0,0,1,18.0,8.0,40.0,2014,1.0,1,8,2,9200,92001,1,16980,0,2.0,1.0,,7,1,38,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,41.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1730.76,1.0,,2.0,,,13302.324,3253.4935,3,1,0.0,,0,0,56074,1,,,,,,,3281.0352,7860.0,2310.0,-1,,,,,,,50885.0,2015,661,646,0,0,1,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
471063048907697,2,1.0,1,4,2,9200,92001,1,1,33.0,17,41180,119,2.0,1.0,,6,1,33,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,5.0,23.0,,,5.0,,,4.0,3.0,0.0,1,2.0,,1.0,1657.0,662.8,1.0,,2.0,,,12190.5737,2999.5194,2,1,0.0,0.0,0,0,18016,1,,,,2.0,,,3050.6964,9370.0,5940.0,3600,,,,,,,49209.0,2014,649,646,0,1,0,0,1,16.0,17.0,51.0,2014,1.0,1,8,2,9200,92001,1,41180,119,2.0,1.0,,6,1,34,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,3.0,0.0,1,2.0,,1.0,1741.0,696.4,1.0,,2.0,,,13075.0086,3212.0796,2,1,0.0,0.0,0,0,4541,1,,,,,,,3261.8786,9370.0,5940.0,4650,,,,,,,50933.0,2015,661,646,0,1,0,0,1,,17.0,51.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
608906041793477,2,1.0,1,4,2,9200,92001,1,1,33.0,17,41180,119,2.0,1.0,,6,1,49,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,46.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,3200.0,1442.3,1.0,,2.0,,,11484.9854,2892.001,0,0,0.0,0.0,0,0,18017,1,,,3.0,,,,2892.381,9470.0,3850.0,-1,,,,,,,49273.0,2014,649,646,0,0,0,0,0,14.0,12.0,51.0,2014,1.0,1,8,2,9200,92001,1,41180,119,2.0,1.0,,6,1,50,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,42.0,,47.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,3500.0,1700.0,1.0,,2.0,,,11942.0998,2918.5621,0,0,0.0,0.0,0,0,20067,1,,,3.0,,,,2947.6302,9470.0,3850.0,-1,,,,,,,50975.0,2015,661,646,0,0,0,0,0,14.0,12.0,51.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
769920028230981,2,2.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,1,32,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,3.0,0.0,1,2.0,,1.0,1950.0,780.0,2.0,2.0,2.0,,,11882.7083,2923.7684,3,1,0.0,0.0,0,0,21224,1,,,2.0,,,,2973.653,8570.0,4250.0,-1,,,,,,,49334.0,2014,649,646,0,0,1,0,0,13.0,14.0,44.0,2014,1.0,1,8,2,9200,92001,1,16980,0,2.0,1.0,,7,1,33,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1890.0,756.0,2.0,2.0,2.0,,,13075.0086,3212.0796,3,1,0.0,0.0,0,0,31364,1,,,3.0,,,,3261.8786,8590.0,4250.0,-1,,,,,,,51029.0,2015,661,646,0,0,1,0,0,14.0,14.0,44.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
914087845189180,2,2.0,1,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,3,70,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,7.0,,35.0,,,21.0,,,9.0,2.0,0.0,1,2.0,2.0,2.0,,112.0,2.0,2.0,,,,11690.485,2761.8378,0,0,0.0,,0,0,28408,2,,,,2.0,,,2738.5849,7860.0,2310.0,-1,,,,,,,49438.0,2014,649,646,0,0,0,0,0,16.0,8.0,40.0,2014,2.0,1,8,2,9200,92001,1,16980,0,2.0,1.0,,7,3,71,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,2.0,14.0,-4.0,,,,,,,,10.0,3.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,,,,10236.5084,2581.3819,0,0,1.0,,0,0,19986,2,,,,,,,2515.6491,7860.0,2310.0,-1,,,,,,,51120.0,2015,661,646,0,0,0,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
971057389188530,2,2.0,6,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,2,54,,1,40,2,,1,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1150.0,1.0,,2.0,,,12009.1241,2862.5798,0,0,0.0,,0,0,8029,1,,,2.0,,,,2876.4452,6180.0,9120.0,-1,,,,,,,49462.0,2014,649,646,0,0,0,0,0,13.0,22.0,23.0,2014,1.0,6,8,2,9200,92001,1,16980,0,2.0,1.0,,7,2,55,,1,40,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1269.23,1.0,,,,,15797.8875,3336.4212,0,0,0.0,,0,0,31300,1,,,2.0,,,,3393.6672,6180.0,9120.0,-1,,,,,,,51134.0,2015,661,646,0,0,0,0,0,13.0,22.0,23.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,1,0,1,retention
971057389188530,2,2.0,6,4,2,9200,92001,1,1,33.0,17,16980,0,2.0,1.0,,7,14,56,,2,44,2,,2,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,22.0,,,7.0,3.0,0.0,1,2.0,2.0,2.0,,1350.0,1.0,,,,,12315.3558,2993.7854,0,0,0.0,,0,0,8029,2,,,,,,2.0,2940.1407,7860.0,2310.0,-1,,,,,,,49463.0,2014,649,646,0,0,0,0,0,18.0,8.0,40.0,2014,1.0,6,8,2,9200,92001,1,16980,0,2.0,1.0,,7,14,57,,2,44,2,,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1346.15,1.0,,,,,12498.6645,3123.1359,0,0,0.0,,0,0,31300,2,,,,,,,3111.1327,7860.0,2310.0,-1,,,,,,,51135.0,2015,661,646,0,0,0,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,1,0,1,retention
671139098909091,2,1.0,1,4,2,9200,92001,1,1,33.0,17,28100,91,,1.0,,2,3,41,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,13.0,32.0,,,13.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,638.0,1.0,,2.0,,,12929.8893,3227.2645,3,2,0.0,,0,0,42473,2,,,,2.0,,,3222.8537,7860.0,2310.0,-1,,,,,,,49702.0,2014,649,646,0,0,1,0,0,16.0,8.0,40.0,2014,2.0,1,8,2,9200,92001,1,28100,91,,1.0,,2,3,43,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,35.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,865.38,1.0,,2.0,,,12825.9502,3037.9316,3,2,0.0,,0,0,40925,2,,,,,,,3040.2627,7860.0,2310.0,-1,,,,,,,51343.0,2015,661,646,0,0,1,0,0,,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,1,0,0,0,retention
971449048909596,2,1.0,1,4,2,9200,92001,1,1,33.0,17,14060,113,,1.0,,2,1,30,2.0,1,46,4,,1,1,1,1,2,217,217,217,4,0,9,1.0,1.0,,60.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1861.11,2.0,2.0,2.0,,,16391.9582,4106.3735,11,3,0.0,,0,0,4290,1,,,,,,,4102.0947,7870.0,2200.0,-1,,,,,,,49743.0,2014,649,646,1,1,1,0,1,18.0,8.0,40.0,2014,1.0,1,8,2,9200,92001,1,14060,113,,1.0,,2,1,31,2.0,1,46,4,,1,1,1,2,217,217,217,4,0,9,1.0,1.0,,60.0,,60.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1384.61,2.0,2.0,1.0,2.0,2.0,21754.6604,5304.4884,11,3,0.0,,0,0,4533,1,,,,,,,5427.2286,7870.0,2200.0,-1,,,,,,,51399.0,2015,661,646,1,1,1,0,1,18.0,8.0,40.0,2015,MIS4_to_MIS8,illinois,1,2014-2015,0,1,0,1,retention
810809967003194,2,2.0,1,4,2,9200,92001,1,1,32.0,18,26900,0,1.0,1.0,,5,3,46,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,865.38,2.0,2.0,2.0,,,12473.7219,3116.8085,0,0,0.0,,0,0,21474,2,,,,2.0,,,3141.3846,6670.0,2710.0,-1,,,,,,,49850.0,2014,649,646,0,0,0,0,0,16.0,9.0,27.0,2014,2.0,1,8,2,9200,92001,1,26900,0,1.0,1.0,,5,3,47,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,942.3,2.0,2.0,2.0,,,15040.2995,3695.5211,0,0,0.0,,0,0,48408,2,,,,,,,3712.3489,6670.0,2710.0,-1,,,,,,,51499.0,2015,661,646,0,0,0,0,0,,9.0,27.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
181370088909593,2,1.0,1,4,2,9200,92001,1,1,32.0,18,21780,0,2.0,1.0,,3,1,71,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,20.0,,,22.0,,,7.0,2.0,0.0,1,2.0,,1.0,1350.0,270.0,2.0,2.0,,,,10796.8716,2716.6606,0,0,0.0,0.0,0,0,8264,1,1.0,,,,,,2657.1048,7860.0,4220.0,-1,,,,,,,49929.0,2014,649,646,0,0,0,0,0,12.0,14.0,40.0,2014,1.0,1,8,2,9200,92001,1,21780,0,2.0,1.0,,3,1,72,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,1300.0,260.0,2.0,2.0,,,,12666.1064,3162.6075,0,0,0.0,0.0,0,0,8326,1,1.0,,,,,,3035.0374,7860.0,4220.0,-1,,,,,,,51609.0,2015,661,646,0,0,0,0,0,12.0,14.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
281269088909290,2,2.0,1,4,2,9200,92001,1,1,32.0,18,26900,63,2.0,1.0,,5,1,57,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,3875.0,961.53,2.0,2.0,,,,12376.3079,3071.5692,0,0,0.0,1.0,0,0,21395,1,,,,2.0,,,3096.9106,9480.0,2100.0,-1,,,,,,,49961.0,2014,649,646,0,0,0,0,0,16.0,7.0,51.0,2014,2.0,1,8,2,9200,92001,1,26900,63,2.0,1.0,,5,1,58,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,738.0,2.0,2.0,,,,13525.784,3416.7459,0,0,1.0,,0,42,48387,1,,,,,,,3437.4323,9480.0,2100.0,-1,,,,,,,51632.0,2015,661,646,0,0,0,0,0,,7.0,51.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
281269088909290,2,2.0,1,4,2,9200,92001,1,1,32.0,18,26900,63,2.0,1.0,,5,3,53,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,3504.0,961.53,2.0,2.0,2.0,,,11914.2039,2939.3286,0,0,0.0,1.0,0,0,21395,2,,,,2.0,,,2953.7344,9480.0,2100.0,-1,,,,,,,49962.0,2014,649,646,0,0,0,0,0,16.0,7.0,51.0,2014,2.0,1,8,2,9200,92001,1,26900,63,2.0,1.0,,5,3,54,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,576.0,2.0,2.0,2.0,,,12522.0581,3116.5079,0,0,1.0,,0,42,48387,2,,,,,,,3109.7198,9480.0,5000.0,-1,,,,,,,51633.0,2015,661,646,0,0,0,0,0,,17.0,51.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
8068175180910,2,1.0,4,4,2,9200,92001,1,1,32.0,18,14020,0,,1.0,,2,1,53,,2,43,4,,1,1,1,3,2,217,217,217,5,0,17,1.0,1.0,,35.0,4.0,26.0,,,4.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,876.0,284.0,2.0,2.0,2.0,,,11680.7768,2879.5773,4,1,0.0,0.0,0,0,18074,1,,,,2.0,,,2895.8639,7860.0,2540.0,-1,,,,,,,50243.0,2014,649,646,0,0,0,1,0,16.0,8.0,40.0,2014,1.0,4,8,2,9200,92001,1,14020,0,,1.0,,2,1,54,,2,43,4,,1,1,3,2,217,217,217,5,0,17,1.0,7.0,,,,,,9.0,,,,1.0,5.0,0.0,2,,,,,,,,2.0,,,9783.7165,2453.616,0,0,,,0,0,39432,1,,,,,,,2479.6656,7860.0,2330.0,-1,,,,,,,51823.0,2015,661,646,0,0,0,0,0,,8.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,0,1,0,1,retention
8068175180910,2,1.0,4,4,2,9200,92001,1,1,32.0,18,14020,0,,1.0,,2,4,25,,2,43,4,,2,1,3,7,2,217,217,217,4,0,17,2.0,1.0,,10.0,,20.0,,,20.0,,,7.0,2.0,0.0,1,2.0,,1.0,1500.0,150.0,2.0,2.0,1.0,1.0,2.0,11352.0509,2839.1825,0,0,0.0,0.0,0,0,18074,2,,,,1.0,2.0,,2941.2971,7870.0,5940.0,1010,,,,,1.0,,50245.0,2014,649,646,0,0,0,0,0,17.0,17.0,40.0,2014,1.0,4,8,2,9200,92001,1,14020,0,,1.0,,2,4,26,,2,44,4,,1,3,7,2,217,217,217,4,0,17,2.0,1.0,,50.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,865.38,2.0,1.0,2.0,,,11092.2569,2847.73,0,0,0.0,,0,0,39432,2,,,,,,,2839.5422,7370.0,2630.0,-1,,,,,1.0,,51825.0,2015,661,646,0,0,0,0,0,,9.0,36.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,0,1,0,1,retention
308901491997068,2,1.0,7,4,2,9200,92001,1,1,32.0,18,14020,0,,1.0,,2,2,54,,2,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1210.0,1.0,,2.0,,,11961.6534,2951.0347,0,0,1.0,,0,42,8235,1,,,,,,2.0,2965.498,7860.0,2310.0,-1,,,,,,,50279.0,2014,649,646,0,0,0,0,0,18.0,8.0,40.0,2014,1.0,7,8,2,9200,92001,1,14020,0,,1.0,,2,2,55,,2,44,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1274.0,2.0,2.0,,,,12311.9914,3004.4114,0,0,1.0,,0,42,8283,1,,,,,,,3011.674,7860.0,2310.0,-1,,,,,,,51926.0,2015,661,646,0,0,0,0,0,,8.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
810890510670081,2,2.0,1,4,2,9200,92001,1,1,32.0,18,14020,0,,1.0,,2,1,53,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,2019.0,2.0,2.0,2.0,,,11558.8291,2909.1197,8,2,1.0,,0,42,28671,1,,,,1.0,2.0,,2910.9778,7870.0,2720.0,-1,,,,,,,50311.0,2014,649,646,0,1,1,0,1,17.0,9.0,40.0,2014,1.0,1,8,2,9200,92001,1,14020,0,,1.0,,2,1,53,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1576.0,1.0,,2.0,,,11484.8683,2819.8091,8,2,1.0,,0,42,51784,1,,,,,,,2834.7732,7870.0,2720.0,-1,,,,,,,51963.0,2015,661,646,0,1,1,0,1,,9.0,40.0,2015,MIS4_to_MIS8,indiana,0,2014-2015,1,0,0,0,retention
