hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
153703060108604,2,1.0,6,4,2,301,3011,1,1,36,35620,47,1.0,1.0,1.0,7,2,73,,1,43,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,11392.0319,2936.2489,0,0,,,0,0,62907,1,,,,,,,2919.262,7070.0,430.0,-1,,,,,,,62592.0,2015,661,658,0,0,0,0,0,,1.0,34.0,2015,1.0,6,8,2,301,3011,1,36,35620,47,1.0,1.0,1.0,7,2,74,,1,43,2,,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,15065.8127,3774.1338,0,0,,,0,0,1707,1,,,,,,,3881.4369,,,-1,,,,,,,61484.0,2016,673,658,0,0,0,0,0,,,,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,0,retention
410001273445136,2,2.0,4,4,2,301,3011,1,1,36,35620,5,1.0,1.0,1.0,7,4,36,,2,40,2,,2,2,1,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1800.0,600.0,1.0,,2.0,,,12677.7539,3221.1,4,2,0.0,0.0,0,0,57051,2,,,2.0,,,,3191.6628,8190.0,5860.0,-1,,,,,1.0,,62748.0,2015,661,658,0,0,0,1,0,13.0,17.0,41.0,2015,2.0,4,8,2,301,3011,1,36,35620,5,1.0,1.0,1.0,7,4,37,,2,40,2,,2,1,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1800.0,568.0,1.0,,1.0,1.0,2.0,15458.1507,3828.5112,4,1,0.0,0.0,0,0,12459,2,,,3.0,,,,3846.5359,8190.0,5860.0,-1,,,,,1.0,,61692.0,2016,673,658,0,0,0,1,0,14.0,17.0,41.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
410008043259616,2,1.0,4,4,2,301,3011,1,1,36,35620,5,1.0,1.0,1.0,7,1,36,,2,42,2,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1744.0,700.0,1.0,,2.0,,,12677.7539,3221.1,8,3,0.0,0.0,0,0,13371,1,,,3.0,,,,3191.6628,9470.0,3930.0,-1,,,,,,,62752.0,2015,661,658,0,1,1,0,1,14.0,12.0,51.0,2015,1.0,4,8,2,301,3011,1,36,35620,5,1.0,1.0,1.0,7,1,38,,2,42,2,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,2.0,1.0,1.0,2.0,2.0,15458.1507,3828.5112,8,3,0.0,,0,0,37373,1,,,3.0,,,,3846.5359,9470.0,3930.0,-1,,,,,,,61696.0,2016,673,658,0,1,1,0,1,14.0,12.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
481062007330516,2,4.0,4,4,2,301,3011,1,1,36,35620,47,1.0,1.0,1.0,7,4,24,,1,39,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,500.0,1.0,,2.0,,,20468.0957,4922.1418,0,0,0.0,,0,0,1731,2,1.0,,,,,,4928.8491,7870.0,9610.0,-1,,,,,1.0,,62775.0,2015,661,658,0,0,0,0,0,12.0,22.0,40.0,2015,1.0,4,8,2,301,3011,1,36,35620,47,1.0,1.0,1.0,7,4,25,,1,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,500.0,1.0,,2.0,,,18178.0762,4554.5303,0,0,0.0,,0,0,12562,2,1.0,,,,,,4577.9195,6180.0,4220.0,-1,,,,,1.0,,61730.0,2016,673,658,0,0,0,0,0,12.0,14.0,23.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
629890045501003,2,1.0,1,4,2,301,3011,1,1,36,35620,47,1.0,1.0,1.0,7,3,55,1.0,2,41,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1500.0,346.15,1.0,,,,,16336.8107,4014.9911,10,2,0.0,1.0,0,0,1741,2,,,1.0,,,,3996.1974,9470.0,4220.0,-1,,,,,,,62857.0,2015,661,658,0,0,1,1,0,12.0,14.0,51.0,2015,1.0,1,8,2,301,3011,1,36,35620,47,1.0,1.0,1.0,7,3,56,1.0,2,41,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,653.84,1.0,,,,,14260.5499,3576.8293,4,2,0.0,,0,0,24849,2,,,3.0,,,,3565.8239,9470.0,4220.0,-1,,,,,,,61809.0,2016,673,658,0,0,0,1,0,14.0,14.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
686250624901003,2,1.0,4,4,2,301,3011,1,1,36,35620,47,1.0,1.0,1.0,7,1,41,,2,44,1,,1,1,1,7,2,163,246,163,5,0,15,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,2.0,2.0,2.0,,,13489.0243,3232.6645,0,0,0.0,,0,0,62897,1,,,,,,,3197.4378,9370.0,800.0,-1,,,,,,1.0,62905.0,2015,661,658,0,0,0,0,0,,2.0,51.0,2015,1.0,4,8,2,301,3011,1,36,35620,47,1.0,1.0,1.0,7,1,42,,2,44,1,,1,1,7,2,163,246,163,5,0,15,1.0,1.0,,35.0,,39.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2500.0,875.0,1.0,,2.0,,,13418.7176,3257.3376,0,0,1.0,1.0,0,42,16051,1,,,,,,,3299.7704,9490.0,1060.0,-1,,,,,,1.0,61855.0,2016,673,658,0,0,0,0,0,,3.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
763215110404403,2,1.0,7,4,2,301,3011,1,1,36,35620,5,1.0,1.0,1.0,7,2,40,,2,40,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,5.0,21.0,,,5.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,1400.0,350.0,2.0,2.0,2.0,,,11512.3121,2907.4158,0,0,0.0,0.0,0,0,13368,1,,,1.0,,,,2898.2593,9570.0,5700.0,-1,,,,,,,62940.0,2015,661,658,0,0,0,0,0,12.0,17.0,51.0,2015,1.0,7,8,2,301,3011,1,36,35620,5,1.0,1.0,1.0,7,2,41,,2,39,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,650.0,1.0,,2.0,,,12670.6153,3150.7385,0,0,0.0,,0,0,12458,1,1.0,,,,,,3152.8983,9570.0,5700.0,-1,,,,,,,61881.0,2016,673,658,0,0,0,0,0,12.0,17.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
763252130404201,2,1.0,1,4,2,301,3011,1,1,36,35620,47,1.0,1.0,1.0,7,1,40,2.0,2,40,1,,1,1,1,1,2,163,163,163,4,0,16,1.0,1.0,,28.0,,28.0,,,17.0,,,7.0,3.0,0.0,1,1.0,2.0,2.0,,961.0,2.0,2.0,2.0,,,13489.0243,3232.6645,8,2,1.0,,0,42,36992,1,,,3.0,,,,3197.4378,8370.0,4610.0,-1,,,,,6.0,,62945.0,2015,661,658,0,1,1,0,1,14.0,15.0,43.0,2015,1.0,1,8,2,301,3011,1,36,35620,47,1.0,1.0,1.0,7,1,41,2.0,2,41,1,,1,1,1,2,163,163,163,4,0,16,1.0,1.0,,28.0,,28.0,,,17.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,1000.0,280.0,2.0,2.0,2.0,,,13418.7176,3257.3376,3,2,0.0,0.0,0,0,1688,1,,,4.0,,,,3299.7704,8170.0,3600.0,-1,,,,,6.0,,61884.0,2016,673,658,0,0,1,0,0,15.0,11.0,42.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
30610048356645,2,1.0,1,4,2,301,3011,1,1,36,35620,87,2.0,1.0,,7,3,65,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,14126.5465,3526.1682,0,0,,,0,0,1908,2,,,,,,,3541.189,7860.0,2340.0,-1,,,,,,,63129.0,2015,661,658,0,0,0,0,0,,8.0,40.0,2015,1.0,1,8,2,301,3011,1,36,35620,87,2.0,1.0,,7,3,66,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,18.0,,22.0,,,21.0,,,7.0,3.0,0.0,1,2.0,,1.0,3000.0,480.0,1.0,,,,,11510.5067,3052.832,0,0,0.0,0.0,0,0,5479,2,,,,,,,2984.6185,7860.0,2320.0,2320,,,,,,,61980.0,2016,673,658,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
30610212883708,2,1.0,1,4,2,301,3011,1,1,36,35620,119,2.0,1.0,,7,4,53,4.0,2,40,1,,3,2,1,1,2,57,57,140,1,0,0,2.0,1.0,,16.0,,18.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,2300.0,368.0,1.0,,2.0,,,13107.6709,3269.5652,0,0,0.0,0.0,0,0,13850,3,,,2.0,,,,3255.1505,7860.0,4600.0,4620,,,,,1.0,1.0,63141.0,2015,661,658,0,0,0,0,0,13.0,15.0,40.0,2015,1.0,1,8,2,301,3011,1,36,35620,119,2.0,1.0,,7,4,54,4.0,2,40,1,,2,1,1,2,57,57,140,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1050.0,653.0,1.0,,2.0,,,13250.6593,3333.4604,0,0,1.0,1.0,0,0,1984,3,,,3.0,,,,3316.1584,7860.0,3930.0,-1,,,,,1.0,1.0,61992.0,2016,673,658,0,0,0,0,0,14.0,12.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
30610293263938,2,1.0,3,4,2,301,3011,1,1,36,35620,103,2.0,1.0,,7,1,48,,1,39,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,47.0,,,,,,2.0,2.0,0.0,1,1.0,1.0,1.0,2300.0,2884.61,1.0,,2.0,,,14802.2172,3645.1713,0,0,0.0,0.0,0,0,1935,1,1.0,,,,,,3653.5838,7860.0,4220.0,6260,,,,,,,63158.0,2015,661,658,0,0,0,0,0,12.0,14.0,40.0,2015,1.0,6,8,2,301,3011,1,36,35620,103,2.0,1.0,,7,2,49,,1,39,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1076.92,1.0,,2.0,,,14789.2171,3715.2787,0,0,0.0,,0,0,60903,1,1.0,,,,,,3699.9951,7860.0,4220.0,-1,,,,,,,62009.0,2016,673,658,0,0,0,0,0,12.0,14.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
75046247301711,2,1.0,4,4,2,301,3011,1,1,36,10580,0,2.0,1.0,,4,1,42,,2,42,1,,1,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,37.0,,35.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1096.15,2.0,1.0,2.0,,,13217.5944,3152.2327,10,2,0.0,,0,0,17269,1,,,3.0,,,,3133.098,9470.0,3820.0,-1,,,,,,,63215.0,2015,661,658,0,0,1,1,0,14.0,12.0,51.0,2015,1.0,4,8,2,301,3011,1,36,10580,0,2.0,1.0,,4,1,43,,2,42,1,,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,37.0,5.0,28.0,,,5.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,1096.15,1.0,,2.0,,,12926.1018,3145.8763,10,2,0.0,,0,0,5386,1,,,3.0,,,,3178.6322,9470.0,1965.0,-1,,,,,,,62099.0,2016,673,658,0,0,1,1,0,14.0,5.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
77046206301431,2,1.0,1,4,2,301,3011,1,1,36,35620,59,2.0,1.0,,7,1,58,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2173.0,1.0,,,,,14564.3091,3561.9921,0,0,1.0,,0,42,66562,1,,,,,,,3562.6204,7860.0,2540.0,-1,,,,,,,63218.0,2015,661,658,0,0,0,0,0,,8.0,40.0,2015,1.0,1,8,2,301,3011,1,36,35620,59,2.0,1.0,,7,1,59,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1096.0,1.0,,,,,14153.8685,3559.2575,0,0,1.0,,0,0,67203,1,,,,,,,3539.1484,7860.0,2540.0,-1,,,,,,,62102.0,2016,673,658,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
82066229301761,2,2.0,4,4,2,301,3011,1,1,36,35620,71,2.0,1.0,,7,4,39,,2,40,2,,2,2,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,56.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,788.46,1.0,,2.0,,,17103.4261,4324.4488,10,2,0.0,,0,0,17301,2,,,2.0,,,,4305.8392,8290.0,420.0,-1,,,,,1.0,,63230.0,2015,661,658,0,0,1,1,0,13.0,1.0,42.0,2015,2.0,4,8,2,301,3011,1,36,35620,71,2.0,1.0,,7,4,40,,2,40,2,,2,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1076.92,1.0,,2.0,,,18223.3587,4543.2369,10,2,0.0,,0,0,37577,2,,,3.0,,,,4534.6177,8290.0,100.0,-1,,,,,1.0,,62110.0,2016,673,658,0,0,1,1,0,14.0,1.0,42.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
94096283301091,2,1.0,1,4,2,301,3011,1,1,36,15380,0,2.0,1.0,,5,3,33,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,48.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,7212.0,2884.61,1.0,,2.0,,,14334.4895,3545.716,1,2,0.0,0.0,0,0,26238,2,,,,,,,3576.0867,8190.0,3256.0,2200,,,,,,,63244.0,2015,661,658,1,0,0,0,1,,10.0,41.0,2015,1.0,1,8,2,301,3011,1,36,15380,0,2.0,1.0,,5,3,34,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,,1.0,,0.0,,24.0,,,22.0,,,7.0,3.0,0.0,1,1.0,,1.0,1700.0,516.5,1.0,,2.0,,,13130.7836,3332.5709,5,2,1.0,1.0,41,41,53909,2,,,,,,,3306.8225,7860.0,2310.0,-1,,,,,,,62123.0,2016,673,658,1,1,0,0,1,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
163129160208503,2,1.0,1,4,2,301,3011,1,1,36,35620,59,2.0,1.0,,7,3,53,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,50.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,2884.61,1.0,,2.0,,,13761.5522,3386.3596,0,0,0.0,,0,0,13594,2,,,,,,,3396.7198,9470.0,3820.0,-1,,,,,,,63273.0,2015,661,658,0,0,0,0,0,,12.0,51.0,2015,1.0,1,8,2,301,3011,1,36,35620,59,2.0,1.0,,7,3,54,1.0,1,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,75.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,2884.61,1.0,,2.0,,,13570.3152,3419.9908,0,0,0.0,,0,0,16062,2,,,3.0,,,,3395.0478,9470.0,3820.0,220,,,,,,,62174.0,2016,673,658,0,0,0,0,0,14.0,12.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
303410816051654,2,1.0,4,4,2,301,3011,1,1,36,35620,59,2.0,1.0,,7,1,34,,2,44,1,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,10.0,30.0,,,10.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1187.46,1.0,,2.0,,,13291.5987,3381.3807,0,0,0.0,,0,0,5348,1,,,,,,,3402.5587,7860.0,2310.0,-1,,,,,2.0,,63346.0,2015,661,658,0,0,0,0,0,,8.0,40.0,2015,2.0,4,8,2,301,3011,1,36,35620,59,2.0,1.0,,7,1,35,,2,44,1,,1,1,7,2,57,57,57,1,0,0,3.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,2560.0,1.0,,2.0,,,13656.9064,3360.4524,0,0,1.0,,0,0,53956,1,,,,,,,3358.3429,7860.0,2310.0,-1,,,,,2.0,,62287.0,2016,673,658,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
306370017054686,2,1.0,3,4,2,301,3011,1,1,36,35620,59,2.0,1.0,,7,4,40,,1,44,1,,2,1,3,3,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,1.0,,2.0,,,14525.1209,3560.3441,0,0,0.0,,0,0,13599,2,,,,,,,3582.6396,7860.0,2310.0,-1,,,,,,1.0,63358.0,2015,661,658,0,0,0,0,0,,8.0,40.0,2015,1.0,3,8,2,301,3011,1,36,35620,59,2.0,1.0,,7,4,42,,1,43,1,,1,3,3,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1192.0,1.0,,2.0,,,14328.008,3514.1953,0,0,1.0,,0,0,5442,2,,,,,,,3514.8516,7860.0,2310.0,-1,,,,,,1.0,62302.0,2016,673,658,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
621230399911003,2,1.0,4,4,2,301,3011,1,1,36,35620,119,2.0,1.0,,7,1,33,,2,43,2,,1,1,1,5,2,57,333,333,1,0,0,1.0,1.0,,35.0,4.0,28.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,707.5,1.0,,2.0,,,13673.1537,3674.2603,14,4,0.0,,0,0,5398,1,,,,,,,3676.4061,9470.0,5700.0,-1,,,,,,,63492.0,2015,661,658,0,1,1,1,1,,17.0,51.0,2015,1.0,4,8,2,301,3011,1,36,35620,119,2.0,1.0,,7,1,34,,2,43,2,,1,1,5,2,57,333,333,1,0,0,1.0,1.0,,35.0,6.0,21.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,728.82,1.0,,2.0,,,20317.6659,5101.8602,14,4,0.0,,0,0,58442,1,,,,,,,5078.8984,9470.0,800.0,-1,,,,,,,62447.0,2016,673,658,0,1,1,1,1,,2.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
621570717441003,2,1.0,4,4,2,301,3011,1,1,36,10580,0,2.0,1.0,,4,1,60,,2,43,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,15.0,,15.0,,,21.0,,,7.0,2.0,0.0,1,2.0,,1.0,3200.0,480.0,1.0,,,,,12572.6548,3246.0309,0,0,0.0,0.0,0,0,5306,1,,,,,,,3186.6495,9380.0,1006.0,-1,,,,,,,63507.0,2015,661,658,0,0,0,0,0,,3.0,51.0,2015,1.0,4,8,2,301,3011,1,36,10580,0,2.0,1.0,,4,1,61,,2,43,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,17.0,,17.0,,,21.0,,,7.0,2.0,0.0,1,2.0,,1.0,3350.0,569.5,1.0,,,,,11734.8683,3151.4874,0,0,0.0,0.0,0,0,37355,1,,,,,,,3048.7692,9380.0,1050.0,-1,,,,,,,62459.0,2016,673,658,0,0,0,0,0,,3.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
621570717441003,2,1.0,4,4,2,301,3011,1,1,36,10580,0,2.0,1.0,,4,4,26,,2,43,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,37.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,1600.0,615.38,1.0,,2.0,,,15887.0706,4034.5974,0,0,0.0,0.0,0,0,5306,2,,,,,,,4066.9818,7870.0,5810.0,-1,,,,,1.0,,63508.0,2015,661,658,0,0,0,0,0,,17.0,40.0,2015,1.0,4,8,2,301,3011,1,36,10580,0,2.0,1.0,,4,4,27,,2,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,730.76,1.0,,2.0,,,15928.3824,4066.6088,0,0,0.0,,0,0,37355,2,,,,,,,3962.6765,9380.0,5700.0,-1,,,,,1.0,,62460.0,2016,673,658,0,0,0,0,0,,17.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
655910962351003,2,1.0,1,4,2,301,3011,1,1,36,35620,103,2.0,1.0,,7,1,57,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,35.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1090.0,1.0,,,,,14564.3091,3561.9921,0,0,0.0,,0,0,26541,1,1.0,,,,,,3562.6204,9470.0,5940.0,-1,,,,,,,63519.0,2015,661,658,0,0,0,0,0,12.0,17.0,51.0,2015,1.0,1,8,2,301,3011,1,36,35620,103,2.0,1.0,,7,1,58,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,6.0,18.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1100.0,1.0,,,,,14153.8685,3559.2575,0,0,0.0,,0,0,1962,1,1.0,,,,,,3539.1484,9470.0,5940.0,-1,,,,,,,62482.0,2016,673,658,0,0,0,0,0,12.0,17.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
663155180404103,2,1.0,7,4,2,301,3011,1,1,36,35620,59,2.0,1.0,,7,16,65,,2,45,1,,2,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2173.0,1.0,,,,,13887.5365,3526.1682,0,0,1.0,,0,0,26379,2,,,,,,,3412.899,7860.0,2310.0,-1,,,,,,,63534.0,2015,661,658,0,0,0,0,0,18.0,8.0,40.0,2015,1.0,7,8,2,301,3011,1,36,35620,59,2.0,1.0,,7,16,66,,2,45,1,,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,961.0,2.0,2.0,,,,11510.5067,3052.832,0,0,1.0,,0,42,24915,2,,,,,,,2984.6185,7860.0,2310.0,-1,,,,,,,62487.0,2016,673,658,0,0,0,0,0,18.0,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
803307934610729,2,1.0,1,4,2,301,3011,1,1,36,35620,103,2.0,1.0,,7,3,57,1.0,2,43,2,,2,1,2,1,2,332,332,332,4,0,8,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1442.0,2.0,2.0,,,,12841.9453,3230.9891,0,0,0.0,,0,0,57201,2,,,,,,,3196.5812,8270.0,3255.0,-1,,,,,,,63593.0,2015,661,658,0,0,0,0,0,,10.0,42.0,2015,1.0,1,8,2,301,3011,1,36,35620,103,2.0,1.0,,7,3,58,1.0,2,43,2,,1,2,1,2,332,332,332,4,0,8,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1538.46,2.0,2.0,,,,14962.658,3619.4261,0,0,0.0,,0,0,46351,2,,,,,,,3692.4084,8270.0,3255.0,-1,,,,,,,62555.0,2016,673,658,0,0,0,0,0,,10.0,42.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
