hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
110100624531802,7,1.0,1,4,2,401,4011,1,1,42,20700,89,,1.0,,2,3,45,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,29.0,,,14.0,,,6.0,2.0,0.0,1,2.0,2.0,2.0,,1019.0,1.0,,2.0,,,12494.3061,3112.0905,3,2,1.0,,0,0,2226,2,,,,,,,3130.0079,7860.0,2000.0,2010,,,,,,,256484.0,2015,666,663,0,0,1,0,0,,6.0,40.0,2015,1.0,1,8,2,401,4011,1,42,20700,89,,1.0,,2,3,46,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,40.0,,,14.0,,,8.0,4.0,0.0,1,2.0,2.0,2.0,,228.0,1.0,,2.0,,,11605.8426,2823.7937,3,2,1.0,,0,0,3063,2,,,,,,,2837.4451,7860.0,2000.0,1720,,,,,,,254178.0,2016,678,663,0,0,1,0,0,,6.0,40.0,2016,MIS4_to_MIS8,pennsylvania,0,2015-2016,0,1,0,1,retention
205409684210768,7,1.0,1,4,2,401,4011,1,1,42,39740,11,,1.0,,3,1,52,2.0,1,46,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,2750.0,2.0,2.0,2.0,,,13366.6334,3411.0808,0,0,0.0,,0,0,4288,1,,,,,,,3378.202,7860.0,10.0,2200,,,,,,,256512.0,2015,666,663,0,0,0,0,0,18.0,1.0,40.0,2015,1.0,1,8,2,401,4011,1,42,39740,11,,1.0,,3,1,53,2.0,1,46,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,46.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2750.0,2.0,2.0,2.0,,,12103.2031,2992.4442,0,0,0.0,,0,0,6482,1,,,,,,,2984.6138,7860.0,10.0,2200,,,,,,,254225.0,2016,678,663,0,0,0,0,0,18.0,1.0,40.0,2016,MIS4_to_MIS8,pennsylvania,0,2015-2016,1,0,0,0,retention
406102348710089,8,1.0,7,4,2,401,4011,1,1,17,16980,0,1.0,1.0,2.0,7,2,59,,2,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,2.0,0.0,2,,,,,,,,,,,14175.0614,3487.743,0,0,,,0,0,9291,1,,,,,,,3563.7921,8470.0,230.0,-1,,,,,,,276333.0,2015,667,664,0,0,0,0,0,,1.0,43.0,2015,1.0,7,8,2,401,4011,1,17,16980,0,1.0,1.0,2.0,7,2,61,,2,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13962.5134,3453.6799,0,0,,,0,0,22819,1,,,,,,,3469.9914,,,-1,,,,,,,273870.0,2016,679,664,0,0,0,0,0,,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,1,0,0,retention
7101126710418,8,1.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,3,42,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,4.0,15.0,,,4.0,,,4.0,3.0,0.0,1,1.0,2.0,1.0,800.0,180.0,1.0,,2.0,,,13246.6478,3366.6745,5,2,1.0,1.0,0,42,68470,2,,,,,,,3364.2289,7860.0,4600.0,-1,,,,,,,276463.0,2015,667,664,1,1,0,0,1,,15.0,40.0,2015,1.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,3,43,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,8.0,8.0,,,8.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,673.0,2.0,2.0,2.0,,,13940.4671,3550.8043,2,2,1.0,,0,42,22811,2,,,,,,,3520.5787,7860.0,4600.0,-1,,,,,,,273998.0,2016,679,664,0,1,0,0,1,,15.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,1,0,1,retention
10715603091986,8,1.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,3,52,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,2403.0,1.0,,2.0,,,12713.0815,3238.1398,0,0,1.0,,0,42,46335,2,,,,,,,3198.2474,7860.0,230.0,-1,,,,,,,276506.0,2015,667,664,0,0,0,0,0,,1.0,40.0,2015,2.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,3,53,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,1.0,2.0,,,12796.5621,3158.2735,0,0,0.0,,0,0,4781,2,,,,,,,3160.1584,7860.0,230.0,-1,,,,,,,274041.0,2016,679,664,0,0,0,0,0,,1.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
109630919099712,8,1.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,1,45,2.0,1,44,1,7.0,1,1,1,1,2,364,364,364,5,0,17,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1460.46,1.0,,2.0,,,13087.5142,3352.5453,3,2,0.0,,0,0,46416,1,,,,,,,3363.6879,7860.0,2320.0,-1,,,,,,,276588.0,2015,667,664,0,0,1,0,0,,8.0,40.0,2015,2.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,1,46,2.0,1,44,1,7.0,1,1,1,2,364,364,364,5,0,17,2.0,2.0,4.0,50.0,,,,,,,,5.0,2.0,0.0,1,2.0,2.0,2.0,,1730.0,1.0,,2.0,,,13568.0088,3463.9436,10,2,1.0,,0,0,36277,1,,,,,,,3446.5385,7860.0,2310.0,-1,,,,,,,274118.0,2016,679,664,0,0,1,1,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
109630919099712,8,1.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,3,42,1.0,2,44,1,7.0,2,1,2,1,2,364,364,364,4,0,17,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1637.59,1.0,,2.0,,,13537.1994,3444.8541,3,2,0.0,,0,0,46416,2,,,,,,,3438.0198,7860.0,2310.0,-1,,,,,,,276589.0,2015,667,664,0,0,1,0,0,,8.0,40.0,2015,2.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,3,43,1.0,2,44,1,7.0,1,2,1,2,364,364,364,4,0,17,1.0,2.0,4.0,50.0,,,,,,,,5.0,2.0,0.0,1,2.0,2.0,2.0,,1923.0,1.0,,2.0,,,13626.5149,3516.1704,10,2,1.0,,0,0,36277,2,,,,,,,3441.292,7860.0,2310.0,-1,,,,,,,274119.0,2016,679,664,0,0,1,1,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
175171070009865,8,1.0,1,4,2,401,4011,1,1,17,16980,97,2.0,1.0,,7,3,45,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1442.3,1.0,,2.0,,,12423.8166,3135.7472,8,3,0.0,,0,0,46442,2,,,,,,,3125.4766,7860.0,2310.0,-1,,,,,,,276631.0,2015,667,664,0,1,1,0,1,,8.0,40.0,2015,1.0,1,8,2,401,4011,1,17,16980,97,2.0,1.0,,7,3,46,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1634.61,1.0,,2.0,,,12816.9173,3220.591,8,3,0.0,,0,0,36288,2,,,,,,,3165.1852,7860.0,2310.0,-1,,,,,,,274183.0,2016,679,664,0,1,1,0,1,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
191231070021320,8,1.0,1,4,2,401,4011,1,1,17,41180,119,2.0,1.0,,6,1,40,2.0,2,45,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1538.46,2.0,2.0,2.0,,,13246.6478,3366.6745,8,2,0.0,,0,0,5102,1,,,,,,,3364.2289,7860.0,230.0,-1,,,,,,,276648.0,2015,667,664,0,1,1,0,1,18.0,1.0,40.0,2015,1.0,1,8,2,401,4011,1,17,41180,119,2.0,1.0,,6,1,41,2.0,2,45,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1500.0,2.0,2.0,2.0,,,13940.4671,3550.8043,8,2,0.0,,0,0,4827,1,,,,,,,3520.5787,7860.0,230.0,-1,,,,,,,274206.0,2016,679,664,0,1,1,0,1,18.0,1.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
571486130804458,8,1.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,1,59,2.0,1,38,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,11.0,,,,1.0,2.0,0.0,2,,,,,,,,,,,13760.6416,3321.8014,0,0,,,0,0,45025,1,,,,,,,3251.2751,770.0,9130.0,-1,,,,,,,276740.0,2015,667,664,0,0,0,0,0,12.0,22.0,4.0,2015,1.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,1,60,2.0,1,38,1,,1,1,1,2,57,57,57,1,0,0,1.0,3.0,,,,,15.0,,,15.0,1.0,11.0,2.0,0.0,2,,,,,,,,,,,11982.2672,3092.6448,0,0,,,0,0,22542,1,,,,,,,2975.4845,770.0,6730.0,-1,,,,,,,274310.0,2016,679,664,0,0,0,0,0,12.0,19.0,4.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
710508351299157,8,1.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,1,45,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,865.0,1.0,,2.0,,,12423.8166,3135.7472,4,1,1.0,,0,0,5064,1,,,,,,,3125.4766,7860.0,2310.0,-1,,,,,,,276802.0,2015,667,664,0,0,0,1,0,,8.0,40.0,2015,2.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,1,46,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,3.0,2.0,4.0,55.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,1.0,2.0,2.0,12816.9173,3220.591,4,1,0.0,,0,0,4783,1,,,,,,,3165.1852,7860.0,2310.0,-1,,,,,,,274362.0,2016,679,664,0,0,0,1,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
722090332111001,8,2.0,1,4,2,401,4011,1,1,17,41180,119,2.0,1.0,,6,1,41,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,2.0,4.0,48.0,,,,,,,,5.0,3.0,0.0,1,2.0,,1.0,3400.0,1632.0,1.0,,2.0,,,12277.8867,3133.1674,3,2,0.0,0.0,0,0,35045,1,,,,,,,3120.0453,9470.0,3740.0,3400,,,,,,,276811.0,2015,667,664,0,0,1,0,0,,12.0,51.0,2015,2.0,1,8,2,401,4011,1,17,41180,119,2.0,1.0,,6,1,42,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,48.0,,53.0,,,,,,2.0,2.0,0.0,1,1.0,1.0,1.0,3000.0,1500.0,1.0,,2.0,,,12978.0268,3315.9144,3,2,0.0,0.0,0,0,19330,1,,,,,,,3299.5448,9470.0,3740.0,3400,,,,,,,274371.0,2016,679,664,0,0,1,0,0,,12.0,51.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
722090332111001,8,2.0,1,4,2,401,4011,1,1,17,41180,119,2.0,1.0,,6,3,36,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,2.0,4.0,35.0,,,,,,,,5.0,2.0,0.0,1,2.0,2.0,2.0,,807.69,1.0,,2.0,,,11597.9555,2895.3774,3,2,0.0,,0,0,35045,2,,,,,,,2945.5133,7860.0,2010.0,-1,,,,,,,276812.0,2015,667,664,0,0,1,0,0,,6.0,40.0,2015,2.0,1,8,2,401,4011,1,17,41180,119,2.0,1.0,,6,3,37,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,36.0,4.0,20.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,826.92,2.0,1.0,2.0,,,12185.4381,3095.6028,3,2,0.0,,0,0,19330,2,,,,,,,3077.357,7860.0,2010.0,-1,,,,,,,274372.0,2016,679,664,0,0,1,0,0,,6.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
917287301470107,8,2.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,1,50,2.0,1,44,1,1.0,1,1,1,1,2,303,303,303,4,0,11,2.0,2.0,4.0,50.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,2038.46,1.0,,2.0,,,10881.6236,2813.1586,4,1,0.0,,0,0,37088,1,,,,,,,2796.7408,7860.0,2320.0,-1,,,,,,,276911.0,2015,667,664,0,0,0,1,0,,8.0,40.0,2015,2.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,1,51,2.0,1,44,1,1.0,1,1,1,2,303,303,303,4,0,11,2.0,1.0,,50.0,4.0,10.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1730.76,1.0,,2.0,,,12449.5384,3173.318,4,1,0.0,,0,0,8595,1,,,,,,,3162.4252,7860.0,2320.0,-1,,,,,,,274479.0,2016,679,664,0,0,0,1,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
917287301470107,8,2.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,3,51,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,2173.07,1.0,,2.0,,,12713.0815,3238.1398,4,1,0.0,,0,0,37088,2,,,,,,,3198.2474,7860.0,2320.0,-1,,,,,,,276912.0,2015,667,664,0,0,0,1,0,,8.0,40.0,2015,2.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,3,52,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,4.0,10.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,2192.3,1.0,,2.0,,,12796.5621,3158.2735,4,1,0.0,,0,0,8595,2,,,,,,,3160.1584,7860.0,2320.0,-1,,,,,,,274480.0,2016,679,664,0,0,0,1,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
971319190602909,8,2.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,1,54,2.0,2,43,1,2.0,1,1,1,1,2,73,73,73,2,0,15,3.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,923.07,2.0,2.0,2.0,,,14396.825,3534.1671,0,0,0.0,,0,0,64376,1,,,,,,,3621.8291,9480.0,430.0,-1,,,,,,,276915.0,2015,667,664,0,0,0,0,0,,1.0,51.0,2015,1.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,1,55,2.0,2,43,1,2.0,1,1,1,2,73,73,73,2,0,15,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1115.38,2.0,2.0,,,,12814.6032,3300.7191,0,0,0.0,,0,0,46376,1,,,,,,,3219.1672,9480.0,430.0,-1,,,,,,,274489.0,2016,679,664,0,0,0,0,0,,1.0,51.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
971319190602909,8,2.0,1,4,2,401,4011,1,1,17,16980,0,2.0,1.0,,7,3,56,1.0,1,44,1,2.0,2,1,2,1,2,57,73,73,1,0,0,1.0,1.0,,40.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1576.92,1.0,,,,,12402.8443,3025.4539,0,0,0.0,,0,0,64376,2,,,,,,,3062.3634,7860.0,2310.0,2720,3.0,,,,,,276916.0,2015,667,664,0,0,0,0,0,,8.0,40.0,2015,1.0,1,8,2,401,4011,1,17,16980,0,2.0,1.0,,7,3,57,1.0,1,44,1,2.0,1,2,1,2,57,73,73,1,0,0,2.0,4.0,,,,,,,,12.0,4.0,11.0,3.0,0.0,2,,,,,,,,,,,12239.1894,2927.0472,0,0,,,0,0,46376,2,,,,,,,3039.2845,7860.0,2310.0,-1,3.0,,,,,,274490.0,2016,679,664,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
28027280103061,8,2.0,1,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,1,34,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,3.0,,,,,11.0,,,11.0,1.0,11.0,2.0,0.0,2,,,,,,,,2.0,,,13273.2506,3133.8507,2,1,,,0,0,46460,1,,,,,,,3064.7307,7860.0,2330.0,-1,,,,,,,276927.0,2015,667,664,0,1,0,0,1,,8.0,40.0,2015,1.0,1,8,2,401,4011,1,17,0,0,3.0,2.0,,0,1,35,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,2.0,,,12632.8744,3209.27,2,1,0.0,,0,0,22774,1,,,,,,,3190.3542,7860.0,2330.0,-1,,,,,,,274496.0,2016,679,664,0,1,0,0,1,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
102201070028638,8,2.0,1,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,3,57,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,78.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1500.0,2.0,2.0,,,,13320.4495,3520.7888,0,0,0.0,,0,0,9250,2,,,3.0,,,,3475.7606,9570.0,430.0,-1,,,,,,,276936.0,2015,667,664,0,0,0,0,0,14.0,1.0,51.0,2015,2.0,1,8,2,401,4011,1,17,0,0,3.0,2.0,,0,3,59,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,52.0,,46.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1644.23,2.0,2.0,,,,12274.764,3132.7767,0,0,0.0,,0,0,8660,2,,,3.0,,,,3083.5537,6180.0,430.0,-1,,,,,,,274511.0,2016,679,664,0,0,0,0,0,14.0,1.0,23.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
119501070033066,8,1.0,1,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,1,45,2.0,1,41,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,2.0,,,12370.1504,3179.1432,10,2,0.0,,0,0,60388,1,,,3.0,,,,3179.3146,9380.0,120.0,-1,,,,,,,276945.0,2015,667,664,0,0,1,1,0,14.0,1.0,51.0,2015,1.0,1,8,2,401,4011,1,17,0,0,3.0,2.0,,0,1,47,2.0,1,41,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,60.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,2.0,2.0,2.0,,,12060.9606,3094.0244,10,2,0.0,,0,0,68787,1,,,3.0,,,,3063.7189,9380.0,120.0,-1,,,,,,,274521.0,2016,679,664,0,0,1,1,0,14.0,1.0,51.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
119501070033066,8,1.0,1,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,3,47,1.0,2,41,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,692.3,2.0,2.0,2.0,,,13268.6201,3348.974,10,2,0.0,,0,0,60388,2,,,3.0,,,,3338.005,9480.0,3255.0,-1,,,,,,,276946.0,2015,667,664,0,0,1,1,0,14.0,10.0,51.0,2015,1.0,1,8,2,401,4011,1,17,0,0,3.0,2.0,,0,3,48,1.0,2,41,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,692.3,2.0,2.0,2.0,,,13287.5408,3338.8477,10,2,0.0,,0,0,68787,2,,,3.0,,,,3281.4074,9480.0,3255.0,-1,,,,,,,274522.0,2016,679,664,0,0,1,1,0,14.0,10.0,51.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
147141070090632,8,2.0,1,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,1,65,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,2.0,0.0,2,,,,,,,,,,,13765.6593,3371.7634,0,0,,,0,0,46298,1,,,,,,,3394.055,9570.0,5700.0,-1,,,,,,,276949.0,2015,667,664,0,0,0,0,0,,17.0,51.0,2015,2.0,1,8,2,401,4011,1,17,0,0,3.0,2.0,,0,1,66,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11922.1108,2919.8745,0,0,,,0,0,8465,1,,,,,,,2964.1979,,,-1,,,,,,,274525.0,2016,679,664,0,0,0,0,0,,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,1,0,0,retention
147141070090632,8,2.0,1,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,3,60,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,830.76,1.0,,,,,15216.2417,3791.0963,0,0,0.0,,0,0,46298,2,,,,,,,3786.1698,7860.0,2000.0,-1,,,,,,,276950.0,2015,667,664,0,0,0,0,0,,6.0,40.0,2015,2.0,1,8,2,401,4011,1,17,0,0,3.0,2.0,,0,3,61,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,2.0,0.0,2,,,,,,,,,,,13979.7545,3457.9446,0,0,,,0,0,8465,2,,,,,,,3474.2762,7860.0,2000.0,-1,,,,,,,274526.0,2016,679,664,0,0,0,0,0,,6.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
621270008010823,8,1.0,1,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,1,49,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,4.0,28.0,,,4.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,2.0,,,13268.6201,3348.974,0,0,0.0,,0,0,35046,1,,,,,,,3338.005,9380.0,800.0,-1,,,,,,,276966.0,2015,667,664,0,0,0,0,0,,2.0,51.0,2015,2.0,1,8,2,401,4011,1,17,0,0,3.0,2.0,,0,1,50,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,36.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,2500.0,807.69,2.0,2.0,2.0,,,13266.4381,3274.2419,0,0,0.0,1.0,0,0,57230,1,,,,,,,3276.196,6970.0,800.0,-1,,,,,,,274540.0,2016,679,664,0,0,0,0,0,,2.0,32.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
967023401170104,8,1.0,4,4,2,401,4011,1,1,17,0,0,3.0,2.0,,0,4,21,,1,39,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,11.0,,,,1.0,2.0,0.0,2,,,,,,,,2.0,,,15067.3858,3891.1788,0,0,,,0,0,64307,2,1.0,,,,,,4063.4225,7860.0,4220.0,-1,,,,,1.0,,276987.0,2015,667,664,0,0,0,0,0,12.0,14.0,40.0,2015,1.0,4,8,2,401,4011,1,17,0,0,3.0,2.0,,0,4,22,,1,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,8.0,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,18946.1601,4173.6746,0,0,,,0,0,8466,2,1.0,,,,,,4483.5724,,,-1,,,,,1.0,,274570.0,2016,679,664,0,0,0,0,0,12.0,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,1,0,0,retention
