hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2011_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,race21_t1,race26_t1,occ2012_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
994096883329090,8,1.0,6,4,2,8900,89001,1,1,21,36,15380,0,1.0,1.0,,5,2,27,,1,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,,,,12174.6694,3059.4585,0,0,1.0,,0,0,14106,1,,,,,,2.0,3001.2351,7870.0,2200.0,-1,,,,,,,288489.0,2011,619,616,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,6,8,2,8900,89001,1,21,36,15380,0,1.0,1.0,,5,2,28,,1,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,60.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,432.69,1.0,,,,,11583.3679,2916.6274,0,0,0.0,,0,0,14780,1,,,,,,2.0,2889.186,7460.0,,-1,,,,,,,287718.0,2012,631,616,0,0,0,0,0,18.0,,1.0,1965.0,5.0,36.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,1,0,1,retention
243260968990,8,1.0,7,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,2,38,,2,44,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,2.0,4.0,50.0,,,,,,,,5.0,2.0,0.0,1,2.0,2.0,2.0,,1942.3,1.0,,,,,17328.4228,4110.0479,0,0,0.0,,0,0,5723,1,,,,,,3.0,4075.8729,7860.0,2310.0,-1,,,,,,,288491.0,2011,619,616,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,7,8,2,8900,89001,1,21,36,35620,119,2.0,1.0,,7,2,39,,2,44,2,,0,0,7,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,961.0,1.0,,,,,18504.8356,4684.6516,0,0,1.0,,0,0,62666,1,,,,,,3.0,4752.4506,7860.0,,-1,,,,,,,287720.0,2012,631,616,0,0,0,0,0,18.0,,2.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
2900903291916,8,2.0,1,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,1,29,2.0,1,39,2,,1,1,1,1,2,555,555,555,4,0,11,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1400.0,560.0,1.0,,,,,26233.9403,6277.9516,5,2,1.0,1.0,0,42,49074,1,1.0,,,,,,6516.0347,9470.0,8310.0,-1,,,,,,,288495.0,2011,619,616,1,1,0,0,1,12.0,21.0,51.0,2011,5.0,1,8,2,8900,89001,1,21,36,35620,59,2.0,1.0,,7,1,30,2.0,1,41,2,,1,1,1,2,555,555,555,4,0,10,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1100.0,440.0,1.0,,,,,19076.0836,4741.8362,2,2,1.0,1.0,0,42,60397,1,,,3.0,,,,4743.1612,9470.0,,-1,,,,,,,287727.0,2012,631,616,0,1,0,0,1,14.0,,2.0,3600.0,11.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
110363096932259,8,2.0,3,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,8,44,,1,40,1,,3,1,4,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2045.0,818.0,1.0,,,,,11766.3069,2938.7583,0,0,1.0,1.0,0,42,50819,3,,,1.0,,,,2893.2565,770.0,6200.0,-1,,,,,,,288591.0,2011,619,616,0,0,0,0,0,12.0,19.0,4.0,2011,1.0,3,8,2,8900,89001,1,21,36,35620,59,2.0,1.0,,7,8,45,,1,39,1,,1,4,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2100.0,840.0,1.0,,,,,14103.6581,3467.445,0,0,1.0,1.0,0,42,51602,3,1.0,,,,,,3482.8302,770.0,,-1,,,,,,,287840.0,2012,631,616,0,0,0,0,0,12.0,,1.0,6730.0,19.0,4.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
393952201006629,8,2.0,1,4,2,8900,89001,1,1,21,36,10580,0,2.0,1.0,,4,1,52,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1711.53,2.0,2.0,,,,10682.6704,2757.3476,0,0,0.0,,0,0,5691,1,1.0,,,,,,2713.3038,9380.0,120.0,-1,,,,,,,288724.0,2011,619,616,0,0,0,0,0,12.0,1.0,51.0,2011,3.0,1,8,2,8900,89001,1,21,36,10580,0,2.0,1.0,,4,1,53,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,865.0,1.0,,,,,11001.1489,2740.2268,0,0,1.0,,0,0,62639,1,1.0,,,,,,2751.1944,9380.0,,-1,,,,,,,287952.0,2012,631,616,0,0,0,0,0,12.0,,1.0,950.0,2.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
397912406052679,8,1.0,1,4,2,8900,89001,1,1,21,36,40380,69,2.0,1.0,,5,3,42,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,13154.9544,3291.3852,3,2,,,0,0,40502,2,,,,,,2.0,3319.2391,7860.0,2540.0,-1,,,,,,,288749.0,2011,619,616,0,0,1,0,0,18.0,8.0,40.0,2011,2.0,1,8,2,8900,89001,1,21,36,40380,69,2.0,1.0,,5,3,43,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,2.0,4.0,32.0,,,,,,,,10.0,3.0,0.0,1,2.0,,1.0,900.0,288.0,2.0,2.0,,,,11473.1154,2849.4456,3,2,0.0,0.0,0,0,33432,2,,,,,,2.0,2855.4323,7860.0,,-1,,,,,,,287975.0,2012,631,616,0,0,1,0,0,18.0,,1.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
506209320269306,8,1.0,1,4,2,8900,89001,1,1,21,36,15380,0,2.0,1.0,,5,1,41,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2200.0,880.0,1.0,,,,,11554.2575,2885.7967,3,2,0.0,0.0,0,0,14104,1,,,,2.0,,,2841.1149,9470.0,3800.0,-1,,,,,,,288798.0,2011,619,616,0,0,1,0,0,16.0,12.0,51.0,2011,2.0,1,8,2,8900,89001,1,21,36,15380,0,2.0,1.0,,5,1,42,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,807.69,1.0,,,,,11195.6367,2752.8454,3,2,0.0,,0,0,30217,1,,,,2.0,,,2758.7324,9470.0,,-1,,,,,,,288024.0,2012,631,616,0,0,1,0,0,16.0,,1.0,3800.0,12.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
506209320269306,8,1.0,1,4,2,8900,89001,1,1,21,36,15380,0,2.0,1.0,,5,3,40,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,3000.0,1200.0,1.0,,,,,12947.0265,3291.3852,3,2,0.0,0.0,0,0,14104,2,,,,2.0,,,3269.6526,770.0,1360.0,-1,,,,,,,288799.0,2011,619,616,0,0,1,0,0,16.0,4.0,4.0,2011,2.0,1,8,2,8900,89001,1,21,36,15380,0,2.0,1.0,,5,3,41,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1384.61,1.0,,,,,11473.1154,2849.4456,3,2,0.0,,0,0,30217,2,,,,2.0,,,2855.4323,770.0,,-1,,,,,,,288025.0,2012,631,616,0,0,1,0,0,16.0,,1.0,1360.0,4.0,4.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
525395279600982,8,1.0,1,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,3,58,1.0,2,41,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,11481.8452,2937.4549,0,0,0.0,,0,0,14574,2,,,3.0,,,,2886.0771,9370.0,5700.0,-1,,,,,,,288811.0,2011,619,616,0,0,0,0,0,14.0,17.0,51.0,2011,3.0,1,8,2,8900,89001,1,21,36,35620,119,2.0,1.0,,7,3,59,1.0,2,41,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,4.0,25.0,,,4.0,,,4.0,3.0,0.0,1,2.0,,1.0,1730.0,605.5,1.0,,,,,13239.1236,3273.8502,0,0,1.0,1.0,22,42,70949,2,,,3.0,,,,3267.6559,9370.0,,-1,,,,,,,288036.0,2012,631,616,0,0,0,0,0,14.0,,1.0,5700.0,17.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
639630915120923,8,1.0,1,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,4,22,,2,43,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,1.0,,2.0,,,13938.9077,3565.0693,0,0,0.0,,0,0,18253,4,,,,1.0,1.0,,3514.7348,7860.0,2320.0,-1,,,,,1.0,1.0,288865.0,2011,619,616,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,21,36,35620,59,2.0,1.0,,7,4,23,,2,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,730.0,1.0,,2.0,,,12845.547,3217.1642,0,0,1.0,,0,0,33427,4,,,,1.0,1.0,,3146.9082,7860.0,,-1,,,,,1.0,1.0,288093.0,2012,631,616,0,0,0,0,0,18.0,,1.0,2320.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
659640600030923,8,1.0,1,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,1,35,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,2826.92,1.0,,,,,11488.4199,2847.2854,0,0,0.0,,0,0,14288,1,,,3.0,,,,2824.9259,9470.0,3710.0,-1,,,,,,,288871.0,2011,619,616,0,0,0,0,0,14.0,12.0,51.0,2011,1.0,1,8,2,8900,89001,1,21,36,35620,59,2.0,1.0,,7,1,36,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,1850.0,2826.92,1.0,,,,,12339.9917,3010.9868,0,0,0.0,1.0,0,0,41761,1,,,3.0,,,,3040.7145,9470.0,,-1,,,,,,,288101.0,2012,631,616,0,0,0,0,0,14.0,,1.0,3710.0,12.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
659640600030923,8,1.0,1,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,3,34,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,,,,13309.5231,3279.8992,0,0,0.0,,0,0,14288,2,,,,,,2.0,3257.6101,7860.0,2310.0,-1,,,,,,,288872.0,2011,619,616,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,21,36,35620,59,2.0,1.0,,7,3,35,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,4.0,1.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1423.07,1.0,,,,,12029.6734,2993.8701,0,0,0.0,,0,0,41761,2,,,,,,2.0,2993.9486,7860.0,,-1,,,,,,,288102.0,2012,631,616,0,0,0,0,0,18.0,,1.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
696809020209304,8,1.0,7,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,2,60,,2,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1615.38,1.0,,,,,10794.7261,2870.3394,0,0,0.0,,0,0,5724,1,,,,,,3.0,2799.802,7860.0,2000.0,-1,,,,,,,288920.0,2011,619,616,0,0,0,0,0,18.0,6.0,40.0,2011,1.0,7,8,2,8900,89001,1,21,36,35620,119,2.0,1.0,,7,2,61,,2,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,5.0,,,,,,11.0,,,,1.0,3.0,0.0,2,,,,,,,,,,,11145.5839,2828.844,0,0,,,0,0,5689,1,,,,,,3.0,2781.3249,7860.0,,-1,,,,,,,288154.0,2012,631,616,0,0,0,0,0,18.0,,1.0,2000.0,6.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
826659220079304,8,1.0,1,4,2,8900,89001,1,1,21,36,10580,0,2.0,1.0,,4,3,61,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,32.0,,32.0,,,23.0,,,7.0,2.0,0.0,1,2.0,1.0,1.0,2000.0,475.0,1.0,,,,,10600.1862,2818.6109,0,0,0.0,1.0,0,0,5680,2,,,,1.0,2.0,,2749.3446,7860.0,2540.0,-1,,,,,,,288965.0,2011,619,616,0,0,0,0,0,17.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,21,36,10580,0,2.0,1.0,,4,3,62,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,2.0,4.0,30.0,,,,,,,,10.0,3.0,0.0,1,2.0,1.0,1.0,5600.0,576.0,1.0,,,,,9876.4616,2595.5804,0,0,1.0,1.0,0,0,19338,2,,,,1.0,1.0,,2631.3647,7860.0,,-1,,,,,,,288201.0,2012,631,616,0,0,0,0,0,18.0,,1.0,2540.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
992096813329390,8,1.0,4,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,4,30,3.0,1,40,1,,2,2,1,1,2,57,129,129,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,850.0,400.0,1.0,,,,,12816.9956,3199.3786,4,1,1.0,1.0,42,0,5728,2,,,1.0,,,,3159.578,9470.0,3740.0,-1,,,,,1.0,,289080.0,2011,619,616,0,0,0,1,0,12.0,12.0,51.0,2011,1.0,4,8,2,8900,89001,1,21,36,35620,119,2.0,1.0,,7,4,31,,1,40,1,,1,3,5,2,57,129,129,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,673.0,2.0,2.0,,,,10781.6008,2661.7264,0,0,1.0,,0,42,15206,2,,,2.0,,,,2689.2049,9470.0,,-1,,,,,1.0,,288333.0,2012,631,616,0,0,0,0,0,13.0,,1.0,3740.0,12.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
328395769600942,8,1.0,1,4,2,8900,89001,1,1,21,36,0,0,3.0,2.0,,0,1,62,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,47.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2549.0,1019.23,2.0,2.0,,,,13868.8317,3627.5393,0,0,0.0,0.0,0,0,5694,1,,,,2.0,,,3540.3001,9470.0,120.0,4760,4.0,,,,,,289124.0,2011,619,616,0,0,0,0,0,16.0,1.0,51.0,2011,1.0,1,8,2,8900,89001,1,21,36,0,0,3.0,2.0,,0,1,63,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1038.46,2.0,2.0,,,,13351.6598,3243.8473,0,0,0.0,,0,0,62645,1,,,,2.0,,,3241.2,9370.0,,-1,4.0,,,,,,288382.0,2012,631,616,0,0,0,0,0,16.0,,1.0,120.0,1.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
364992203062669,8,2.0,1,4,2,8900,89001,1,1,21,36,0,0,3.0,2.0,,0,3,39,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,13.0,3.0,,,13.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,923.07,1.0,,,,,12976.8862,3288.9773,0,0,0.0,,0,0,40512,2,,,,,,1.0,3277.1934,7860.0,2320.0,-1,,,,,,,289140.0,2011,619,616,0,0,0,0,0,17.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,21,36,0,0,3.0,2.0,,0,3,40,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,2.0,1.0,,,2.0,,,3.0,3.0,0.0,1,2.0,2.0,2.0,,1153.0,1.0,,,,,11513.2457,2859.4123,0,0,1.0,,0,0,49922,2,,,,,,1.0,2865.4199,7860.0,,-1,,,,,,,288398.0,2012,631,616,0,0,0,0,0,17.0,,1.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
424368419600955,8,1.0,1,4,2,8900,89001,1,1,21,36,0,0,3.0,2.0,,0,1,51,5.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,0.0,,,,,,,,10.0,3.0,0.0,1,2.0,2.0,2.0,,1900.0,1.0,,,,,13780.8451,3511.8715,0,0,0.0,,0,0,5623,1,,,,,,3.0,3478.2652,7860.0,2320.0,-1,,,,,,,289171.0,2011,619,616,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,21,36,0,0,3.0,2.0,,0,1,52,5.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,30.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1500.0,1.0,,,,,13253.4124,3241.2427,0,0,1.0,,0,0,19302,1,,,,,,3.0,3272.8661,7860.0,,205,,,,,,,288424.0,2012,631,616,0,0,0,0,0,18.0,,1.0,2320.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
424368419600955,8,1.0,1,4,2,8900,89001,1,1,21,36,0,0,3.0,2.0,,0,3,50,1.0,2,44,1,,5,1,2,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,11473.1379,2787.1646,0,0,,,0,0,5623,5,,,,,,3.0,2894.8856,7860.0,2320.0,-1,,,,,,,289172.0,2011,619,616,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,21,36,0,0,3.0,2.0,,0,3,51,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1625.0,1.0,,,,,11039.6284,2749.8115,0,0,0.0,,0,0,19302,5,,,,,,3.0,2760.8175,7860.0,,-1,,,,,,,288425.0,2012,631,616,0,0,0,0,0,18.0,,1.0,2320.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
902901453995316,8,2.0,1,4,2,8900,89001,1,1,21,36,0,13,3.0,2.0,,0,1,62,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1500.0,600.0,2.0,2.0,,,,13868.8317,3627.5393,0,0,1.0,1.0,0,0,40306,1,,,2.0,,,,3540.3001,9370.0,3710.0,-1,,,,,,,289217.0,2011,619,616,0,0,0,0,0,13.0,12.0,51.0,2011,2.0,1,8,2,8900,89001,1,21,36,0,13,3.0,2.0,,0,1,62,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,5.0,16.0,,,5.0,,,4.0,3.0,0.0,1,2.0,,1.0,850.0,340.0,2.0,2.0,,,,13103.618,3183.5844,0,0,0.0,0.0,0,0,56702,1,,,2.0,,,,3180.9863,9470.0,,-1,,,,,,,288476.0,2012,631,616,0,0,0,0,0,13.0,,1.0,3710.0,12.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
824391669600945,8,1.0,7,4,2,8900,89001,1,1,21,36,13780,0,,1.0,,3,2,32,,2,41,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,557.69,1.0,,,,,13069.6622,3220.7897,0,0,0.0,,0,0,1653,1,,,3.0,,,,3198.9023,8270.0,3600.0,-1,,,,,,,289341.0,2011,619,616,0,0,0,0,0,14.0,11.0,42.0,2011,2.0,7,8,2,8900,89001,1,21,36,13780,0,,1.0,,3,2,33,,2,41,1,,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,55.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,1550.0,800.0,1.0,,,,,11613.3505,2962.3937,0,0,1.0,1.0,0,0,49781,1,,,1.0,,,,2970.718,8270.0,,3600,,,,,,,288592.0,2012,631,616,0,0,0,0,0,12.0,,1.0,4510.0,15.0,42.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
259070856570924,8,1.0,4,4,2,8900,89001,1,1,23,42,37980,101,1.0,1.0,,7,1,49,,2,40,2,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1030.0,391.4,1.0,,,,,13080.7347,3159.4235,4,1,1.0,1.0,0,42,49647,1,,,4.0,,,,3206.4805,9480.0,5700.0,-1,,,,,,,292574.0,2011,619,616,0,0,0,1,0,15.0,17.0,51.0,2011,1.0,4,8,2,8900,89001,1,23,42,37980,101,1.0,1.0,,7,1,50,,2,40,2,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1992.0,796.8,1.0,,,,,13129.5481,3021.4222,4,1,1.0,1.0,43,42,71182,1,,,2.0,,,,2981.3314,9480.0,,-1,,,,,,,291904.0,2012,631,616,0,0,0,1,0,13.0,,2.0,5700.0,17.0,51.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
492922604074249,8,1.0,1,4,2,8900,89001,1,1,23,42,42540,0,1.0,1.0,,4,1,47,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,25.0,,25.0,,,22.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,925.0,350.0,2.0,2.0,,,,12683.3535,3220.1021,4,1,0.0,0.0,0,0,2558,1,1.0,,,,,,3221.4596,7860.0,4020.0,-1,,,,,,,292612.0,2011,619,616,0,0,0,1,0,12.0,13.0,40.0,2011,1.0,1,8,2,8900,89001,1,23,42,42540,0,1.0,1.0,,4,1,48,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,3.0,,,,,11.0,,,11.0,1.0,12.0,3.0,0.0,2,,,,,,,,,,,11687.4059,2935.7407,4,1,,,0,0,31319,1,1.0,,,,,,2905.4177,7860.0,,-1,,,,,,,291943.0,2012,631,616,0,0,0,1,0,12.0,,1.0,4130.0,13.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
