hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2011_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,race21_t1,race26_t1,occ2012_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
810961095433479,1,1.0,1,4,2,8800,88001,1,1,21,36,0,13,3.0,2.0,,0,1,58,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,8.0,,,,,,,,10.0,2.0,0.0,1,2.0,2.0,2.0,,80.76,1.0,,,,,11951.7955,2900.22,0,0,0.0,,0,0,11707,1,,,,,,2.0,2944.8488,7860.0,230.0,-1,,,,,,,24962.0,2011,612,609,0,0,0,0,0,18.0,1.0,40.0,2011,1.0,1,8,2,8800,88001,1,21,36,0,13,3.0,2.0,,0,1,59,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,-4.0,,,,,,,,10.0,2.0,0.0,1,2.0,2.0,2.0,,1400.0,1.0,,,,,11286.6634,2725.6731,0,0,0.0,,0,0,14322,1,,,,,,2.0,2770.6029,7870.0,230.0,-1,,,,,,,24595.0,2012,624,609,0,0,0,0,0,18.0,1.0,,,1.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
830962092933799,1,1.0,6,4,2,8800,88001,1,1,21,36,0,0,3.0,2.0,,0,14,51,,2,39,1,,2,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1384.0,1.0,,,,,11807.9069,2945.5835,0,0,1.0,,0,0,44764,2,2.0,7.0,,,,,3025.0622,7860.0,2540.0,-1,,,,,,,24966.0,2011,612,609,0,0,0,0,0,11.0,8.0,40.0,2011,2.0,6,8,2,8800,88001,1,21,36,0,0,3.0,2.0,,0,14,52,,2,39,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,37.0,10.0,30.0,,,10.0,,,4.0,3.0,0.0,1,2.0,,1.0,2000.0,740.0,1.0,,,,,11759.4741,2861.5675,0,0,1.0,1.0,0,42,5535,2,2.0,7.0,,,,,2898.8734,7860.0,2540.0,-1,,,,,,,24599.0,2012,624,609,0,0,0,0,0,11.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
870964097833029,1,1.0,1,4,2,8800,88001,1,1,21,36,0,0,3.0,2.0,,0,1,34,2.0,1,44,1,,1,1,1,1,2,57,57,138,1,0,0,1.0,1.0,,35.0,,37.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1935.0,677.25,1.0,,,,,13784.2666,3420.426,3,1,0.0,0.0,0,0,4493,1,,,,,,3.0,3461.6432,8370.0,2010.0,-1,,,,,,,24973.0,2011,612,609,0,0,1,0,0,18.0,6.0,43.0,2011,1.0,1,8,2,8800,88001,1,21,36,0,0,3.0,2.0,,0,1,34,2.0,1,43,1,,1,1,1,2,57,57,138,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,2.0,0.0,1,1.0,1.0,1.0,1928.0,646.15,1.0,,,,,11338.9731,2808.2593,3,1,0.0,0.0,0,0,32716,1,,,,1.0,1.0,,2845.8828,9480.0,2010.0,-1,,,,,,,24610.0,2012,624,609,0,0,1,0,0,18.0,1.0,,,6.0,51.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
986079430279308,1,2.0,1,4,2,8800,88001,1,1,21,36,0,0,3.0,2.0,,0,1,54,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1721.15,2.0,2.0,,,,12680.9199,3076.7739,0,0,0.0,,0,0,15706,1,,,3.0,,,,3133.8112,7860.0,230.0,-1,,,,,,,25021.0,2011,612,609,0,0,0,0,0,14.0,1.0,40.0,2011,1.0,1,8,2,8800,88001,1,21,36,0,0,3.0,2.0,,0,1,55,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,11.0,,,,1.0,,,2,,,,,,,,,,,10140.4318,2872.0802,0,0,,,0,0,5518,1,,,3.0,,,,2721.3598,,,-1,,,,,,,24651.0,2012,624,609,0,0,0,0,0,14.0,1.0,,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,1,0,0,retention
986079430279308,1,2.0,1,4,2,8800,88001,1,1,21,36,0,0,3.0,2.0,,0,3,50,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1721.15,2.0,2.0,,,,11807.9069,2945.5835,0,0,0.0,,0,0,15706,2,,,,,,2.0,3025.0622,7860.0,230.0,-1,,,,,,,25022.0,2011,612,609,0,0,0,0,0,18.0,1.0,40.0,2011,1.0,1,8,2,8800,88001,1,21,36,0,0,3.0,2.0,,0,3,52,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,2.0,,,,11759.4741,2861.5675,0,0,0.0,,0,0,5518,2,,,,,,3.0,2898.8734,7860.0,230.0,-1,,,,,,,24652.0,2012,624,609,0,0,0,0,0,18.0,1.0,,,1.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
9663360992196,1,1.0,1,4,2,8800,88001,1,1,21,36,13780,0,,1.0,,3,3,53,1.0,2,39,1,,3,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,895.0,340.1,1.0,,,,,11289.4891,2816.2597,4,1,0.0,0.0,0,0,24702,3,1.0,,,,,,2892.249,7860.0,2540.0,-1,,,,,,,25045.0,2011,612,609,0,0,0,1,0,12.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,21,36,13780,0,,1.0,,3,3,54,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,5.0,24.0,,,5.0,,,4.0,3.0,0.0,1,2.0,,1.0,1200.0,480.0,1.0,,,,,11662.7978,2838.0421,0,0,0.0,0.0,0,0,5509,3,1.0,,,,,,2875.0413,7860.0,2540.0,-1,,,,,,,24687.0,2012,624,609,0,0,0,0,0,12.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
300960099333799,1,4.0,1,4,2,8800,88001,1,1,21,36,28740,111,,1.0,,2,1,49,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,72.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1400.0,560.0,1.0,,,,,13581.7513,3262.6088,0,0,0.0,0.0,0,0,44983,1,1.0,,,,,,3356.4319,8270.0,4230.0,4220,,,,,,,25063.0,2011,612,609,0,0,0,0,0,12.0,14.0,42.0,2011,2.0,1,8,2,8800,88001,1,21,36,28740,111,,1.0,,2,1,50,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,70.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2800.0,600.0,1.0,,,,,11990.1199,3045.8055,0,0,0.0,1.0,0,0,14797,1,1.0,,,,,,3046.172,8180.0,4230.0,5610,,,,,,,24705.0,2012,624,609,0,0,0,0,0,12.0,1.0,,,14.0,42.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
300960099333799,1,4.0,1,4,2,8800,88001,1,1,21,36,28740,111,,1.0,,2,3,44,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,16.0,,16.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,1100.0,176.0,1.0,,,,,15746.5291,3709.4549,0,0,0.0,0.0,0,0,44983,2,1.0,,,,,,3802.6424,8270.0,4230.0,-1,,,,,,,25064.0,2011,612,609,0,0,0,0,0,12.0,14.0,42.0,2011,2.0,1,8,2,8800,88001,1,21,36,28740,111,,1.0,,2,3,45,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,11559.8901,3074.6585,0,0,,,0,0,14797,2,1.0,,,,,,2939.1818,8270.0,3600.0,-1,,,,,5.0,1.0,24706.0,2012,624,609,0,0,0,0,0,12.0,1.0,,,11.0,42.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,1,0,0,0,retention
699640579720633,1,1.0,7,4,2,8800,88001,1,1,21,36,28740,111,,1.0,,2,2,61,,2,42,6,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,20.0,,12.0,,,19.0,,,7.0,3.0,0.0,1,2.0,,1.0,265.0,53.0,2.0,2.0,,,,10822.0763,2619.6337,0,0,0.0,0.0,0,0,1738,1,,,3.0,,,,2625.0253,8290.0,4600.0,-1,,,,,,,25106.0,2011,612,609,0,0,0,0,0,14.0,15.0,42.0,2011,1.0,7,8,2,8800,88001,1,21,36,28740,111,,1.0,,2,2,63,,2,42,6,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,25.0,,25.0,,,19.0,,,7.0,5.0,0.0,1,2.0,,1.0,265.0,66.25,2.0,2.0,,,,10214.1379,2376.6256,0,0,0.0,0.0,0,0,5608,1,,,3.0,,,,2386.0153,8290.0,4600.0,-1,,,,,,,24739.0,2012,624,609,0,0,0,0,0,14.0,6.0,,,15.0,42.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,1,0,1,retention
50134320992592,1,2.0,1,4,2,8800,88001,1,1,23,42,10900,0,1.0,1.0,,4,3,55,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,36.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1578.0,583.86,1.0,,,,,11747.416,2928.0188,0,0,0.0,0.0,0,0,25900,2,1.0,,,,,,2894.491,7860.0,2540.0,-1,,,,,,,28470.0,2011,612,609,0,0,0,0,0,12.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,23,42,10900,0,1.0,1.0,,4,3,56,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,5.0,28.0,,,5.0,,,4.0,4.0,0.0,1,2.0,,1.0,2825.0,988.75,2.0,2.0,,,,12098.9077,2946.0357,0,0,1.0,1.0,0,42,30417,2,1.0,,,,,,2969.9893,7860.0,2540.0,-1,,,,,,,28076.0,2012,624,609,0,0,0,0,0,12.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,0,1,0,1,retention
340209975069686,1,2.0,7,4,2,8800,88001,1,1,23,42,38300,3,1.0,1.0,,5,2,22,,2,43,5,,1,0,0,7,2,210,210,210,4,0,18,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,2.0,,,14081.2958,3468.4053,0,0,0.0,,0,0,37021,1,,,,1.0,2.0,,3328.2073,9570.0,1360.0,-1,,,,,,,28537.0,2011,612,609,0,0,0,0,0,17.0,4.0,51.0,2011,4.0,7,8,2,8800,88001,1,23,42,38300,3,1.0,1.0,,5,2,23,,2,43,5,,0,0,7,2,210,210,210,4,0,18,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,385.0,2.0,2.0,2.0,,,14495.5513,3550.3877,0,0,1.0,,0,42,15458,1,,,,1.0,2.0,,3564.9634,8870.0,2200.0,-1,,,,,,,28147.0,2012,624,609,0,0,0,0,0,17.0,5.0,,,8.0,47.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
724899073906697,1,1.0,1,4,2,8800,88001,1,1,23,42,37980,101,1.0,1.0,,7,1,36,2.0,1,44,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2000.0,800.0,1.0,,,,,13883.3583,3128.2528,2,1,1.0,1.0,0,42,53424,1,,,,,,2.0,3142.5663,7860.0,2320.0,-1,,,,,,,28588.0,2011,612,609,0,1,0,0,1,18.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,23,42,37980,101,1.0,1.0,,7,1,37,2.0,1,44,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1200.0,420.0,1.0,,,,,14477.7777,3415.037,2,1,1.0,1.0,0,42,2467,1,,,,,,2.0,3452.1992,7860.0,2320.0,-1,,,,,,,28191.0,2012,624,609,0,1,0,0,1,18.0,2.0,,,8.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,0,1,0,1,retention
917052926439900,1,1.0,1,4,2,8800,88001,1,1,23,42,21500,49,1.0,1.0,,3,3,55,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1211.53,1.0,,,,,11747.416,2928.0188,0,0,0.0,,0,0,45431,2,,,,,,2.0,2894.491,7860.0,2310.0,-1,,,,,,,28612.0,2011,612,609,0,0,0,0,0,18.0,8.0,40.0,2011,2.0,1,8,2,8800,88001,1,23,42,21500,49,1.0,1.0,,3,3,55,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1057.69,1.0,,,,,12098.9077,2946.0357,0,0,0.0,,0,0,2384,2,,,,,,2.0,2969.9893,7860.0,2310.0,-1,,,,,,,28215.0,2012,624,609,0,0,0,0,0,18.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,0,1,0,1,retention
952229530109403,1,3.0,3,4,2,8800,88001,1,1,23,42,10900,0,1.0,1.0,,4,6,54,3.0,1,42,1,,2,2,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,10.0,32.0,,,10.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,750.0,2.0,2.0,,,,12820.3722,3195.0612,0,0,0.0,,0,0,45445,2,,,4.0,,,,3168.2737,7860.0,2320.0,-1,,,,,,,28628.0,2011,612,609,0,0,0,0,0,15.0,8.0,40.0,2011,3.0,3,8,2,8800,88001,1,23,42,10900,0,1.0,1.0,,4,6,55,3.0,1,43,1,,2,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1211.0,2.0,2.0,,,,12815.9237,3093.3257,0,0,1.0,,0,42,41650,2,,,,2.0,,,3135.4502,7860.0,2320.0,-1,,,,,,,28231.0,2012,624,609,0,0,0,0,0,16.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,0,1,0,1,retention
55774320997093,1,2.0,1,4,2,8800,88001,1,1,23,42,38300,129,2.0,1.0,,5,3,55,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,807.69,1.0,,,,,10874.203,2710.3723,0,0,0.0,,0,0,37205,2,1.0,,,,,,2679.3367,9370.0,5140.0,-1,,,,,,,28670.0,2011,612,609,0,0,0,0,0,12.0,17.0,51.0,2011,2.0,1,8,2,8800,88001,1,23,42,38300,129,2.0,1.0,,5,3,56,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,3.0,1.0,,35.0,5.0,31.0,,,5.0,,,4.0,3.0,0.0,1,2.0,,1.0,1723.0,603.05,1.0,,,,,11801.4911,2873.616,0,0,1.0,1.0,0,0,30543,2,1.0,,,,,,2896.9807,9370.0,5700.0,-1,,,,,,,28264.0,2012,624,609,0,0,0,0,0,12.0,1.0,,,17.0,51.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
78614320998093,1,1.0,7,4,2,8800,88001,1,1,23,42,38300,19,2.0,1.0,,5,2,55,,2,46,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,60.0,13.0,30.0,,,13.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,992.0,1.0,,,,,10874.203,2710.3723,0,0,1.0,,0,0,25781,1,,,,,,,2679.3367,7870.0,2200.0,2340,,,,,,,28686.0,2011,612,609,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,7,8,2,8800,88001,1,23,42,38300,19,2.0,1.0,,5,2,56,,2,46,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,50.0,13.0,30.0,,,13.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,2000.0,1.0,,,,,11801.4911,2873.616,0,0,0.0,,0,0,2318,1,,,,,,,2896.9807,7870.0,2200.0,2760,,,,,,,28280.0,2012,624,609,0,0,0,0,0,18.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
95014320975593,1,1.0,4,4,2,8800,88001,1,1,23,42,37980,91,2.0,1.0,,7,1,47,,2,44,2,3.0,1,1,1,4,2,327,327,327,5,0,5,1.0,1.0,,43.0,,45.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1400.0,2.0,2.0,,,,11681.6916,3113.6901,0,0,0.0,,0,0,25922,1,,,,,,2.0,3024.257,9480.0,430.0,-1,,,,,,,28697.0,2011,612,609,0,0,0,0,0,18.0,1.0,51.0,2011,1.0,4,8,2,8800,88001,1,23,42,37980,91,2.0,1.0,,7,1,48,,2,44,2,3.0,1,1,4,2,327,327,327,5,0,5,1.0,1.0,,40.0,,44.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,769.0,2.0,2.0,,,,19777.9574,5306.803,0,0,1.0,,0,0,62194,1,,,,,,2.0,5216.9415,8180.0,2010.0,-1,,,,,,,28292.0,2012,624,609,0,0,0,0,0,18.0,2.0,,,6.0,42.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,0,1,0,1,retention
124247053906798,1,1.0,6,4,2,8800,88001,1,1,23,42,37980,45,2.0,1.0,,7,2,43,,1,40,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1050.0,420.0,1.0,,,,,13105.1113,3323.6456,0,0,0.0,0.0,0,0,25836,1,,,1.0,,,,3316.6195,9570.0,4760.0,-1,,,,,,,28707.0,2011,612,609,0,0,0,0,0,12.0,16.0,51.0,2011,1.0,6,8,2,8800,88001,1,23,42,37980,45,2.0,1.0,,7,2,44,,1,40,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1050.0,420.0,2.0,1.0,,,,11010.7667,2683.0485,0,0,0.0,0.0,0,0,41613,1,,,1.0,,,,2692.2737,9570.0,4760.0,-1,,,,,,,28304.0,2012,624,609,0,0,0,0,0,12.0,1.0,,,16.0,51.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
220925090343719,1,1.0,1,4,2,8800,88001,1,1,23,42,37980,17,2.0,1.0,,7,1,56,2.0,2,39,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,16.0,,16.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,730.0,116.8,2.0,2.0,,,,11320.5157,3105.1689,0,0,1.0,1.0,0,0,37077,1,2.0,5.0,,,,,3040.783,7860.0,4220.0,-1,,,,,,,28740.0,2011,612,609,0,0,0,0,0,9.0,14.0,40.0,2011,1.0,1,8,2,8800,88001,1,23,42,37980,17,2.0,1.0,,7,1,57,2.0,2,39,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,200.0,2.0,2.0,,,,8545.2115,2672.6526,0,0,1.0,,0,42,30289,1,2.0,5.0,,,,,2649.6196,7860.0,4220.0,-1,,,,,,,28336.0,2012,624,609,0,0,0,0,0,9.0,2.0,,,14.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
424056033908993,1,1.0,4,4,2,8800,88001,1,1,23,42,38300,125,2.0,1.0,,5,4,55,,1,40,1,,2,1,3,6,2,57,57,57,1,0,0,2.0,1.0,,45.0,,45.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,2500.0,1.0,,,,,10838.4373,2765.3095,0,0,1.0,,0,0,26019,2,,,4.0,,,,2778.8271,9570.0,6200.0,-1,,,,,1.0,,28856.0,2011,612,609,0,0,0,0,0,15.0,19.0,51.0,2011,2.0,4,8,2,8800,88001,1,23,42,38300,125,2.0,1.0,,5,4,56,,1,43,1,,1,3,7,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1370.0,520.6,2.0,2.0,,,,12500.8813,3017.2852,0,0,1.0,1.0,0,0,65132,2,,,,2.0,,,3058.3742,9570.0,5110.0,-1,,,,,1.0,,28471.0,2012,624,609,0,0,0,0,0,16.0,1.0,,,17.0,51.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
503906984691582,1,1.0,4,4,2,8800,88001,1,1,23,42,38300,3,2.0,1.0,,5,1,53,,2,44,1,,1,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,10.0,30.0,,,10.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,,,,10743.2877,2752.7663,3,1,1.0,,0,0,25680,1,,,,,,2.0,2752.3179,7860.0,2000.0,-1,,,,,,,28911.0,2011,612,609,0,0,1,0,0,18.0,6.0,40.0,2011,1.0,4,8,2,8800,88001,1,23,42,38300,3,2.0,1.0,,5,1,54,,2,44,1,,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,,,,12295.8685,3016.8863,4,1,1.0,,0,0,2253,1,,,,,,2.0,3031.102,8090.0,2010.0,-1,,,,,,,28529.0,2012,624,609,0,0,0,1,0,18.0,1.0,,,6.0,42.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,0,1,0,1,retention
703904214697582,1,2.0,1,4,2,8800,88001,1,1,23,42,37980,45,2.0,1.0,,7,3,27,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,1.0,,,,,15032.056,3791.9176,0,0,0.0,,0,0,28475,2,,,,,,2.0,3766.7378,7860.0,2310.0,-1,,,,,,,28952.0,2011,612,609,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,23,42,37980,45,2.0,1.0,,7,3,28,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1222.0,1.0,,,,,12695.1197,3177.7267,0,0,1.0,,0,0,65085,2,,,,,,2.0,3182.4625,7860.0,2310.0,-1,,,,,,,28577.0,2012,624,609,0,0,0,0,0,18.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
831491439200807,1,1.0,7,4,2,8800,88001,1,1,23,42,37980,45,2.0,1.0,,7,2,30,,2,40,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1080.0,432.0,2.0,2.0,,,,15155.1715,3865.635,0,0,0.0,0.0,0,0,45415,1,,,1.0,,,,3797.5881,9370.0,5860.0,-1,,,,,,,29011.0,2011,612,609,0,0,0,0,0,12.0,17.0,51.0,2011,1.0,7,8,2,8800,88001,1,23,42,37980,45,2.0,1.0,,7,2,31,,2,40,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,735.0,294.0,1.0,,,,,12396.7723,3120.8723,0,0,0.0,0.0,0,0,2364,1,,,1.0,,,,3107.6716,9470.0,5400.0,-1,,,,,,,28638.0,2012,624,609,0,0,0,0,0,12.0,1.0,,,17.0,51.0,2012,MIS4_to_MIS8,pennsylvania,0,2011-2012,1,0,0,0,retention
