HHID,PN,SSUBHH,RSUBHH,SPN_SP,SCSR,SFAMR,SFINR,SJ2JOBNDX,SJ2Z140,SJ2Z142,SJ2Z143,SJ2Z510M,SJ2Z504,SJ2Z139,SJ2Z505,SJ2Z507,SJ2Z200,SJ2Z503,SJ2W401,SJ2W403,SJ2W404M1,SJ2W404M2,SJ2W404M3,SJ2W404M4,SJ2W407,SJ2W408,SJ2W460,SJ2W410,SJ2W411,SJ2W412M,SJ2W405,SJ2W799,SJ2Z508,SJ2W790,SJ2W452,SJ2W419,SJ2W420M1,SJ2W420M2,SJ2W420M3,SJ2W420M4,SJ2W458,SJ2W434,SJ2W435,SJ2W436,SJ2W437,SJ2W439,SJ2W440,SJ2W441,SJ2W443,SJ2W444,SJ2W445,SJ2W446,SJ2W447,SJ2W448,SJ2W449,SJ2W451,SJ2W422,SJ2W424,SJ2352,SJ2850,SJ2338,SJ2945,SJ2W429M1,SJ2W429M2,SJ2W429M3,SJ2W429M4,SJ2W429M5,SJ2W425,SJ2W009,SJ2W455,SJ2W010,SJ2W011,SJ2W012,SJ2W002,SJ2W003,SJ2W004,SJ2W005,SJ2801,SJ2W431,SJ2W432,SJ2W433,SJ2881,SJ2404,SJ2405,SJ2809,SJ2810,SJ2811,SJ2406,SJ2407,SJ2408,SJ2409,SJ2878,SJ2396,SJ2397,SJ2806,SJ2807,SJ2808,SJ2398,SJ2399,SJ2400,SJ2401,SJ2938,SJ2812,SJ2813,SJ2814,SJ2815,SJ2417,SJ2939,SJ2660,SJ2661,SJ2662,SJ2664,SJ2816,SJ2817,SJ2818,SJ2819,SJ2988,SJ2W426,SJ2W013,SJ2W108,SJ2W014,SJ2W086,SJ2W015,SJ2W016,SJ2W028,SJ2W049,SJ2W051,SJ2W052,SJ2W053,SJ2W054,SJ2W065,SJ2W427M1,SJ2W427M2,SJ2W427M3,SJ2W427M4,SJ2W063,SJ2W453M1,SJ2W453M2,SJ2W453M3,SJ2W453M4,SJ2W453M5,SJ2W453M6,SJ2W099,SJ2W018,SJ2W100,SJ2W019,SJ2W428,SJ2353,SJ2903,SJ2354,SJ2W457,SJ2926,SJ2927,SJ2928,SJ2929,SJ2931M1,SJ2931M2,SJ2931M3,SJ2363,SJ2364,SJ2365,SJ2366,SJ2932,SJ2933,SJ2934,SJ2935,SJ2947,SJ2356,SJ2789,SJ2790,SJ2791,SJ2357,SJ2358,SJ2359,SJ2360,SJ2W089,SJ2W091,SJ2W092,SJ2W093,SJ2W094,SJ2W459,SWEBNONRSP,SJ2MODE,SVDATE,SVERSION
556276,010,0,,020,1,1,5,10,,2015,,4,,,,,,,1,,,,,,1,911,,2015,,4,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,6,1,2,,,,,,,2,8800,,,,,,,,,,8,,,1,1,5,,,,,,,,1,6,,,,,,,,,,998,0,99999996,98,1,2,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,70,,,,8,,8,1,3,,,,,,,,,,,2,,,,,1500,,,,4,,,,8,5,,2,3,1
556276,020,0,,010,5,5,1,10,,2021,,4,,,,,,,1,,,,,,1,911,,2021,,4,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,1000,,,,,,,,,,1,5,,1,1,6,,,,,,,,1,1,5,,,,,,,,,998,60,60,,1,1,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,1,1,3,,,,,,,,,,,2,,,,,1500,,,,8,,,,1,5,,2,4,1
556276,020,0,,010,5,5,1,10,,,,,,,,,,,1,,,,,,1,997,,2009,2021,4,1,2,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,10,,2,,,,,,,2,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,1,1,,,,1,2,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,68,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,2000,,,,8,,,,1,5,,2,4,1
557023,010,0,,020,1,1,5,10,,2012,,3,,,,,,,1,,,,,,1,911,,2012,,3,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,1,2,,,,,,,2,99999998,,10001,49999,,,,,,,1,1,999998,1,1,6,,,,,,,,1,1,6,,,,,,,,,998,0,99999996,98,1,3,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,3,1
557023,020,0,,010,5,5,1,10,,2005,,3,,,,,,,1,,,,,,1,911,,2005,,3,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,17,1,8,,,,,,,1,99999998,,0,9999,,,,,,,1,5,,1,1,5,,,,,,,,1,1,3,,,,,,,,,998,0,99999996,98,8,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,68,,,,1,1,1,8,8,,,,,,,,,,,8,,,,,9999999998,6000,6000,,4,,,,3,5,,1,5,1
558532,010,0,,020,5,5,1,10,,2005,,5,,,,,,,5,,,,,,,911,,2005,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
559023,010,0,,020,1,1,5,10,,,,,,,,,,,1,,,,,,1,997,,9998,2019,3,1,1,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,98,,8,,,,,,,1,35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,41,99999996,98,1,3,,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,62,,,,1,1,1,1,3,,,,,,,,,,,8,,,,,9999999998,12000,12000,,4,,,,1,5,,1,3,1
554651,010,0,,020,1,5,1,10,,2020,,2,,,,,,,1,,,,,,3,911,,2020,,2,97,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,3,8,,,,,,,1,99999998,,0,99999996,98,,,,,,8,,,1,8,998,6,6,,,,,,1,1,6,,,,,,,,,998,0,99999996,98,5,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,5,1
553319,010,0,,020,1,5,1,10,,2021,,7,,,,,,,1,,,,,,1,911,,2021,,7,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,5000,,,,,,,,,,1,5,,1,1,1,,,,,,,,1,1,3,,,,,,,,,80,,,,1,1,,,,5,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,70,,,,1,1,1,1,8,,,,,,,,,,,2,,,,,2000,,,,1,,,,1,5,,2,2,1
557972,010,0,,020,5,5,5,10,,2019,,2,,,,,,,1,,,,,,1,911,,2019,,2,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,3,3,2,,,,,,,2,30000,,,,,,,,,,1,5,,1,4,,,,,12000,,,,1,4,,,,,500,,,,,100,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,4,1
557972,020,0,,010,1,1,1,10,,2020,,2,,,,,,,1,,,,,,95,911,,2020,,2,2,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,3,2,,,,,,,2,600,,,,,,,,,,1,5,,1,1,8,,,,,,,,1,1,3,,,,,,,,,100,,,,1,1,,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,8,1,3,,,,,,,,,,,8,,,,,9999999998,0,99999996,98,3,9998,,,1,5,,1,2,1
557972,020,0,,010,1,1,1,10,,,,,,,,,,,1,,,,,,1,911,,2020,,2,2,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,470,,,,,,,,,,1,5,,1,1,2,,,,,,,,5,,,,,,,,,,5,100,,,,5,,,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,5,1,3,,,,,,,,,,,8,,,,,9999999998,0,99999996,98,3,9998,,,1,5,,1,2,1
557972,020,0,,010,1,1,1,10,,,,,,,,,,,1,,,,,,3,911,,2020,,2,2,3,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,3,1,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,62,,,1,5,,5,1,3,,,,,,,,,,,8,,,,,9999999998,0,99999996,98,1,,,,8,5,,1,2,1
555332,010,0,,,1,1,1,10,,,,,,,,,,,1,,,,,,2,913,,2005,2019,5,1,1,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,,1,,,,,,,1,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,5,,,,,1,100,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,5,1,3,,,,,,,,,,,2,,,,,600,,,,1,,,,,5,,2,5,1
553654,010,0,,020,1,1,5,10,,,,,,,,,,,1,,,,,,1,912,,2017,2020,8,2,2,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,3,,8,,,,,,,1,99999998,,0,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,8,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,3,1
553654,010,0,,020,1,1,5,10,,,,,,,,,,,1,,,,,,1,913,,2003,2010,8,1,1,,,5,1,,,,,,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,,,7,,8,,,,,,,1,99999998,,10001,49999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,8,,,,,,,,,,8,5,,,,,,,,,,,,,,4,,,,9999998,2,6,,,,,,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,3,1
553654,020,0,,010,5,5,1,10,,2019,,8,,,,,,,1,,,,,,1,911,,2019,,8,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,8,,,,,,,1,4000,,,,,,,,,,5,,,1,1,3,,,,,,,,5,,,,,,,,,,5,50,,,,1,2,,,,5,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,3,1
554687,010,0,,020,1,5,1,10,,,,,,,,,,,1,,,,,,1,912,,1989,2020,5,2,1,,,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,,,30,,2,,,,,,,2,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,1,1,,,,,,,,,5,5,,,,,,,,,,,,,,2,,,,,,,,,,,2021,850000,,,1,60,,,,5,,1,1,3,,,,,,,,,,,3,,,,,50000,,,,1,,,,1,5,,2,2,1
551048,010,0,,,1,1,1,10,,,,,,,,,,,1,,,,,,3,911,,2006,,3,1,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,10,1,2,,,,,,,2,15000,,,,,,,,,,1,5,,1,1,5,,,,,,,,5,,,,,,,,,,5,10,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,100,,,,1,,,,,5,,2,6,1
551048,010,0,,,1,1,1,10,,2006,,3,,,,,,,1,,,,,,1,911,,2006,,3,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,17,1,3,,,,,,,2,270000,,,,,,,,,,1,5,,1,1,15,,,,,,,,1,1,4,,,,,,,,,50,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,500,,,,5,,,,,5,,2,6,1
557233,010,0,,,1,1,1,10,,2007,,5,,,,,,,1,,,,,,3,911,,2007,,5,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,1,2,,,,,,,2,10000,,,,,,,,,,1,5,,1,3,,,,,150,,,,5,,,,,,,,,,5,0,,,,1,1,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,2,1
556218,010,0,,,1,1,1,10,,,,,,,,,,,1,,,,,,97,997,,1999,2009,8,1,2,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,23,,8,,,,,,,1,99999998,,0,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,5,,,,,8,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,2,1
556218,010,0,,,1,1,1,10,,2014,,3,,,,,,,1,,,,,,1,911,,2014,,3,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,8,3,2,,,,,,,2,25000,,,,,,,,,,1,5,,1,1,15,,,,,,,,1,8,998,0,99999996,98,,,,,,998,61,79,,1,1,,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,2,1
551203,010,0,,020,1,5,1,10,,2009,,2,,,,,,,1,,,,,,1,911,,2000,,2,2,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,23,1,3,,,,,,,2,99999998,,10001,49999,,,,,,,1,5,,1,1,998,13,99999996,,,,,,5,,,,,,,,,,5,0,,,,1,1,,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,62,,,,1,1,1,1,3,,,,,,,,,,,8,,,,,9999999998,6000,6000,,3,9998,98,98,1,5,,1,6,1
551203,020,0,,010,5,1,5,10,,,,,,,,,,,1,,,,,,1,911,,1997,,2,97,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,10,8,2,,,,,,,2,99999998,,10000,10000,,,,,,,8,,,1,8,998,0,99999996,98,,,,,5,,,,,,,,,,5,3,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,6,1
551203,020,0,,010,5,1,5,10,,1997,,2,,,,,,,1,,,,,,1,911,,1997,,2,4,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,26,1,8,,,,,,,1,99999998,,0,99999996,98,,,,,,1,5,,1,1,998,9,9,,,,,,5,,,,,,,,,,5,0,,,,1,1,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,1,1,3,2,,,,,,9999998,20001,49999,,8,,,,,9999999998,24001,35999,,1,,,,1,5,,1,6,1
552754,010,0,,,1,1,1,10,,2001,,8,,,,,,,1,,,,,,3,911,,2001,,8,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,1,2,,,,,,,2,3000,,,,,,,,,,5,,,1,1,2,,,,,,,,5,,,,,,,,,,5,0,,,,1,1,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,66,,,,1,5,1,1,3,,,,,,,,,,,2,,,,,1000,,,,3,,,10,,5,,2,6,1
556435,010,0,,020,1,5,1,10,,,,,,,,,,,1,,,,,,1,913,,1999,2014,11,1,2,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,15,,2,,,,,,,2,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,3000,,,,3,,,20,1,5,,1,5,1
556435,010,0,,020,1,5,1,10,,2014,,7,,,,,,,1,,,,,,1,911,,2014,,7,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,8,1,2,,,,,,,2,260000,,,,,,,,,,1,5,,1,3,,,,,2100,,,,1,1,4,,,,,,,,,60,,,,1,1,,,,1,10,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,1000,,,,3,,,20,1,5,,1,5,1
553175,020,0,,010,1,5,1,10,,2017,,5,,,,,,,5,,,,,,,911,,2017,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
556845,010,0,,020,5,5,1,10,,2012,,4,,,,,,,1,,,,,,1,911,,2012,,4,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,1000,,,,,,,,,,5,,,1,1,10,,,,,,,,1,1,5,,,,,,,,,998,41,59,,5,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,1,1,2,3,,,,,,500,,,,2,,,,,700,,,,1,,,,1,5,,2,6,1
556845,020,0,,010,1,1,5,10,,,,,,,,,,,1,,,,,,1,997,,2010,2015,4,2,2,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,10,,2,,,,,,,2,99999998,,10001,49999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,5,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,70,,,,5,,8,1,3,,,,,,,,,,,2,,,,,200,,,,1,,,,1,5,,2,6,1
556845,020,0,,010,1,1,5,10,,2020,,4,,,,,,,1,,,,,,1,911,,2020,,4,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,8,,,,,,,1,99999998,,0,9999,,,,,,,5,,,1,8,998,3,3,,,,,,5,,,,,,,,,,5,998,0,99999996,98,8,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,6,1
555008,010,0,,020,1,5,1,10,,2018,,2,,,,,,,1,,,,,,95,911,,2018,,2,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,4,3,2,,,,,,,2,200000,,,,,,,,,,1,1,25000,1,3,,,,,300,,,,1,3,,,,,300,,,,,100,,,,5,,,,,5,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,68,,,,1,1,8,8,1,,,9999998,150001,99999996,,,,,,,,,,,,,,,,,,,,5,,1,5,1
557620,010,0,,,1,1,1,10,,2020,,8,,,,,,,1,,,,,,1,911,,2020,,8,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,1,2,,,,,,,2,5000,,,,,,,,,,1,5,,1,1,3,,,,,,,,1,1,3,,,,,,,,,10,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,70,,,,1,5,1,1,3,,,,,,,,,,,4,,,,,50000,,,,4,,,,,5,,2,6,1
550681,020,0,,010,1,5,1,10,,2009,,1,,,,,,,1,,,,,,1,911,,2009,,1,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,13,1,2,,,,,,,2,250000,,,,,,,,,,1,5,,1,1,14,,,,,,,,1,1,3,,,,,,,,,100,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,4000,,,,3,,,25,1,5,,2,5,1
555512,010,0,,020,1,5,1,10,,2022,,5,,,,,,,1,,,,,,1,911,,2022,,5,2,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,3,2,,,,,,,2,100,,,,,,,,,,1,5,,5,,,,,,,,,,1,1,2,,,,,,,,,998,61,79,,5,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,1,1,3,,,,,,,,,,,2,,,,,3000,,,,1,,,,3,5,,1,2,1
555512,020,0,,010,5,1,5,10,,,,,,,,,,,1,,,,,,2,911,,2015,,5,1,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,3,1,,,,,,,1,99999998,,0,99999996,98,,,,,,5,,,5,,,,,,,,,,1,8,998,0,99999996,98,,,,,,998,0,99999996,98,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,5,1,3,,,,,,,,,,,2,,,,,401,,,,1,,,,8,5,,1,3,1
555512,020,0,,010,5,1,5,10,,2015,,5,,,,,,,1,,,,,,1,911,,2015,,5,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,6,1,2,,,,,,,2,75000,,,,,,,,,,1,1,7000,1,1,3,,,,,,,,1,1,3,,,,,,,,,100,,,,1,1,,,,5,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,8,1,3,,,,,,,,,,,2,,,,,1000,,,,4,,,,1,5,,1,3,1
556766,010,0,,020,1,5,1,10,,2022,,5,,,,,,,1,,,,,,1,911,,2022,,5,2,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,3,1,,,,,,,8,,,,,,,,,,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,6,1
559420,010,0,,,1,5,1,10,,,,,,,,,,,1,,,,,,1,914,,1995,2007,9,1,1,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,25,,8,,,,,,,1,82000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,4500,,,,3,,,20,1,5,,1,2,1
556124,010,0,,020,1,5,1,10,,2017,,4,,,,,,,1,,,,,,3,911,,2017,,4,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,1,2,,,,,,,2,42000,,,,,,,,,,1,5,,1,1,6,,,,,,,,1,1,5,,,,,,,,,0,,,,1,2,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,1,1,3,,,,,,,,,,,2,,,,,6000,,,,4,,,,1,5,,1,2,1
556995,010,0,,,1,1,1,10,,,,,,,,,,,1,,,,,,97,913,,1984,2017,2,1,2,,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,30,,1,,,,,,,1,99999999,,0,99999996,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,5,1,3,,,,,,,,,,,2,,,,,500,,,,3,9998,,7,,5,,1,6,1
556995,010,0,,,1,1,1,10,,2019,,,,,,,,,1,,,,,,3,911,,2019,,2,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,3,1,1,,,,,,,1,99999999,,0,99999996,99,,,,,,1,1,999999,1,1,8,,,,,,,,1,1,3,,,,,,,,,999,0,99999996,99,1,1,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,8,1,3,,,,,,,,,,,2,,,,,3000,,,,1,,,,,5,,1,6,1
559492,010,0,,020,1,5,1,10,,1988,,4,,,,,,,1,,,,,,1,911,,1988,,4,2,1,,,1,1,,,,,,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,,,26,3,3,,,,,,,2,50000,,,,,,,,,,1,1,700,1,1,5,,,,,,,,1,1,3,,,,,,,,,10,,,,1,1,,,,,,,,,5,5,,,,,,,,,,,,,,4,,,,4000,6,,,,,,,,,,1,59,6,,,1,1,1,1,3,,,,,,,,,,,2,,,,,250,,,,1,,,,1,5,,1,4,1
550551,010,0,,,1,1,1,10,,2013,,5,,,,,,,1,,,,,,1,911,,2013,,5,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,8,1,8,,,,,,,1,230000,,,,,,,,,,1,5,,1,1,16,,,,,,,,1,1,6,,,,,,,,,998,21,39,,1,2,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,75,,,,1,1,1,5,1,,,230000,,,,,,,,,,,,,,,,,,,,,,5,,1,3,1
551646,010,0,,,1,1,1,10,,2008,,3,,,,,,,1,,,,,,1,911,,2008,,3,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,1,2,,,,,,,2,7000,,,,,,,,,,1,1,3300,1,1,15,,,,,,,,1,7,,,,,,,,,,998,0,99999996,98,1,1,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,63,,,,1,8,8,8,1,,,9999998,0,49999,98,,,,,,,,,,,,,,,,,,,5,,1,6,1
553884,010,0,,,1,1,1,10,,2022,,5,,,,,,,1,,,,,,1,911,,2022,,5,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,3,8,,,,,,,1,99999998,,0,9999,,,,,,,1,5,,1,1,2,,,,,,,,1,1,5,,,,,,,,,0,,,,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,62,,,,1,1,1,1,1,,,40000,,,,,,,,,,,,,,,,,,,,,,5,,1,6,1
559968,010,0,,,1,1,1,10,,,,,,,,,,,1,,,,,,97,911,,2013,,5,2,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,9,3,1,,,,,,,1,99999998,,0,99999996,98,,,,,,5,,,5,,,,,,,,,,1,8,998,0,99999996,98,,,,,,998,0,99999996,98,5,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,2,1
