hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2011_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,race21_t1,race26_t1,occ2012_t1,docc00_t1,dind02_t1,year_file_y,pair_type,pair,stayed_public,exited_public,switched_class94,analytic_sample
957629150959103,3,1.0,1,4,2,8800,88001,1,1,33,17,19500,115,,1.0,,2,3,48,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,673.07,2.0,2.0,,,,11515.1431,2901.0412,0,0,0.0,,0,0,45262,2,,,,,,1.0,2917.4175,6770.0,2430.0,-1,,,,,,,88480.0,2011,614,611,0,0,0,0,0,17.0,8.0,31.0,2011,1.0,1,8,2,8800,88001,1,17,19500,115,,1.0,,2,3,49,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1634.0,653.84,2.0,2.0,,,,13503.4365,3373.3845,0,0,0.0,0.0,0,0,18296,2,,,,,,1.0,3392.8437,6770.0,2430.0,-1,,,,,,,87864.0,2012,626,611,0,0,0,0,0,17.0,1.0,,,8.0,31.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
167070760950108,4,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,1.0,1.0,3.0,7,3,53,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,2865.0,1296.0,2.0,2.0,,,,11830.7212,2983.9678,0,0,1.0,1.0,0,42,64475,2,1.0,,,,,,3004.7009,770.0,6260.0,-1,,,,,,,124753.0,2011,615,612,0,0,0,0,0,12.0,19.0,4.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,1.0,1.0,3.0,7,3,53,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,3300.0,1320.0,1.0,,,,,12719.8202,3170.511,0,0,1.0,1.0,0,0,55187,2,1.0,,,,,,3187.5574,770.0,6320.0,-1,,,,,,,123953.0,2012,627,612,0,0,0,0,0,12.0,1.0,,,19.0,4.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
606904881797877,4,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,1.0,1.0,2.0,7,1,31,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,13704.2095,3416.3273,1,1,0.0,,0,0,35843,1,,,,,,2.0,3456.7893,7860.0,2320.0,-1,,,,,,,124876.0,2011,615,612,1,0,0,0,1,18.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,1.0,1.0,2.0,7,1,32,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1730.76,1.0,,,,,11419.4071,2863.4393,1,1,0.0,,0,0,44830,1,,,,,,2.0,2884.7603,7860.0,2320.0,-1,,,,,,,124073.0,2012,627,612,1,0,0,0,1,18.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
606904881797877,4,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,1.0,1.0,2.0,7,3,31,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,11918.7326,3063.9439,1,1,0.0,,0,0,35843,2,,,,,,2.0,3049.5818,7860.0,2320.0,-1,,,,,,,124877.0,2011,615,612,1,0,0,0,1,18.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,1.0,1.0,2.0,7,3,32,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1096.15,1.0,,,,,12068.6242,2991.5679,1,1,0.0,,0,0,44830,2,,,,,,2.0,3036.7209,7860.0,2320.0,-1,,,,,,,124074.0,2012,627,612,1,0,0,0,1,18.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
708380644580961,4,1.0,3,4,2,8800,88001,1,1,33,17,16980,0,1.0,1.0,,7,4,45,,2,39,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,900.0,2.0,2.0,,,,14064.9822,3573.1978,0,0,1.0,,0,0,23388,2,1.0,,,,,,3593.6776,9370.0,5110.0,-1,,,,,,1.0,124905.0,2011,615,612,0,0,0,0,0,12.0,17.0,51.0,2011,1.0,3,8,2,8800,88001,1,17,16980,0,1.0,1.0,,7,4,45,,2,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,,,,12943.6524,3237.5723,0,0,1.0,,0,0,34988,2,1.0,,,,,,3276.9985,9370.0,5110.0,-1,,,,,,1.0,124106.0,2012,627,612,0,0,0,0,0,12.0,1.0,,,17.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
860578094716009,4,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,31,1.0,2,45,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,2.0,8.0,32.0,,,,,,,,10.0,1.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,,,,11918.7326,3063.9439,1,2,0.0,,0,0,23404,2,,,,,,,3049.5818,9570.0,2100.0,-1,,,,,,,124953.0,2011,615,612,1,0,0,0,1,18.0,7.0,51.0,2011,2.0,1,8,2,8800,88001,1,17,16980,0,1.0,1.0,1.0,7,3,32,1.0,2,45,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,32.0,,35.0,,,17.0,,,9.0,1.0,0.0,1,2.0,2.0,2.0,,2173.07,1.0,,,,,12068.6242,2991.5679,1,2,0.0,,0,0,44776,2,,,,,,,3036.7209,9570.0,2100.0,-1,,,,,,,124162.0,2012,627,612,1,0,0,0,1,18.0,1.0,,,7.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
910673090916068,4,1.0,4,4,2,8800,88001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,33,,2,39,2,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1800.0,720.0,1.0,,,,,9216.5485,2290.1489,10,3,0.0,0.0,0,0,55797,1,1.0,,,,,,2219.9329,7790.0,9620.0,-1,,,,,,,124972.0,2011,615,612,0,0,1,1,0,12.0,22.0,39.0,2011,1.0,4,8,2,8800,88001,1,17,16980,0,1.0,1.0,1.0,7,1,34,,2,36,2,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,3279.0,1311.6,1.0,,,,,10750.8525,2736.7247,3,1,0.0,0.0,0,0,22231,1,,,,,,,2839.314,7790.0,9620.0,-1,,,,,,,124179.0,2012,627,612,0,0,1,0,0,10.0,2.0,,,22.0,39.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
31691670950970,4,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,34,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,333.0,2.0,2.0,,,,11538.4731,2966.1907,0,0,1.0,,0,0,45628,2,1.0,,,,,,2952.2869,7860.0,2310.0,-1,,,,,,,125036.0,2011,615,612,0,0,0,0,0,12.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,35,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,576.0,2.0,2.0,,,,11424.6229,2860.3553,0,0,1.0,,0,0,44769,2,1.0,,,,,,2868.5983,8470.0,4600.0,-1,,,,,,,124237.0,2012,627,612,0,0,0,0,0,12.0,1.0,,,15.0,43.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
34371670982774,4,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,34,2.0,2,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,,,,11538.4731,2966.1907,8,3,0.0,,0,0,35775,1,,,2.0,,,,2952.2869,9470.0,5520.0,-1,,,,,,,125041.0,2011,615,612,0,1,1,0,1,13.0,17.0,51.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,35,2.0,2,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,48.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,,,,11424.6229,2860.3553,8,3,0.0,,0,0,51814,1,,,3.0,,,,2868.5983,9470.0,5520.0,-1,,,,,,,124243.0,2012,627,612,0,1,1,0,1,14.0,1.0,,,17.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
100874094016709,4,1.0,7,4,2,8800,88001,1,1,33,17,41180,163,2.0,1.0,,6,2,42,,2,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,38.0,,,,,,2.0,1.0,0.0,1,2.0,1.0,1.0,3200.0,1900.0,2.0,2.0,,,,11075.9178,2745.8695,0,0,0.0,0.0,0,0,5306,1,,,2.0,,,,2762.5868,9470.0,5220.0,-1,,,,,,,125107.0,2011,615,612,0,0,0,0,0,13.0,17.0,51.0,2011,1.0,7,8,2,8800,88001,1,17,41180,163,2.0,1.0,,6,2,43,,2,40,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1384.61,2.0,2.0,,,,10661.9916,2691.3668,0,0,0.0,,0,0,51891,1,,,2.0,,,,2677.1099,9470.0,2160.0,-1,,,,,,,124305.0,2012,627,612,0,0,0,0,0,13.0,1.0,,,7.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
192986401075789,4,1.0,4,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,38,,2,39,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,900.0,2.0,2.0,,,,11444.31,2856.456,10,2,1.0,,0,42,9373,1,1.0,,,,,,2854.4722,6370.0,5560.0,-1,1.0,,,,,,125148.0,2011,615,612,0,0,1,1,0,12.0,17.0,23.0,2011,1.0,4,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,39,,2,41,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,1.0,1.0,2000.0,900.0,1.0,,,,,11424.6229,2860.3553,10,2,0.0,0.0,0,0,65687,1,,,3.0,,,,2868.5983,6370.0,5560.0,-1,1.0,,,,,,124333.0,2012,627,612,0,0,1,1,0,14.0,1.0,,,17.0,23.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
197736805088787,4,1.0,4,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,55,,2,46,2,,1,1,1,6,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,3.0,2.0,11.0,1.0,0.0,2,,,,,,,,,,,6977.8515,2811.978,1,2,,,0,0,52525,1,,,,,,,2765.5406,9480.0,430.0,-1,,,,,,,125170.0,2011,615,612,1,0,0,0,1,18.0,1.0,51.0,2011,1.0,4,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,55,,2,46,2,,1,1,6,2,57,57,57,1,0,0,1.0,7.0,,,,,,2.0,,,,1.0,,,2,,,,,,,,,,,11162.2868,2823.1794,5,2,,,0,0,8807,1,,,,,,,2789.6699,,,-1,,,,,,,124353.0,2012,627,612,1,1,0,0,1,18.0,2.0,,,,,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
271601086909190,4,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,68,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,23.0,,,7.0,3.0,0.0,1,2.0,2.0,2.0,,200.0,2.0,1.0,,,,12872.819,3193.1249,0,0,0.0,,0,0,5281,1,,,,2.0,,,3158.4082,7860.0,2310.0,-1,,,,,,,125227.0,2011,615,612,0,0,0,0,0,16.0,8.0,40.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,70,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,11807.0898,3025.8653,0,0,,,0,0,5048,1,,,,1.0,1.0,,3004.6643,7860.0,2330.0,-1,,,,,,,124421.0,2012,627,612,0,0,0,0,0,18.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
271601086909190,4,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,69,1.0,1,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,23.0,,,7.0,3.0,0.0,1,2.0,,1.0,2500.0,475.0,1.0,,,,,11209.3059,2923.4732,0,0,0.0,0.0,0,0,5281,2,,,3.0,,,,2795.5703,7860.0,9120.0,-1,4.0,,,,,,125228.0,2011,615,612,0,0,0,0,0,14.0,22.0,40.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,70,1.0,1,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,21.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,400.0,250.0,1.0,,,,,10930.709,2957.7066,0,0,0.0,1.0,0,0,5048,2,,,3.0,,,,2878.2937,7860.0,9120.0,-1,4.0,,,,,,124422.0,2012,627,612,0,0,0,0,0,14.0,1.0,,,22.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
320179093116838,4,1.0,7,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,2,40,,2,40,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1600.0,640.0,1.0,,,,,10996.2644,2726.1224,0,0,1.0,1.0,0,0,23391,1,,,3.0,,,,2742.7194,9470.0,3850.0,-1,2.0,,,,,,125236.0,2011,615,612,0,0,0,0,0,14.0,12.0,51.0,2011,1.0,7,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,2,41,,2,43,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1038.0,1.0,,,,,10642.7587,2686.5119,0,0,1.0,,0,0,22225,1,,,,2.0,,,2672.2807,9470.0,3850.0,-1,2.0,,,,,,124433.0,2012,627,612,0,0,0,0,0,16.0,1.0,,,12.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
460198688700470,4,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,43,1.0,2,41,1,,2,1,2,1,2,119,119,119,4,0,14,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1300.0,2.0,2.0,,,,10996.2644,2726.1224,3,3,0.0,,0,0,23393,2,,,3.0,,,,2742.7194,9490.0,565.0,-1,,,,,,,125282.0,2011,615,612,0,0,1,0,0,14.0,2.0,51.0,2011,2.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,43,1.0,2,41,1,,1,2,1,2,119,119,119,4,0,14,1.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1346.15,2.0,2.0,,,,10642.7587,2686.5119,3,3,0.0,,0,0,22230,2,,,3.0,,,,2672.2807,7070.0,950.0,-1,,,,,,,124483.0,2012,627,612,0,0,1,0,0,14.0,1.0,,,2.0,34.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
506908811997427,4,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,55,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,42.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1925.0,770.0,2.0,2.0,,,,13538.0891,3305.8327,0,0,0.0,0.0,0,0,9375,1,1.0,,,,,,3304.3674,670.0,5110.0,5110,,,,,,,125299.0,2011,615,612,0,0,0,0,0,12.0,17.0,24.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,56,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,42.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1975.0,790.0,2.0,2.0,,,,11550.465,2922.5642,0,0,0.0,0.0,0,0,22326,1,1.0,,,,,,2955.7923,9370.0,5860.0,5110,,,,,,,124493.0,2012,627,612,0,0,0,0,0,12.0,1.0,,,17.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
710280758500061,4,1.0,1,4,0,8800,88002,2,2,33,17,16980,0,2.0,1.0,,7,3,44,1.0,1,46,4,,2,1,2,1,2,207,207,207,5,0,14,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1846.0,2.0,2.0,,,,11951.2501,2889.2446,3,2,1.0,,0,0,9409,2,,,,,,,2932.8149,7870.0,2200.0,-1,,,,,,,125379.0,2011,615,612,0,0,1,0,0,18.0,8.0,40.0,2011,1.0,1,8,2,8800,88002,2,17,16980,0,2.0,1.0,,7,3,45,1.0,1,46,4,,1,2,1,2,207,207,207,5,0,14,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2307.69,2.0,2.0,,,,8659.87,2161.5063,10,2,0.0,,0,0,8948,2,,,,,,,2170.1433,7870.0,2200.0,-1,,,,,,,124572.0,2012,627,612,0,0,1,1,0,18.0,4.0,,,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,True,1
936027832169940,4,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,49,2.0,1,39,1,4.0,1,1,1,1,2,312,312,312,5,0,6,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1590.0,636.0,1.0,,,,,11262.9542,2824.2094,2,1,0.0,0.0,0,0,59248,1,1.0,,,,,,2860.5026,7860.0,4220.0,-1,,,,,,,125534.0,2011,615,612,0,1,0,0,1,12.0,14.0,40.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,50,2.0,1,39,1,4.0,1,1,1,2,312,312,312,5,0,6,1.0,1.0,,35.0,,55.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1500.0,525.0,2.0,2.0,,,,12384.0794,3072.8374,2,1,1.0,1.0,0,42,44864,1,1.0,,,,,,3103.4215,7860.0,4220.0,4220,,,,,,,124724.0,2012,627,612,0,1,0,0,1,12.0,1.0,,,14.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
192906202077779,4,1.0,1,4,2,8800,88001,1,1,33,17,0,0,3.0,2.0,,0,3,25,1.0,2,40,2,,2,1,2,1,2,57,57,57,1,0,0,2.0,3.0,,,,,1.0,,,1.0,1.0,12.0,2.0,0.0,2,,,,,,,,,,,11229.8465,2960.6733,11,4,,,0,0,45765,2,,,2.0,,,,2724.572,8570.0,4060.0,-1,,,,,,,125608.0,2011,615,612,1,1,1,0,1,13.0,13.0,44.0,2011,1.0,1,8,2,8800,88001,1,17,0,0,3.0,2.0,,0,3,26,1.0,2,40,2,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,28.0,,28.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,1015.0,284.2,2.0,2.0,,,,10768.5636,2863.1288,8,4,0.0,0.0,0,0,51904,2,,,1.0,,,,2843.9916,8570.0,4720.0,-1,,,,,,,124791.0,2012,627,612,0,1,1,0,1,12.0,2.0,,,16.0,44.0,2012,MIS4_to_MIS8,2011-2012,True,False,True,1
193956200051759,4,1.0,7,4,2,8800,88001,1,1,33,17,0,0,3.0,2.0,,0,2,46,,2,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1300.0,520.0,1.0,,,,,14006.1256,3558.2453,0,0,1.0,1.0,0,42,35857,1,,,3.0,,,,3578.6395,9370.0,10.0,-1,3.0,,,,,,125617.0,2011,615,612,0,0,0,0,0,14.0,1.0,51.0,2011,2.0,1,8,2,8800,88001,1,17,0,0,3.0,2.0,,0,1,47,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1700.0,680.0,1.0,,,,,12559.1414,3141.3952,0,0,1.0,1.0,0,42,51852,1,,,3.0,,,,3179.6502,9570.0,565.0,-1,3.0,,,,,,124800.0,2012,627,612,0,0,0,0,0,14.0,1.0,,,2.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
806608981992957,4,2.0,1,4,2,8800,88001,1,1,33,17,0,0,3.0,2.0,,0,1,52,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,900.0,360.0,1.0,,,,,11781.2141,2971.481,0,0,1.0,1.0,0,42,45686,1,,,3.0,,,,2992.1273,9470.0,3710.0,-1,3.0,,,,,,125671.0,2011,615,612,0,0,0,0,0,14.0,12.0,51.0,2011,2.0,1,8,2,8800,88001,1,17,0,0,3.0,2.0,,0,1,53,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1096.0,1.0,,,,,12341.9584,3076.3261,0,0,1.0,,0,42,22332,1,,,3.0,,,,3092.8661,9470.0,3800.0,-1,3.0,,,,,,124869.0,2012,627,612,0,0,0,0,0,14.0,1.0,,,12.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
806902501996027,4,1.0,1,4,2,8800,88001,1,1,33,17,0,0,3.0,2.0,,0,3,41,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,46.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,807.69,1.0,,,,,11311.1233,2804.1801,3,2,0.0,,0,0,59259,2,,,,,,3.0,2821.2524,7860.0,2320.0,2750,,,,,,,125674.0,2011,615,612,0,0,1,0,0,18.0,8.0,40.0,2011,2.0,1,8,2,8800,88001,1,17,0,0,3.0,2.0,,0,3,42,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,99.0,,,,,,2.0,5.0,0.0,1,2.0,1.0,1.0,1700.0,865.38,1.0,,,,,10735.4394,2709.9069,3,2,0.0,0.0,0,0,44905,2,,,,,,3.0,2695.5518,7860.0,2310.0,2750,,,,,,,124872.0,2012,627,612,0,0,1,0,0,18.0,1.0,,,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
863197919700913,4,1.0,1,4,2,8800,88001,1,1,33,17,0,0,3.0,2.0,,0,1,73,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1800.0,700.0,1.0,,,,,12565.2313,3116.8273,0,0,1.0,1.0,0,0,35826,1,1.0,,,,,,3082.9401,7860.0,5700.0,-1,,,,,,,125683.0,2011,615,612,0,0,0,0,0,12.0,17.0,40.0,2011,1.0,1,8,2,8800,88001,1,17,0,0,3.0,2.0,,0,1,73,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1100.0,320.0,1.0,,,,,12692.3313,3066.4823,0,0,1.0,1.0,0,0,22288,1,1.0,,,,,,3060.1016,7860.0,5700.0,-1,,,,,,,124880.0,2012,627,612,0,0,0,0,0,12.0,1.0,,,17.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
