hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2011_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,race21_t1,race26_t1,occ2012_t1,docc00_t1,dind02_t1,year_file_y,pair_type,pair,stayed_public,exited_public,switched_class94,analytic_sample
303904531394537,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,57,2.0,1,44,2,,1,1,1,1,2,440,440,440,4,0,10,1.0,1.0,,-4.0,1.0,30.0,,,1.0,,,3.0,3.0,0.0,1,2.0,2.0,2.0,,1403.84,1.0,,,,,9419.7869,2971.7223,0,0,0.0,,0,0,32558,1,,,,,,2.0,2925.8013,7870.0,2200.0,-1,,,,,,,313831.0,2011,620,617,0,0,0,0,0,18.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,17,16980,0,1.0,1.0,1.0,7,1,58,2.0,1,44,2,,1,1,1,2,440,440,440,4,0,10,1.0,1.0,,30.0,,30.0,,,22.0,,,7.0,3.0,0.0,1,2.0,2.0,2.0,,1461.53,2.0,1.0,,,,10940.8883,3001.9142,0,0,0.0,,0,0,58257,1,,,,,,2.0,2970.9055,7870.0,,-1,,,,,,,312627.0,2012,632,617,0,0,0,0,0,18.0,,2.0,2200.0,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
303908321881397,9,2.0,1,4,2,8900,89001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,61,2.0,2,39,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1025.0,500.0,2.0,2.0,,,,11792.0917,2591.1972,0,0,1.0,1.0,0,0,42702,1,1.0,,,,,,2602.6379,7860.0,4220.0,-1,,,,,,,313835.0,2011,620,617,0,0,0,0,0,12.0,14.0,40.0,2011,1.0,1,8,2,8900,89001,1,17,16980,0,1.0,1.0,1.0,7,1,62,2.0,2,39,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1100.0,440.0,2.0,2.0,,,,15354.2623,2694.9145,0,0,1.0,1.0,0,42,58256,1,1.0,,,,,,2634.7027,7690.0,,-1,,,,,,,312631.0,2012,632,617,0,0,0,0,0,12.0,,2.0,4220.0,14.0,38.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
320979093113839,9,2.0,1,4,2,8900,89001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,45,1.0,2,34,1,1.0,2,1,2,1,2,303,303,303,5,0,9,2.0,1.0,,15.0,,15.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,900.0,135.0,1.0,,,,,10954.9452,2751.7321,0,0,1.0,1.0,0,41,32559,2,,,,,,,2763.2707,9480.0,4610.0,-1,,,,,,1.0,313860.0,2011,620,617,0,0,0,0,0,7.5,15.0,51.0,2011,1.0,1,8,2,8900,89001,1,17,16980,0,1.0,1.0,1.0,7,3,46,1.0,2,34,1,1.0,1,2,1,2,303,303,303,5,0,9,2.0,1.0,,16.0,,16.0,,,14.0,,,6.0,2.0,0.0,1,2.0,,1.0,1015.0,162.4,1.0,,,,,12805.991,3141.9639,0,0,0.0,0.0,0,0,4392,2,,,,,,,3133.293,9480.0,,-1,,,,,,1.0,312662.0,2012,632,617,0,0,0,0,0,7.5,,1.0,4610.0,15.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,True,1
571388083906897,9,1.0,6,4,2,8900,89001,1,1,33,17,16980,0,1.0,1.0,1.0,7,2,51,,1,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,1.0,1.0,1000.0,750.0,2.0,2.0,,,,12251.3325,2968.6236,0,0,1.0,1.0,0,0,42707,1,,,3.0,,,,2981.3005,9370.0,5700.0,-1,1.0,2.0,3.0,,,,313899.0,2011,620,617,0,0,0,0,0,14.0,17.0,51.0,2011,1.0,6,8,2,8900,89001,1,17,16980,0,1.0,1.0,1.0,7,2,52,,1,40,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,1.0,,1.0,2020.0,2020.0,2.0,2.0,,,,10850.1498,2754.9273,0,0,1.0,1.0,0,42,19864,1,,,3.0,,,,2747.8174,9590.0,,-1,1.0,2.0,3.0,,,,312706.0,2012,632,617,0,0,0,0,0,14.0,,1.0,430.0,1.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
633191939700037,9,1.0,7,4,2,8900,89001,1,1,33,17,16980,0,1.0,1.0,1.0,7,2,70,,2,44,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,6.0,,,21.0,,,7.0,2.0,0.0,1,2.0,,1.0,2900.0,87.0,2.0,2.0,,,,8734.9401,2676.0018,0,0,0.0,0.0,0,0,4287,1,,,,,,3.0,2687.8169,9470.0,2340.0,-1,,,,,,,313918.0,2011,620,617,0,0,0,0,0,18.0,8.0,51.0,2011,1.0,7,8,2,8900,89001,1,17,16980,0,1.0,1.0,1.0,7,2,71,,2,44,2,,0,0,5,2,57,57,57,1,0,0,1.0,2.0,14.0,6.0,,,,,,,,10.0,2.0,0.0,1,2.0,1.0,1.0,3000.0,183.0,2.0,2.0,,,,6828.9772,2440.4895,0,0,0.0,0.0,0,0,16706,1,,,,,,3.0,2385.9623,9480.0,,-1,,,,,,,312729.0,2012,632,617,0,0,0,0,0,18.0,,2.0,2340.0,8.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
798630313970931,9,1.0,4,4,2,8900,89001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,53,,2,41,2,,1,1,1,4,2,57,57,57,1,0,0,1.0,1.0,,22.0,,22.0,,,15.0,,,6.0,2.0,0.0,1,2.0,1.0,1.0,1155.0,250.0,1.0,,,,,11276.2103,3006.3547,0,0,0.0,0.0,0,0,42703,1,,,3.0,,,,3019.6284,9480.0,4610.0,-1,,,,,,,313972.0,2011,620,617,0,0,0,0,0,14.0,15.0,51.0,2011,2.0,4,8,2,8900,89001,1,17,16980,0,1.0,1.0,1.0,7,1,54,,2,41,2,,1,1,4,2,57,57,57,1,0,0,2.0,1.0,,25.0,,25.0,,,14.0,,,6.0,4.0,0.0,1,2.0,,1.0,1000.0,250.0,1.0,,,,,10564.9854,2804.5516,0,0,0.0,0.0,0,0,66525,1,,,3.0,,,,2741.8902,8370.0,,-1,,,,,,,312773.0,2012,632,617,0,0,0,0,0,14.0,,2.0,4610.0,15.0,43.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
944007962139460,9,2.0,1,4,2,8900,89001,1,1,33,17,37900,0,1.0,1.0,,3,3,29,1.0,2,44,1,4.0,2,1,2,1,2,373,373,373,4,0,12,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,784.61,1.0,,,,,9234.4257,2318.7998,5,2,0.0,,0,0,32813,2,,,,,,2.0,2330.9021,7860.0,2320.0,-1,,,,,,,314042.0,2011,620,617,1,1,0,0,1,18.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,17,37900,0,1.0,1.0,,3,3,30,1.0,2,44,1,4.0,1,2,1,2,373,373,373,4,0,12,2.0,1.0,,-4.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,,,,11657.2518,2962.852,6,2,0.0,,0,0,32738,2,,,,,,2.0,2933.3674,7860.0,,-1,,,,,,,312849.0,2012,632,617,1,0,1,0,1,18.0,,1.0,2320.0,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,True,1
967649430409102,9,2.0,1,4,2,8900,89001,1,1,33,17,37900,0,1.0,1.0,,3,1,38,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,49.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,900.0,1.0,,,,,12602.1561,3073.5905,3,1,0.0,,0,0,20268,1,,,,1.0,1.0,,3119.6444,7860.0,2310.0,-1,,,,,,,314051.0,2011,620,617,0,0,1,0,0,18.0,8.0,40.0,2011,2.0,1,8,2,8900,89001,1,17,37900,0,1.0,1.0,,3,1,40,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,5.0,32.0,,,5.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,,,,11876.1052,2928.2452,3,1,0.0,,0,0,58318,1,,,,1.0,1.0,,2920.9611,7860.0,,-1,,,,,,,312857.0,2012,632,617,0,0,1,0,0,18.0,,1.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
20067182130820,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,3,54,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,,,,11468.0005,2889.4391,0,0,0.0,,0,0,32842,2,,,,,,1.0,2892.6835,7860.0,1006.0,-1,,,,,,,314082.0,2011,620,617,0,0,0,0,0,17.0,3.0,40.0,2011,1.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,3,55,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11290.8451,2793.2663,0,0,,,0,0,20184,2,,,,,,1.0,2879.843,,,-1,,,,,,,312892.0,2012,632,617,0,0,0,0,0,17.0,,1.0,,,,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
32195969700884,9,2.0,1,4,2,8900,89001,1,1,33,17,37900,0,2.0,1.0,,3,3,21,1.0,1,42,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,22.0,,,7.0,2.0,0.0,1,2.0,,1.0,1000.0,200.0,2.0,2.0,2.0,,,14982.631,3597.8375,0,0,1.0,1.0,0,0,32810,2,,,3.0,,,,3633.1315,7860.0,4220.0,-1,,,,,,,314103.0,2011,620,617,0,0,0,0,0,14.0,14.0,40.0,2011,2.0,1,8,2,8900,89001,1,17,37900,0,2.0,1.0,,3,3,21,1.0,1,42,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,22.0,,,7.0,4.0,0.0,1,2.0,,1.0,2200.0,660.0,2.0,2.0,1.0,1.0,2.0,13496.4649,3335.8912,0,0,0.0,0.0,0,0,20126,2,,,3.0,,,,3323.537,2980.0,,-1,,,,,,,312909.0,2012,632,617,0,0,0,0,0,14.0,,1.0,1430.0,4.0,6.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
55791370948381,9,1.0,6,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,14,48,,1,46,1,,2,0,0,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,1.0,0.0,2,,,,,,,,,,,10409.8341,2888.9285,0,0,,,0,0,30144,2,,,,,,,2812.1606,6080.0,430.0,-1,,,,,,,314119.0,2011,620,617,0,0,0,0,0,18.0,1.0,23.0,2011,2.0,6,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,14,49,,1,46,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1677.0,2.0,2.0,,,,10887.3905,2771.2953,0,0,1.0,,0,42,53980,2,,,,,,,2757.2486,6080.0,,-1,,,,,,,312924.0,2012,632,617,0,0,0,0,0,18.0,,1.0,430.0,1.0,23.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
163963708037719,9,1.0,6,4,2,8900,89001,1,1,33,17,41180,0,2.0,1.0,,6,2,55,,1,39,1,,1,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2250.0,923.07,1.0,,,,,11283.5158,2792.5187,0,0,0.0,0.0,0,0,19933,1,1.0,,,,,,2774.5809,770.0,4250.0,-1,,,,,,,314165.0,2011,620,617,0,0,0,0,0,12.0,14.0,4.0,2011,1.0,6,8,2,8900,89001,1,17,41180,0,2.0,1.0,,6,2,56,,1,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2000.0,800.0,1.0,,,,,11441.7942,2807.6864,0,0,1.0,1.0,0,42,42709,1,1.0,,,,,,2800.0254,770.0,,-1,,,,,,,312969.0,2012,632,617,0,0,0,0,0,12.0,,1.0,6260.0,19.0,4.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
193893001096703,9,4.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,1,60,2.0,2,40,1,1.0,1,1,1,1,2,303,303,303,4,0,4,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1700.0,875.0,2.0,2.0,,,,11300.7028,2848.1766,0,0,0.0,0.0,0,0,42699,1,,,2.0,,,,2898.4009,7860.0,2540.0,-1,,,,,,,314194.0,2011,620,617,0,0,0,0,0,13.0,8.0,40.0,2011,1.0,4,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,1,61,,2,40,1,1.0,1,1,4,2,303,303,303,4,0,4,1.0,2.0,4.0,30.0,,,,,,,,10.0,3.0,0.0,1,2.0,,1.0,2000.0,600.0,1.0,,,,,12057.8513,2948.2629,0,0,0.0,0.0,0,0,50271,1,,,3.0,,,,2987.2179,7860.0,,-1,,,,,,,312999.0,2012,632,617,0,0,0,0,0,14.0,,1.0,2540.0,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
260178000213820,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,1,47,2.0,1,36,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,11996.9251,2888.9285,4,2,0.0,,0,0,32839,1,,,,,,,2919.3917,9470.0,3850.0,-1,,,,,,,314251.0,2011,620,617,0,0,0,1,0,10.0,12.0,51.0,2011,2.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,1,49,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1000.0,400.0,1.0,,,,,10887.3905,2771.2953,4,2,1.0,1.0,0,42,32773,1,1.0,,,,,,2757.2486,9470.0,,-1,,,,,,,313055.0,2012,632,617,0,0,0,1,0,12.0,,1.0,3850.0,12.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
260178000213820,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,3,43,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,480.76,2.0,2.0,,,,10788.2603,2641.3914,4,2,0.0,,0,0,32839,2,1.0,,,,,,2670.6173,9370.0,5110.0,-1,,,,,,,314252.0,2011,620,617,0,0,0,1,0,12.0,17.0,51.0,2011,2.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,3,44,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1600.0,640.0,2.0,2.0,,,,11707.8925,2886.7696,4,2,1.0,1.0,0,42,32773,2,1.0,,,,,,2879.5888,680.0,,-1,,,,,,,313056.0,2012,632,617,0,0,0,1,0,12.0,,1.0,5110.0,17.0,24.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
310709803091936,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,1,43,2.0,1,44,1,1.0,1,1,1,1,2,57,303,303,1,0,0,1.0,1.0,,40.0,,50.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,2115.0,2.0,2.0,,,,15592.9775,3835.104,14,3,1.0,,0,0,19984,1,,,,,,2.0,3852.2761,6080.0,430.0,430,,,,,,,314284.0,2011,620,617,0,1,1,1,1,18.0,1.0,23.0,2011,2.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,1,44,2.0,1,44,1,1.0,1,1,1,2,57,303,303,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2307.0,2.0,2.0,,,,12906.9802,3316.503,10,3,1.0,,0,42,58255,1,,,,,,2.0,3253.7856,6080.0,,-1,,,,,,,313089.0,2012,632,617,0,0,1,1,0,18.0,,1.0,430.0,1.0,23.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
310709906459882,9,2.0,3,4,2,8900,89001,1,1,33,17,37900,0,2.0,1.0,,3,6,48,3.0,1,43,1,,2,2,2,1,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,8.0,2.0,11.0,3.0,0.0,2,,,,,,,,,,,10524.6612,2903.9761,10,2,,,0,0,63202,2,,,,1.0,1.0,,2725.3747,9470.0,3850.0,-1,3.0,,,,,,314298.0,2011,620,617,0,0,1,1,0,18.0,12.0,51.0,2011,1.0,1,8,2,8900,89001,1,17,37900,0,2.0,1.0,,3,1,49,3.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,11114.8962,2829.205,3,1,0.0,,0,42,66571,2,,,,,,2.0,2814.8648,7860.0,,-1,3.0,,,,,,313101.0,2012,632,617,0,0,1,0,0,18.0,,1.0,2320.0,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
310709943496485,9,1.0,7,4,2,8900,89001,1,1,33,17,40420,0,2.0,1.0,,3,2,63,,2,42,1,1.0,1,0,0,5,2,303,303,303,4,0,5,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2000.0,800.0,2.0,2.0,,,,11200.002,2822.7964,0,0,1.0,1.0,0,42,42888,1,,,3.0,,,,2872.5732,9380.0,850.0,-1,,,,,,,314313.0,2011,620,617,0,0,0,0,0,14.0,2.0,51.0,2011,1.0,7,8,2,8900,89001,1,17,40420,0,2.0,1.0,,3,2,65,,2,42,1,1.0,0,0,4,2,303,303,303,4,0,5,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2193.0,877.2,2.0,2.0,,,,10243.403,2629.835,0,0,1.0,1.0,0,42,7708,1,,,3.0,,,,2564.8635,8370.0,,-1,,,,,,,313117.0,2012,632,617,0,0,0,0,0,14.0,,1.0,2016.0,6.0,43.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
339196329700836,9,3.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,3,54,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,5.0,,7.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,1000.0,50.0,2.0,2.0,,,,11468.0005,2889.4391,0,0,0.0,0.0,0,0,30153,2,1.0,,,,,,2892.6835,7860.0,3940.0,4020,,,,,,,314324.0,2011,620,617,0,0,0,0,0,12.0,12.0,40.0,2011,1.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,3,55,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,24.0,,24.0,,,18.0,,,7.0,4.0,0.0,1,2.0,,1.0,1000.0,240.0,2.0,2.0,,,,10722.1717,2793.2663,0,0,0.0,0.0,0,0,7536,2,1.0,,,,,,2755.7657,7860.0,,-1,,,,,,,313130.0,2012,632,617,0,0,0,0,0,12.0,,1.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,False,True,True,1
403902171697837,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,3,30,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,923.07,1.0,,,,,10730.5218,2714.9032,0,0,0.0,,0,0,20127,2,,,,2.0,,,2708.5383,7860.0,2310.0,-1,,,,,,,314341.0,2011,620,617,0,0,0,0,0,16.0,8.0,40.0,2011,1.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,3,32,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,923.07,1.0,,,,,10878.417,2766.8454,0,0,0.0,,0,0,19981,2,,,,1.0,1.0,,2737.3856,7860.0,,-1,,,,,,,313146.0,2012,632,617,0,0,0,0,0,18.0,,1.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
437818530759109,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,3,34,1.0,2,41,1,1.0,2,1,2,1,2,57,303,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1560.0,624.0,2.0,2.0,,,,11118.0633,2830.8871,8,2,1.0,1.0,0,42,7458,2,,,3.0,,,,2806.3593,7860.0,3255.0,-1,,,,,,,314363.0,2011,620,617,0,1,1,0,1,14.0,10.0,40.0,2011,1.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,3,35,1.0,2,41,1,1.0,1,2,1,2,57,303,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,461.0,1.0,,,,,11899.9253,2935.1168,8,2,1.0,,0,42,63121,2,,,5.0,,,,2926.8198,7860.0,,-1,,,,,,,313167.0,2012,632,617,0,1,1,0,1,16.0,,1.0,3255.0,10.0,40.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
603900911389037,9,1.0,4,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,1,27,,2,42,1,1.0,1,1,1,7,2,57,303,303,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,1.0,1.0,1800.0,461.0,2.0,2.0,,,,9252.0625,2323.2285,0,0,1.0,1.0,0,0,32556,1,,,3.0,,,,2335.3539,7070.0,530.0,-1,,,,,3.0,1.0,314408.0,2011,620,617,0,0,0,0,0,14.0,2.0,34.0,2011,1.0,4,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,1,28,,2,42,1,1.0,1,1,7,2,57,303,303,1,0,0,1.0,1.0,,36.0,,36.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,703.84,2.0,2.0,,,,13629.6671,3438.7212,0,0,0.0,,0,0,7453,1,,,3.0,,,,3429.6952,9490.0,,-1,,,,,3.0,1.0,313209.0,2012,632,617,0,0,0,0,0,14.0,,1.0,530.0,2.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
671282003001208,9,4.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,4,22,,1,39,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2000.0,800.0,1.0,,2.0,,,14904.9953,3579.1946,0,0,0.0,0.0,0,0,20319,3,1.0,,,,,,3614.3057,9390.0,4250.0,-1,,,,,2.0,1.0,314417.0,2011,620,617,0,0,0,0,0,12.0,14.0,51.0,2011,2.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,4,23,,1,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2100.0,840.0,1.0,,2.0,,,13220.2119,3267.6103,0,0,0.0,0.0,0,0,32772,3,1.0,,,,,,3255.509,9390.0,,-1,,,,,2.0,1.0,313223.0,2012,632,617,0,0,0,0,0,12.0,,1.0,9620.0,22.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
671807043801098,9,1.0,1,4,2,8900,89001,1,1,33,17,16980,0,2.0,1.0,,7,1,32,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,4.0,16.0,,,4.0,,,4.0,1.0,0.0,1,2.0,2.0,2.0,,1884.61,2.0,2.0,,,,10730.5218,2714.9032,1,2,0.0,,0,0,19982,1,,,,,,3.0,2708.5383,9480.0,350.0,-1,,,,,,,314418.0,2011,620,617,1,0,0,0,1,18.0,1.0,51.0,2011,2.0,1,8,2,8900,89001,1,17,16980,0,2.0,1.0,,7,1,33,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,50.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1884.61,2.0,2.0,,,,10878.417,2766.8454,5,2,0.0,,0,0,41374,1,,,,,,3.0,2737.3856,9480.0,,-1,,,,,,,313224.0,2012,632,617,1,1,0,0,1,18.0,,1.0,350.0,1.0,51.0,2012,MIS4_to_MIS8,2011-2012,True,False,False,1
