hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2011_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,race21_t1,race26_t1,occ2012_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state_t,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
659250365300943,10,2.0,1,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,1,61,2.0,1,43,4,,1,1,1,1,2,231,231,231,4,0,18,2.0,2.0,4.0,60.0,,,,,,,,5.0,4.0,0.0,1,2.0,2.0,2.0,,2403.0,2.0,2.0,,,,10000.7645,2622.1116,0,0,1.0,,0,42,30149,1,,,,2.0,,,2604.4356,5090.0,4720.0,-1,,,,,,,365523.0,2011,621,618,0,0,0,0,0,16.0,16.0,22.0,2011,2.0,1,8,2,8900,89001,1,36,35620,59,2.0,1.0,,7,1,62,2.0,1,43,4,,1,1,1,2,231,231,231,4,0,18,2.0,2.0,5.0,70.0,,,,,,,,5.0,4.0,0.0,1,2.0,2.0,2.0,,1057.0,1.0,,,,,12095.3374,3064.0848,0,0,1.0,,0,42,40243,1,,,,2.0,,,3070.5934,5090.0,,-1,,,,,,,363897.0,2012,633,618,0,0,0,0,0,16.0,,4.0,9000.0,22.0,22.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
659250365300943,10,2.0,1,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,3,57,1.0,2,43,4,,2,1,2,1,2,231,231,231,4,0,18,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12164.3234,3048.8689,0,0,,,0,0,30149,2,,,,2.0,,,3081.5134,,,-1,,,,,,,365524.0,2011,621,618,0,0,0,0,0,16.0,,,2011,2.0,1,8,2,8900,89001,1,36,35620,59,2.0,1.0,,7,3,57,1.0,2,43,4,,1,2,1,2,231,231,231,4,0,18,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,1000.0,400.0,2.0,2.0,,,,16005.3892,4026.7657,0,0,0.0,0.0,0,0,40243,2,,,,2.0,,,3960.7222,5380.0,,-1,,,,,,,363898.0,2012,633,618,0,0,0,0,0,16.0,,4.0,5240.0,17.0,22.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
659440219600943,10,1.0,1,4,2,8900,89001,1,1,21,36,15380,0,2.0,1.0,,5,1,50,2.0,1,39,1,,1,1,1,1,2,57,57,120,1,0,0,1.0,2.0,10.0,-4.0,,,,,,,,5.0,7.0,0.0,2,,,,,,,,,,,11934.6832,3042.0218,4,1,,,0,0,60474,1,1.0,,,,,,3020.9432,770.0,6260.0,-1,,,,,,,365525.0,2011,621,618,0,0,0,1,0,12.0,19.0,4.0,2011,1.0,1,8,2,8900,89001,1,36,15380,0,2.0,1.0,,5,1,51,2.0,1,39,1,,1,1,1,2,57,57,120,1,0,0,1.0,1.0,,-4.0,4.0,10.0,,,4.0,,,4.0,7.0,0.0,2,,,,,,,,,,,11257.9365,2822.2726,4,1,,,0,0,55683,1,1.0,,,,,,2843.7729,770.0,,-1,,,,,,,363899.0,2012,633,618,0,0,0,1,0,12.0,,1.0,6260.0,19.0,4.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
659440219600943,10,1.0,1,4,2,8900,89001,1,1,21,36,15380,0,2.0,1.0,,5,3,45,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13308.4653,3289.0129,4,1,,,0,0,60474,2,,,,2.0,,,3371.3518,,,-1,,,,,,,365526.0,2011,621,618,0,0,0,1,0,16.0,,,2011,1.0,1,8,2,8900,89001,1,36,15380,0,2.0,1.0,,5,3,46,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,11936.1694,3009.4428,4,1,,,0,0,55683,2,,,,2.0,,,2991.7071,1190.0,,-1,,,,,,,363900.0,2012,633,618,0,0,0,1,0,16.0,,1.0,4700.0,16.0,14.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
659440219600943,10,1.0,1,4,2,8900,89001,1,1,21,36,15380,0,2.0,1.0,,5,4,16,,2,36,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,14086.6578,3540.3172,0,0,,,0,0,60474,3,,,,,,,3559.4111,,,-1,,,,,2.0,1.0,365527.0,2011,621,618,0,0,0,0,0,10.0,,,2011,1.0,1,8,2,8900,89001,1,36,15380,0,2.0,1.0,,5,4,17,,2,37,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,8.0,,8.0,,,20.0,,,7.0,4.0,0.0,1,2.0,,1.0,725.0,58.0,2.0,2.0,1.0,1.0,1.0,12673.8447,3725.0347,0,0,0.0,0.0,0,0,55683,3,,,,,,,3469.9647,5170.0,,-1,,,,,2.0,1.0,363901.0,2012,633,618,0,0,0,0,0,11.0,,1.0,4760.0,16.0,22.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
659540419650943,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,1,41,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1480.76,2.0,2.0,,,,12698.4493,3152.0271,3,3,0.0,,0,0,2031,1,,,,2.0,,,3187.0994,7490.0,630.0,-1,,,,,,,365528.0,2011,621,618,0,0,1,0,0,16.0,2.0,36.0,2011,2.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,1,42,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1211.53,2.0,2.0,,,,14512.9462,3608.3099,3,3,0.0,,0,0,28866,1,,,,2.0,,,3629.5868,7590.0,,-1,,,,,,,363902.0,2012,633,618,0,0,1,0,0,16.0,,1.0,630.0,2.0,38.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
659540419650943,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,3,50,1.0,1,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,1.0,0.0,2,,,,,,,,,,,13172.0023,3143.5529,3,3,,,0,0,2031,2,,,2.0,,,,3246.4561,6370.0,5540.0,-1,,,,,,,365529.0,2011,621,618,0,0,1,0,0,13.0,17.0,23.0,2011,2.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,3,51,1.0,1,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,19.0,,,7.0,1.0,0.0,1,2.0,2.0,2.0,,1019.23,1.0,,,,,12689.7419,3051.6083,3,3,0.0,,0,0,28866,2,,,2.0,,,,3074.8557,6370.0,,-1,,,,,,,363903.0,2012,633,618,0,0,1,0,0,13.0,,1.0,5540.0,17.0,23.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,1,0,recruitment
669060574780943,10,1.0,4,4,2,8900,89001,1,1,21,36,35620,59,2.0,1.0,,7,1,50,,2,43,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2500.0,2.0,2.0,,,,13912.9456,3434.2986,10,2,0.0,,0,0,5812,1,,,,2.0,,,3423.4897,6970.0,5700.0,-1,,,,,,,365542.0,2011,621,618,0,0,1,1,0,16.0,17.0,32.0,2011,1.0,4,8,2,8900,89001,1,36,35620,59,2.0,1.0,,7,1,51,,2,43,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2500.0,2.0,2.0,,,,12860.3185,3268.2733,4,2,0.0,,0,0,40245,1,,,,2.0,,,3283.2279,6970.0,,-1,,,,,,,363918.0,2012,633,618,0,0,0,1,0,16.0,,1.0,5700.0,17.0,32.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
669470306460943,10,1.0,3,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,1,75,,1,40,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12365.0105,3080.3107,0,0,,,0,0,2078,1,,,2.0,,,,3081.3123,,,-1,,,,,,,365551.0,2011,621,618,0,0,0,0,0,13.0,,,2011,2.0,3,8,2,8900,89001,1,36,35620,119,2.0,1.0,,7,1,76,,1,34,1,,1,1,5,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12122.5752,3039.4135,0,0,,,0,0,2001,1,,,,,,,3047.0192,,,-1,,,,,,,363931.0,2012,633,618,0,0,0,0,0,7.5,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
669470306460943,10,1.0,3,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,7,72,,2,44,1,,3,1,4,4,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13439.2776,3319.9715,0,0,,,0,0,2078,3,,,,,,2.0,3330.4011,,,-1,,,,,,,365552.0,2011,621,618,0,0,0,0,0,18.0,,,2011,2.0,3,8,2,8900,89001,1,36,35620,119,2.0,1.0,,7,7,74,,2,33,1,,1,4,4,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12747.6931,3237.1499,0,0,,,0,0,2001,3,,,,,,,3258.2205,,,-1,,,,,,,363932.0,2012,633,618,0,0,0,0,0,5.5,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
669470306460943,10,1.0,3,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,7,77,,1,43,1,,2,1,4,7,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12365.0105,3080.3107,0,0,,,0,0,2078,2,,,,2.0,,,3081.3123,,,-1,,,,,,,365553.0,2011,621,618,0,0,0,0,0,16.0,,,2011,2.0,3,8,2,8900,89001,1,36,35620,119,2.0,1.0,,7,7,78,,1,34,1,,1,4,7,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12122.5752,3039.4135,0,0,,,0,0,2001,2,,,,,,,3047.0192,,,-1,,,,,,,363933.0,2012,633,618,0,0,0,0,0,7.5,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
669830273990943,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,3,42,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1538.0,2.0,2.0,,,,12276.1715,3114.3768,6,2,1.0,,0,0,15448,2,1.0,,,,,,3104.2395,6670.0,20.0,-1,,,,,,,365562.0,2011,621,618,1,0,1,0,1,12.0,1.0,27.0,2011,1.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,3,43,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1692.0,2.0,2.0,,,,14228.9273,3594.1355,6,2,1.0,,0,0,31944,2,1.0,,,,,,3593.8005,6670.0,,-1,,,,,,,363941.0,2012,633,618,1,0,1,0,1,12.0,,1.0,7000.0,20.0,27.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
689230048530943,10,3.0,1,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,1,80,2.0,1,39,1,,1,1,1,1,2,57,120,120,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12365.0105,3080.3107,0,0,,,0,0,2081,1,1.0,,,,,,3081.3123,,,-1,,,,,,,365571.0,2011,621,618,0,0,0,0,0,12.0,,,2011,4.0,1,8,2,8900,89001,1,36,35620,119,2.0,1.0,,7,1,80,2.0,1,39,1,,1,1,1,2,57,120,120,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12122.5752,3039.4135,0,0,,,0,0,14474,1,1.0,,,,,,3047.0192,,,-1,,,,,,,363951.0,2012,633,618,0,0,0,0,0,12.0,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
689230048530943,10,3.0,1,4,2,8900,89001,1,1,21,36,35620,119,2.0,1.0,,7,3,80,1.0,2,39,1,,2,1,2,1,2,137,137,137,4,0,1,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12518.3335,3092.4661,0,0,,,0,0,2081,2,1.0,,,,,,3102.181,,,-1,,,,,,,365572.0,2011,621,618,0,0,0,0,0,12.0,,,2011,4.0,1,8,2,8900,89001,1,36,35620,119,2.0,1.0,,7,3,80,1.0,2,39,1,,1,2,1,2,137,137,137,4,0,1,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13140.6314,3336.9327,0,0,,,0,0,14474,2,1.0,,,,,,3358.6527,,,-1,,,,,,,363952.0,2012,633,618,0,0,0,0,0,12.0,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
689480939660943,10,1.0,1,4,2,8900,89001,1,1,21,36,45060,67,2.0,1.0,,4,3,62,1.0,1,45,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,65.0,,65.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1076.0,2.0,2.0,,,,11609.932,3023.0422,0,0,1.0,,0,0,5832,2,,,,,,,3023.5009,7270.0,2100.0,-1,,,,,,,365587.0,2011,621,618,0,0,0,0,0,18.0,7.0,36.0,2011,1.0,1,8,2,8900,89001,1,36,45060,67,2.0,1.0,,4,3,63,1.0,1,45,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1538.0,2.0,2.0,,,,11968.1131,3028.679,0,0,1.0,,0,42,14313,2,,,,,,,3038.2954,7860.0,,-1,,,,,,,363964.0,2012,633,618,0,0,0,0,0,18.0,,1.0,2310.0,8.0,40.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
689510369230943,10,1.0,7,4,2,8900,89001,1,1,21,36,10580,0,2.0,1.0,,4,2,72,,2,39,1,,1,0,0,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1000.0,400.0,2.0,2.0,,,,11833.3018,3212.7423,0,0,1.0,1.0,0,42,2000,1,1.0,,,,,,3116.703,4970.0,4720.0,-1,,,,,,,365588.0,2011,621,618,0,0,0,0,0,12.0,16.0,22.0,2011,1.0,7,8,2,8900,89001,1,36,10580,0,2.0,1.0,,4,2,73,,2,39,1,,0,0,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,1500.0,1.0,,,,,12766.4729,2993.8703,0,0,1.0,,0,42,62102,1,1.0,,,,,,2859.6167,4970.0,,-1,,,,,,,363965.0,2012,633,618,0,0,0,0,0,12.0,,1.0,4720.0,16.0,22.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
689580732600943,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,1,47,2.0,1,39,1,,1,1,1,1,2,120,120,120,4,0,4,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13220.4014,3307.3443,3,1,,,0,0,41742,1,2.0,7.0,,,,,3258.3849,,,-1,,,,,,,365593.0,2011,621,618,0,0,1,0,0,11.0,,,2011,1.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,1,48,2.0,1,39,1,,1,1,1,2,120,120,120,4,0,4,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12832.0819,3404.5463,4,1,,,0,0,28867,1,2.0,7.0,,,,,3365.8988,,,-1,,,,,,,363967.0,2012,633,618,0,0,0,1,0,11.0,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
689580732600943,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,3,43,1.0,2,40,1,,2,1,2,1,2,57,57,332,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,12709.142,3152.0271,3,1,,,0,0,41742,2,,,2.0,,,,3187.0994,4470.0,4710.0,-1,,,,,,,365594.0,2011,621,618,0,0,1,0,0,13.0,16.0,21.0,2011,1.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,3,44,1.0,2,40,1,,1,2,1,2,57,57,332,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14437.963,3608.3099,4,1,,,0,0,28867,2,,,4.0,,,,3588.1948,,,-1,,,,,,,363968.0,2012,633,618,0,0,0,1,0,15.0,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
689580732600943,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,4,20,,1,39,1,,4,1,3,7,2,57,120,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,12817.365,3498.9196,0,0,,,0,0,41742,4,1.0,,,,,,3461.2144,,,-1,,,,,2.0,1.0,365595.0,2011,621,618,0,0,0,0,0,12.0,,,2011,1.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,4,21,,1,40,1,,1,3,7,2,57,120,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,16660.8019,4038.8156,0,0,,,0,0,28867,4,,,4.0,,,,4052.325,,,-1,,,,,2.0,1.0,363970.0,2012,633,618,0,0,0,0,0,15.0,,1.0,,,,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,0,recruitment
689580732600943,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,4,21,,1,43,1,,3,1,3,7,2,57,120,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1500.0,600.0,2.0,2.0,2.0,,,13825.3355,3498.9196,0,0,1.0,1.0,0,42,41742,3,,,,2.0,,,3501.7135,6690.0,4840.0,-1,,,,,2.0,1.0,365596.0,2011,621,618,0,0,0,0,0,16.0,16.0,29.0,2011,1.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,4,23,,1,43,1,,1,3,7,2,57,120,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,2.0,,,15794.7454,4038.8156,0,0,1.0,,0,42,28867,3,,,,2.0,,,4041.2864,4790.0,,-1,,,,,2.0,1.0,363971.0,2012,633,618,0,0,0,0,0,16.0,,1.0,4760.0,16.0,22.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
689610199140943,10,1.0,1,4,2,8900,89001,1,1,21,36,40380,0,2.0,1.0,,5,1,49,2.0,1,44,1,,1,1,1,1,2,138,138,138,5,0,12,1.0,2.0,14.0,20.0,,,,,,,,10.0,7.0,0.0,2,,,,,,,,,,,12692.2286,3200.523,3,1,,,0,0,19592,1,,,,,,2.0,3212.6954,7460.0,710.0,-1,,,,,,,365600.0,2011,621,618,0,0,1,0,0,18.0,2.0,36.0,2011,1.0,1,8,2,8900,89001,1,36,40380,0,2.0,1.0,,5,1,50,2.0,1,44,1,,1,1,1,2,138,138,138,5,0,12,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,2.0,,,,11736.0771,2822.2726,4,1,0.0,,0,0,40429,1,,,,,,2.0,2843.7729,7380.0,,-1,,,,,,,363975.0,2012,633,618,0,0,0,1,0,18.0,,1.0,1007.0,3.0,36.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
689610199140943,10,1.0,1,4,2,8900,89001,1,1,21,36,40380,0,2.0,1.0,,5,3,50,1.0,2,46,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,32.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,1153.84,2.0,2.0,,,,13463.5823,3323.3769,3,1,0.0,,0,42,19592,2,,,,,,,3312.9171,7460.0,1860.0,2200,,,,,,,365601.0,2011,621,618,0,0,1,0,0,18.0,5.0,36.0,2011,1.0,1,8,2,8900,89001,1,36,40380,0,2.0,1.0,,5,3,51,1.0,2,46,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,24.0,,36.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,3000.0,720.0,2.0,2.0,,,,11893.8344,3022.6547,4,1,0.0,0.0,0,0,40429,2,,,,,,,3036.4854,7290.0,,2200,,,,,,,363976.0,2012,633,618,0,0,0,1,0,18.0,,1.0,1860.0,5.0,36.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
704904113797256,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,1,59,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,,,,12768.3617,3206.4569,0,0,0.0,,0,0,30380,1,,,,2.0,,,3182.8189,7290.0,1300.0,4850,,,,,,,365612.0,2011,621,618,0,0,0,0,0,16.0,4.0,36.0,2011,1.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,1,60,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,37.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,3400.0,1403.84,2.0,2.0,,,,12343.6866,3123.7225,0,0,0.0,0.0,0,0,31945,1,,,,2.0,,,3133.6407,7290.0,,430,,,,,,,363987.0,2012,633,618,0,0,0,0,0,16.0,,1.0,1300.0,4.0,36.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
704904113797256,10,1.0,1,4,2,8900,89001,1,1,21,36,35620,103,2.0,1.0,,7,3,58,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,26.0,,26.0,,,14.0,,,6.0,4.0,0.0,1,2.0,,1.0,1450.0,377.0,2.0,2.0,,,,12722.8164,3149.4293,0,0,0.0,0.0,0,0,30380,2,,,3.0,,,,3144.6864,8590.0,5400.0,-1,,,,,,,365613.0,2011,621,618,0,0,0,0,0,14.0,17.0,44.0,2011,1.0,1,8,2,8900,89001,1,36,35620,103,2.0,1.0,,7,3,59,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,18.0,,18.0,,,15.0,,,6.0,4.0,0.0,1,2.0,,1.0,1450.0,261.0,2.0,2.0,,,,13066.2023,3215.9914,0,0,0.0,0.0,0,0,31945,2,,,3.0,,,,3233.3857,8590.0,,-1,,,,,,,363988.0,2012,633,618,0,0,0,0,0,14.0,,1.0,5400.0,17.0,44.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
746398589600946,10,1.0,6,4,2,8900,89001,1,1,21,36,45060,0,2.0,1.0,,4,2,52,,1,39,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,38.0,,99.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1550.0,623.62,2.0,2.0,,,,12370.119,3042.0218,0,0,0.0,0.0,0,0,65520,1,1.0,,,,,,3020.9432,770.0,6820.0,4610,3.0,,,,,,365614.0,2011,621,618,0,0,0,0,0,12.0,19.0,4.0,2011,1.0,6,8,2,8900,89001,1,36,45060,0,2.0,1.0,,4,2,53,,1,39,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,38.0,,37.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,800.0,589.0,2.0,2.0,,,,11736.0771,2822.2726,0,0,0.0,1.0,0,0,14167,1,1.0,,,,,,2843.7729,770.0,,-1,3.0,,,,,,363989.0,2012,633,618,0,0,0,0,0,12.0,,1.0,6200.0,19.0,4.0,2012,MIS4_to_MIS8,new_york,0,2011-2012,0,0,1,recruitment
