hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2011_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,race21_t1,race26_t1,occ2012_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state_t,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
767390133280981,6,1.0,4,4,2,8800,88002,2,2,33,17,16980,0,2.0,1.0,,7,1,39,,2,39,2,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,60.0,,99.0,,,,,,2.0,5.0,0.0,1,2.0,1.0,1.0,2200.0,865.38,2.0,2.0,,,,11342.4447,2907.681,4,1,0.0,0.0,0,0,58937,1,1.0,,,,,,2881.9266,8190.0,2000.0,2000,,,,,,,201095.0,2011,617,614,0,0,0,1,0,12.0,6.0,41.0,2011,1.0,4,8,2,8800,88002,2,17,16980,0,2.0,1.0,,7,1,40,,2,41,2,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,276.0,1.0,,,,,10546.3684,2782.1793,4,1,1.0,,0,42,59548,1,,,3.0,,,,2739.3222,8190.0,,-1,,,,,,,199850.0,2012,629,614,0,0,0,1,0,14.0,,2.0,2010.0,6.0,41.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
767390133280981,6,1.0,4,4,2,8800,88002,2,2,33,17,16980,0,2.0,1.0,,7,4,20,,1,39,2,,2,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,14531.0387,3845.1296,0,0,,,0,0,58937,2,1.0,,,,,,3712.1904,,,-1,,,,,1.0,,201097.0,2011,617,614,0,0,0,0,0,12.0,,,2011,1.0,4,8,2,8800,88002,2,17,16980,0,2.0,1.0,,7,4,21,,1,40,2,,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,39.0,6.0,12.0,,,2,,,,,,,,1.0,1.0,2.0,12635.7002,3556.6687,0,0,,,0,0,59548,2,,,1.0,,,,3668.2432,,,-1,,,,,1.0,,199852.0,2012,629,614,0,0,0,0,0,12.0,,2.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
769920028230981,6,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,70,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13410.6662,3215.9049,0,0,,,0,0,19793,2,1.0,,,,,,3294.074,,,-1,,,,,,,201102.0,2011,617,614,0,0,0,0,0,12.0,,,2011,2.0,7,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,2,71,,2,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12419.8641,3068.6131,0,0,,,0,0,7364,2,1.0,,,,,,3116.207,,,-1,,,,,,,199860.0,2012,629,614,0,0,0,0,0,12.0,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
789050455720981,6,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,77,2.0,2,34,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13756.0798,3298.7358,0,0,,,0,0,43706,1,,,,,,,3378.9183,,,-1,,,,,,,201108.0,2011,617,614,0,0,0,0,0,7.5,,,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,79,2.0,2,34,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12902.0739,3187.7542,0,0,,,0,0,34381,1,,,,,,,3237.1959,,,-1,,,,,,,199867.0,2012,629,614,0,0,0,0,0,7.5,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
789050455720981,6,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,79,1.0,1,34,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12788.9481,3069.1802,0,0,,,0,0,43706,2,,,,,,,3151.2477,,,-1,,,,,,,201109.0,2011,617,614,0,0,0,0,0,7.5,,,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,79,1.0,1,34,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12409.9933,3093.5753,0,0,,,0,0,34381,2,,,,,,,3142.5796,,,-1,,,,,,,199868.0,2012,629,614,0,0,0,0,0,7.5,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
789380556200981,6,2.0,1,4,2,8800,88001,1,1,33,17,41180,119,2.0,1.0,,6,1,41,2.0,1,45,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2884.61,1.0,,,,,11856.9718,2970.0453,8,4,1.0,,0,0,55170,1,,,,,,,2963.2903,7390.0,430.0,-1,,,,,,,201115.0,2011,617,614,0,1,1,0,1,18.0,1.0,36.0,2011,2.0,1,8,2,8800,88001,1,17,41180,119,2.0,1.0,,6,1,42,2.0,1,45,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,11877.3323,2977.8187,8,4,,,0,0,55710,1,,,,,,,2960.0363,7390.0,,-1,,,,,,,199870.0,2012,629,614,0,1,1,0,1,18.0,,1.0,430.0,1.0,36.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
789380556200981,6,2.0,1,4,2,8800,88001,1,1,33,17,41180,119,2.0,1.0,,6,3,40,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10661.8546,2584.0464,8,4,,,0,0,55170,2,,,,,,2.0,2605.6936,,,-1,,,,,,,201116.0,2011,617,614,0,1,1,0,1,18.0,,,2011,2.0,1,8,2,8800,88001,1,17,41180,119,2.0,1.0,,6,3,41,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9750.4033,2448.1996,8,4,,,0,0,55710,2,,,,,,2.0,2478.537,,,-1,,,,,,,199871.0,2012,629,614,0,1,1,0,1,18.0,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
789410581840981,6,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,44,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,52.0,2.0,11.0,4.0,0.0,2,,,,,,,,,,,12658.1659,3022.9089,8,3,,,0,0,16236,1,,,4.0,,,,2958.5232,6680.0,4710.0,-1,3.0,,,,,,201121.0,2011,617,614,0,1,1,0,1,15.0,16.0,29.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,45,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,41.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,2500.0,1100.0,2.0,2.0,,,,12953.6236,3176.3976,3,3,0.0,0.0,0,0,34207,1,,,3.0,,,,3162.7644,7290.0,,-1,3.0,,,,,,199876.0,2012,629,614,0,0,1,0,0,14.0,,1.0,1410.0,4.0,36.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
789410581840981,6,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,41,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,786.0,2.0,2.0,,,,10176.4787,2630.0396,8,3,0.0,,0,0,16236,2,,,,2.0,,,2624.5503,5690.0,4900.0,-1,,,,,,,201122.0,2011,617,614,0,1,1,0,1,16.0,16.0,22.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,42,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,49.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,750.0,903.84,2.0,2.0,,,,9519.7609,2496.8166,3,3,0.0,1.0,0,0,34207,2,,,,2.0,,,2470.318,5690.0,,-1,,,,,,,199877.0,2012,629,614,0,0,1,0,0,16.0,,1.0,8740.0,21.0,22.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
789610515750981,6,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,64,2.0,1,46,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,60.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,11853.2459,3129.8908,0,0,,,0,0,19852,1,,,,,,,3040.7479,7970.0,3060.0,-1,,,,,,,201126.0,2011,617,614,0,0,0,0,0,18.0,10.0,42.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,65,2.0,1,45,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,8.0,32.0,,,8.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,,,,13376.5901,3220.7937,0,0,0.0,,0,0,3806,1,,,,,,,3150.3365,8190.0,,-1,,,,,,,199881.0,2012,629,614,0,0,0,0,0,18.0,,1.0,3060.0,10.0,41.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
789610515750981,6,2.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,63,1.0,2,44,4,,2,1,2,1,2,207,207,207,4,0,2,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10880.9221,2642.1997,0,0,,,0,0,19852,2,,,,,,2.0,2672.6907,,,-1,,,,,,,201127.0,2011,617,614,0,0,0,0,0,18.0,,,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,64,1.0,2,44,4,,1,2,1,2,207,207,207,4,0,2,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13485.9643,3258.9977,0,0,,,0,0,3806,2,,,,,,2.0,3383.6969,,,-1,,,,,,,199882.0,2012,629,614,0,0,0,0,0,18.0,,4.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
808900551997287,6,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,67,2.0,2,39,1,4.0,1,1,1,1,2,314,310,314,4,0,4,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12446.5079,3057.8486,0,0,,,0,0,58952,1,1.0,,,,,,3057.247,,,-1,,,,,,,201133.0,2011,617,614,0,0,0,0,0,12.0,,,2011,1.0,7,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,2,68,,2,39,1,4.0,0,0,4,2,314,310,314,4,0,4,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11864.2389,2929.1917,0,0,,,0,0,20567,1,1.0,,,,,,2976.7978,,,-1,,,,,,,199886.0,2012,629,614,0,0,0,0,0,12.0,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
808908351488877,6,1.0,3,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,62,,1,44,1,,1,1,1,7,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,119.0,5.0,11.0,5.0,0.0,2,,,,,,,,,,,11887.7866,3176.9766,0,0,,,0,0,19751,1,,,,,,2.0,3198.979,8370.0,2340.0,-1,,,,,,,201138.0,2011,617,614,0,0,0,0,0,18.0,8.0,43.0,2011,1.0,3,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,63,,1,44,1,,1,1,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,2.0,,,,1.0,,,2,,,,,,,,,,,12470.5663,3073.6106,0,0,,,0,0,20426,1,,,,,,2.0,3157.9185,,,-1,,,,,,,199889.0,2012,629,614,0,0,0,0,0,18.0,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
808908351488877,6,1.0,3,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,7,49,,1,44,1,,2,1,4,7,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13000.1241,3288.7232,0,0,,,0,0,19751,2,,,,,,2.0,3252.7381,,,-1,,,,,,,201139.0,2011,617,614,0,0,0,0,0,18.0,,,2011,1.0,3,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,7,50,,1,44,1,,1,4,7,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11942.0348,3120.2819,0,0,,,0,0,20426,2,,,,,,2.0,3213.4612,,,-1,,,,,,,199890.0,2012,629,614,0,0,0,0,0,18.0,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
810709803091926,6,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,54,2.0,2,43,1,,1,1,1,1,2,212,212,212,4,0,12,1.0,1.0,,20.0,,20.0,,,14.0,,,6.0,4.0,0.0,1,2.0,,1.0,975.0,195.0,2.0,2.0,,,,14228.83,3554.9667,0,0,0.0,0.0,0,0,19749,1,,,,2.0,,,3482.8887,5380.0,4760.0,-1,,,,,,,201141.0,2011,617,614,0,0,0,0,0,16.0,16.0,22.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,55,2.0,2,43,1,,1,1,1,2,212,212,212,4,0,12,1.0,1.0,,40.0,,41.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1175.0,450.0,2.0,2.0,,,,13001.5812,3300.6619,0,0,0.0,0.0,0,0,20424,1,,,,2.0,,,3243.5433,5170.0,,-1,,,,,,,199893.0,2012,629,614,0,0,0,0,0,16.0,,1.0,4760.0,16.0,22.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
810709803091926,6,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,58,1.0,1,43,1,,2,1,2,1,2,212,212,212,4,0,7,2.0,1.0,,40.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1442.3,2.0,2.0,,,,12305.3978,3116.0363,0,0,0.0,,0,0,19749,2,,,,2.0,,,3095.5114,7290.0,1360.0,-1,,,,,,,201142.0,2011,617,614,0,0,0,0,0,16.0,4.0,36.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,59,1.0,1,43,1,,1,2,1,2,212,212,212,4,0,7,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,2.0,,,,11926.518,2985.1646,0,0,0.0,,0,0,20424,2,,,,2.0,,,2966.6826,770.0,,-1,,,,,,,199894.0,2012,629,614,0,0,0,0,0,16.0,,1.0,1360.0,4.0,4.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
810709923345098,6,1.0,7,4,2,8800,88001,1,1,33,17,41180,119,2.0,1.0,,6,2,69,,2,43,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9840.3767,2500.7936,0,0,,,0,0,19906,1,,,,1.0,2.0,,2533.3596,,,-1,,,,,,,201143.0,2011,617,614,0,0,0,0,0,17.0,,,2011,1.0,7,8,2,8800,88001,1,17,41180,119,2.0,1.0,,6,2,70,,2,43,2,,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12155.4104,3071.2551,0,0,,,0,0,20624,1,,,,1.0,1.0,,3058.4296,,,-1,,,,,,,199895.0,2012,629,614,0,0,0,0,0,18.0,,2.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
810709932663379,6,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,1,61,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,12031.5652,3176.9766,0,0,,,0,0,19796,1,,,,,,3.0,3086.4927,7280.0,800.0,-1,,,,,,,201145.0,2011,617,614,0,0,0,0,0,18.0,2.0,36.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,1,62,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,12570.9274,3189.6772,0,0,,,0,0,20481,1,,,,,,3.0,3132.8922,7280.0,,-1,,,,,,,199897.0,2012,629,614,0,0,0,0,0,18.0,,1.0,800.0,2.0,36.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
810709932663379,6,1.0,1,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,3,61,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,13057.6155,3412.0957,0,0,,,0,0,19796,2,,,,2.0,,,3353.6607,5490.0,4700.0,-1,,,,,,,201146.0,2011,617,614,0,0,0,0,0,16.0,16.0,22.0,2011,1.0,1,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,3,62,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,,40.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,11879.3897,2844.5798,0,0,,,0,0,20481,2,,,,2.0,,,2794.2807,5490.0,,-1,,,,,,,199898.0,2012,629,614,0,0,0,0,0,16.0,,1.0,4700.0,16.0,22.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
810709933125292,6,1.0,6,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,2,55,,1,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,3825.0,1100.0,1.0,,,,,12305.3978,3116.0363,0,0,0.0,0.0,0,0,3697,1,,,2.0,,,,3095.5114,7070.0,8610.0,-1,,,,,,,201147.0,2011,617,614,0,0,0,0,0,13.0,21.0,34.0,2011,1.0,6,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,2,57,,1,40,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,3800.0,2100.0,1.0,,,,,11926.518,2985.1646,0,0,0.0,0.0,0,0,3802,1,,,2.0,,,,2966.6826,7070.0,,-1,,,,,,,199899.0,2012,629,614,0,0,0,0,0,13.0,,1.0,300.0,1.0,34.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
810709947604376,6,1.0,1,4,2,8800,88001,1,1,33,17,41180,119,2.0,1.0,,6,1,79,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12565.2994,3015.5075,0,0,,,0,0,43655,1,1.0,,,,,,3096.1398,,,-1,6.0,,,,,,201155.0,2011,617,614,0,0,0,0,0,12.0,,,2011,2.0,1,8,2,8800,88001,1,17,41180,119,2.0,1.0,,6,1,80,2.0,1,35,1,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12168.3511,3033.3385,0,0,,,0,0,34317,1,,,,,,,3081.3886,,,-1,6.0,,,,,,199902.0,2012,629,614,0,0,0,0,0,9.0,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
810709947604376,6,1.0,1,4,2,8800,88001,1,1,33,17,41180,119,2.0,1.0,,6,3,75,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13515.5183,3241.0486,0,0,,,0,0,43655,2,1.0,,,,,,3319.8289,,,-1,,,,,,,201156.0,2011,617,614,0,0,0,0,0,12.0,,,2011,2.0,1,8,2,8800,88001,1,17,41180,119,2.0,1.0,,6,3,75,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12650.8501,3125.6835,0,0,,,0,0,34317,2,1.0,,,,,,3174.1625,,,-1,,,,,,,199903.0,2012,629,614,0,0,0,0,0,12.0,,1.0,,,,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,0,recruitment
810709964108699,6,2.0,1,4,2,8800,88001,1,1,33,17,16980,111,2.0,1.0,,7,1,54,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,12448.8176,3138.7155,3,1,0.0,,0,0,6818,1,,,3.0,,,,3111.586,4190.0,4710.0,-1,,,,,,,201159.0,2011,617,614,0,0,1,0,0,14.0,16.0,21.0,2011,2.0,1,8,2,8800,88001,1,17,16980,111,2.0,1.0,,7,1,55,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,,,,11926.518,2985.1646,3,1,0.0,,0,0,34294,1,,,3.0,,,,2966.6826,4190.0,,-1,,,,,,,199906.0,2012,629,614,0,0,1,0,0,14.0,,1.0,4710.0,16.0,21.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
810709964108699,6,2.0,1,4,2,8800,88001,1,1,33,17,16980,111,2.0,1.0,,7,3,50,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,480.76,2.0,2.0,,,,14228.83,3554.9667,3,1,0.0,,0,0,6818,2,,,2.0,,,,3482.8887,8980.0,4520.0,-1,,,,,,,201160.0,2011,617,614,0,0,1,0,0,13.0,15.0,48.0,2011,2.0,1,8,2,8800,88001,1,17,16980,111,2.0,1.0,,7,3,51,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,576.92,2.0,2.0,,,,12506.4929,3178.2553,3,1,0.0,,0,0,34294,2,,,2.0,,,,3140.5129,8980.0,,-1,,,,,,,199907.0,2012,629,614,0,0,1,0,0,13.0,,1.0,4520.0,15.0,48.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
810709995197799,6,1.0,7,4,2,8800,88001,1,1,33,17,40420,0,2.0,1.0,,3,2,38,,2,41,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1442.0,1.0,,,,,11159.0414,2912.0489,0,0,1.0,,0,42,66408,1,,,2.0,,,,2877.9568,8090.0,3500.0,-1,,,,,,,201163.0,2011,617,614,0,0,0,0,0,13.0,10.0,42.0,2011,2.0,7,8,2,8800,88001,1,17,40420,0,2.0,1.0,,3,2,39,,2,41,1,,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,,1.0,1900.0,760.0,2.0,2.0,,,,9919.2249,2634.0959,0,0,0.0,0.0,0,0,44947,1,,,3.0,,,,2573.9764,8090.0,,-1,,,,,,,199909.0,2012,629,614,0,0,0,0,0,14.0,,1.0,3500.0,10.0,42.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
860078094718008,6,1.0,7,4,2,8800,88001,1,1,33,17,16980,0,2.0,1.0,,7,2,67,,2,40,1,,1,0,0,4,2,57,136,57,1,0,0,1.0,1.0,,40.0,,36.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,11778.4631,3127.5786,0,0,0.0,,0,0,55131,1,,,4.0,,,,3025.8834,2670.0,800.0,-1,,,,,,,201175.0,2011,617,614,0,0,0,0,0,15.0,2.0,6.0,2011,1.0,7,8,2,8800,88001,1,17,16980,0,2.0,1.0,,7,2,68,,2,42,1,,0,0,4,2,57,136,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,12736.4052,3146.8219,0,0,,,0,0,20417,1,,,3.0,,,,3195.6287,2670.0,,-1,,,,,,,199932.0,2012,629,614,0,0,0,0,0,14.0,,1.0,800.0,2.0,6.0,2012,MIS4_to_MIS8,illinois,1,2011-2012,0,0,1,recruitment
