hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
166443060065148,3,1.0,7,4,2,501,5011,1,1,36,13780,0,,1.0,,3,2,80,,2,46,1,,1,0,0,4,2,156,156,156,4,0,2,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1980.76,1.0,,,,,12178.9573,2921.8124,0,0,0.0,,0,0,12063,1,,,,,,,2838.192,7870.0,2200.0,-1,,,,,,,100214.0,2016,674,671,0,0,0,0,0,18.0,8.0,40.0,2016,1.0,7,8,2,501,5011,1,13780,0,,1.0,,3,2,80,,2,46,1,,0,0,4,2,156,156,156,4,0,2,1.0,1.0,,40.0,10.0,30.0,,,10.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,2211.53,1.0,,,,,12620.3681,2975.2988,0,0,0.0,,0,0,27009,1,,,,,,,2903.3465,7860.0,2310.0,-1,,,,,,,100036.0,2017,686,671,0,0,0,0,0,18.0,8.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
806308871610074,3,2.0,1,4,2,501,5011,1,1,36,46540,0,,1.0,,3,1,29,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,5.0,24.0,,,5.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,961.0,1.0,,2.0,,,16228.2543,4124.6164,1,1,1.0,,0,0,12157,1,,,,,,,4123.7634,9470.0,3850.0,-1,,,,,,,100275.0,2016,674,671,1,0,0,0,1,,12.0,51.0,2016,2.0,1,8,2,501,5011,1,46540,0,,1.0,,3,1,30,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,60.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,850.0,1923.07,1.0,,2.0,,,15548.6661,3929.1554,1,1,0.0,1.0,0,0,27082,1,,,,,,,3917.0655,9470.0,3850.0,-1,,,,,,,100106.0,2017,686,671,1,0,0,0,1,,12.0,51.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
806308871610074,3,2.0,1,4,2,501,5011,1,1,36,46540,0,,1.0,,3,3,29,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,942.3,1.0,,2.0,,,18441.2063,4653.5911,1,1,0.0,,0,0,12157,2,,,,,,,4557.0986,7860.0,2000.0,-1,,,,,,,100276.0,2016,674,671,1,0,0,0,1,,6.0,40.0,2016,2.0,1,8,2,501,5011,1,46540,0,,1.0,,3,3,30,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,10.0,22.0,,,10.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,2800.0,980.76,1.0,,2.0,,,12281.345,3068.2158,1,1,0.0,1.0,0,0,27082,2,,,,,,,3058.2005,7860.0,2000.0,-1,,,,,,,100107.0,2017,686,671,1,0,0,0,1,,6.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
910001843243306,3,1.0,1,4,2,501,5011,1,1,36,13780,0,,1.0,,3,3,53,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1100.0,1.0,,2.0,,,12578.2606,3095.0993,0,0,0.0,,0,0,61886,2,,,,,,,3080.7754,7860.0,2310.0,-1,,,,,,,100283.0,2016,674,671,0,0,0,0,0,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,13780,0,,1.0,,3,3,53,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,10.0,32.0,,,10.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1509.0,1.0,,2.0,,,13263.206,3353.8642,0,0,1.0,,0,0,63601,2,,,,,,,3332.1858,7860.0,2320.0,-1,,,,,,,100112.0,2017,686,671,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
51725003740773,3,2.0,1,4,2,501,5011,1,1,42,38300,129,2.0,1.0,,5,1,63,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,2235.0,849.3,1.0,,,,,15557.1603,3555.0697,0,0,0.0,0.0,0,0,2519,1,,,,,,,3587.9945,770.0,6320.0,-1,,,,,,,103974.0,2016,674,671,0,0,0,0,0,,19.0,4.0,2016,2.0,1,8,2,501,5011,1,38300,129,2.0,1.0,,5,1,64,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1400.0,560.0,2.0,2.0,,,,14243.3845,3472.35,0,0,1.0,1.0,0,42,28199,1,,,,,,,3460.4708,770.0,9130.0,-1,,,,,,,103930.0,2017,686,671,0,0,0,0,0,,22.0,4.0,2017,MIS4_to_MIS8,pennsylvania,0,2016-2017,1,0,0,0,retention
101400300210970,3,2.0,1,4,2,501,5011,1,1,42,38300,0,2.0,1.0,,5,1,64,2.0,2,36,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,20.0,,,18.0,,,7.0,2.0,0.0,1,2.0,,1.0,900.0,180.0,2.0,2.0,,,,10818.4796,2687.8849,0,0,1.0,1.0,0,0,13196,1,,,,,,,2679.71,8170.0,3600.0,-1,,,,,,,104013.0,2016,674,671,0,0,0,0,0,10.0,11.0,42.0,2016,1.0,1,8,2,501,5011,1,38300,0,2.0,1.0,,5,1,65,2.0,2,36,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,26.0,,15.0,,,18.0,,,7.0,4.0,0.0,1,2.0,,1.0,972.0,252.72,2.0,2.0,,,,14136.6294,3298.0377,0,0,1.0,1.0,0,0,2733,1,,,,,,,3252.1661,8170.0,3600.0,-1,,,,,,,103953.0,2017,686,671,0,0,0,0,0,10.0,11.0,42.0,2017,MIS4_to_MIS8,pennsylvania,0,2016-2017,0,1,0,1,retention
272490237961004,3,1.0,1,4,2,501,5011,1,1,42,37980,45,2.0,1.0,,7,3,37,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1701.0,1.0,,2.0,,,12122.473,2984.5231,8,2,1.0,,0,41,2398,2,,,,,,,3002.3273,7860.0,2540.0,-1,,,,,,,104137.0,2016,674,671,0,1,1,0,1,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,37980,45,2.0,1.0,,7,3,37,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1192.0,2.0,2.0,2.0,,,16285.312,4055.797,8,2,1.0,,0,42,61066,2,,,,,,,4047.4018,7390.0,5700.0,-1,,,,,,,104078.0,2017,686,671,0,1,1,0,1,,17.0,36.0,2017,MIS4_to_MIS8,pennsylvania,0,2016-2017,0,1,0,1,retention
403340415083211,3,1.0,1,4,2,501,5011,1,1,42,37980,17,2.0,1.0,,7,1,54,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,8.0,24.0,,,8.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,2190.47,1.0,,2.0,,,12018.4885,2957.1937,10,2,0.0,,0,0,26190,1,,,,,,,2967.4687,7860.0,2320.0,-1,,,,,,,104206.0,2016,674,671,0,0,1,1,0,,8.0,40.0,2016,1.0,4,8,2,501,5011,1,37980,17,2.0,1.0,,7,1,55,,2,44,1,,1,1,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,,,,12735.5203,3207.4757,4,1,0.0,,0,0,2748,1,,,,,,,3172.6046,7860.0,2310.0,-1,,,,,,,104123.0,2017,686,671,0,0,0,1,0,,8.0,40.0,2017,MIS4_to_MIS8,pennsylvania,0,2016-2017,1,0,0,0,retention
68072929403321,3,1.0,1,4,2,501,5011,1,1,42,0,107,3.0,2.0,,0,1,44,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,769.0,1.0,,2.0,,,12605.7062,3119.7617,10,3,1.0,,0,42,37748,1,,,,,,,3147.2714,9470.0,3850.0,-1,,,,,,,104425.0,2016,674,671,0,0,1,1,0,,12.0,51.0,2016,2.0,1,8,2,501,5011,1,0,107,3.0,2.0,,0,1,45,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,10.0,24.0,,,10.0,,,4.0,2.0,0.0,1,2.0,,1.0,4500.0,1800.0,1.0,,2.0,,,14071.4001,3530.6387,10,3,0.0,0.0,0,0,28169,1,,,,,,,3535.2328,9470.0,3850.0,-1,,,,,,,104323.0,2017,686,671,0,0,1,1,0,,12.0,51.0,2017,MIS4_to_MIS8,pennsylvania,0,2016-2017,1,0,0,0,retention
710006184537852,3,1.0,1,4,2,501,5011,1,1,42,0,107,3.0,2.0,,0,3,37,1.0,1,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,16.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,1.0,,2.0,,,12425.0967,3061.9487,10,2,0.0,,0,0,46469,2,,,3.0,,,,3102.1785,9470.0,3850.0,-1,,,,,,,104499.0,2016,674,671,0,0,1,1,0,14.0,12.0,51.0,2016,1.0,1,8,2,501,5011,1,0,107,3.0,2.0,,0,3,39,1.0,1,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,1.0,1.0,1.0,2600.0,1197.5,1.0,,2.0,,,14607.1113,3549.3106,10,2,0.0,1.0,0,0,48178,2,,,3.0,,,,3584.883,9470.0,3850.0,-1,,,,,,,104390.0,2017,686,671,0,0,1,1,0,14.0,12.0,51.0,2017,MIS4_to_MIS8,pennsylvania,0,2016-2017,1,0,0,0,retention
10306691175777,4,1.0,6,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,2,31,,1,44,1,,1,0,0,7,2,57,57,451,1,0,0,1.0,1.0,,60.0,,60.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,134.0,2.0,2.0,2.0,,,12863.9074,3229.3115,0,0,1.0,,0,0,65279,1,,,,,,,3207.5026,7870.0,2200.0,-1,,,,,,,124471.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,1.0,6,8,2,501,5011,1,16980,0,1.0,1.0,1.0,7,2,33,,1,44,1,,0,0,7,2,57,57,451,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,2.0,,,13717.5309,3420.8659,0,0,1.0,,0,0,50497,1,,,,,,,3430.7293,2190.0,1050.0,-1,,,,,,,124306.0,2017,687,672,0,0,0,0,0,,3.0,19.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,0,1,0,1,retention
10712915835957,4,1.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,3,60,1.0,1,43,1,1.0,2,1,2,1,2,303,303,303,4,21,19,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1711.0,2.0,2.0,,,,12094.0156,3216.9646,0,0,1.0,,0,0,43020,2,,,,,,,3202.0451,9470.0,3850.0,-1,,,,,,,124481.0,2016,675,672,0,0,0,0,0,,12.0,51.0,2016,1.0,1,8,2,501,5011,1,16980,0,1.0,1.0,1.0,7,3,61,1.0,1,39,1,1.0,1,2,1,2,303,303,303,4,21,11,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,500.0,2.0,2.0,,,,15082.6548,3802.0273,0,0,0.0,,0,0,16313,2,1.0,,,,,,3783.9074,7490.0,2910.0,-1,,,,,,,124314.0,2017,687,672,0,0,0,0,0,12.0,9.0,36.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,0,1,0,1,retention
105190917079716,4,1.0,4,4,2,501,5011,1,1,17,40420,0,1.0,1.0,,3,4,55,,2,43,2,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1700.0,680.0,2.0,2.0,,,,12485.6107,3265.7842,0,0,1.0,1.0,0,42,33189,2,,,,,,,3260.6717,9480.0,2010.0,-1,,,,,1.0,,124497.0,2016,675,672,0,0,0,0,0,,6.0,51.0,2016,1.0,4,8,2,501,5011,1,40420,0,1.0,1.0,,3,4,56,,2,44,2,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,2.0,0.0,1,2.0,,1.0,4057.0,1622.8,2.0,2.0,,,,15228.427,3549.1843,0,0,1.0,1.0,0,42,31388,2,,,,,,,3493.5509,9370.0,2010.0,-1,,,,,1.0,,124334.0,2017,687,672,0,0,0,0,0,,6.0,51.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
138140315064781,4,1.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,1,46,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1800.0,1153.0,1.0,,2.0,,,12891.8214,3197.6626,0,0,1.0,1.0,0,0,20751,1,,,,,,,3158.5764,9470.0,3850.0,-1,3.0,,,,,,124532.0,2016,675,672,0,0,0,0,0,,12.0,51.0,2016,1.0,1,8,2,501,5011,1,16980,0,1.0,1.0,1.0,7,1,46,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,1450.0,538.0,1.0,,2.0,,,12909.1566,3329.4971,0,0,1.0,1.0,0,0,16327,1,,,1.0,,,,3299.9516,9470.0,3850.0,-1,3.0,,,,,,124354.0,2017,687,672,0,0,0,0,0,12.0,12.0,51.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
304134581710168,4,1.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,12,25,,2,43,1,,5,0,0,7,2,57,57,57,1,0,0,2.0,2.0,8.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1230.0,1.0,,2.0,,,12378.7514,3241.9781,0,0,1.0,,0,42,17706,5,,,,,,,3192.9657,7860.0,2310.0,-1,,,,,,,124590.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,16980,0,1.0,1.0,1.0,7,12,28,,2,43,1,,0,0,7,2,57,57,57,1,0,0,2.0,2.0,8.0,40.0,,,,,,,,5.0,2.0,0.0,1,2.0,,1.0,1525.0,610.0,2.0,2.0,2.0,,,14613.2283,3653.7112,0,0,1.0,1.0,23,42,31103,5,,,,,,,3583.4996,7860.0,2310.0,-1,,,,,,,124419.0,2017,687,672,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
388057988101731,4,2.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,1,60,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1860.46,1.0,,,,,10638.7019,2720.9342,0,0,0.0,,0,0,20757,1,,,,,,,2676.7242,7860.0,2310.0,-1,,,,,,,124607.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,16980,0,1.0,1.0,1.0,7,1,61,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,2.0,4.0,33.0,,,,,,,,10.0,3.0,0.0,1,2.0,1.0,1.0,4500.0,2100.0,1.0,,,,,13774.4141,3411.2425,0,0,0.0,1.0,0,0,12589,1,,,,,,,3368.5028,7860.0,2310.0,-1,,,,,,,124436.0,2017,687,672,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
388057988101731,4,2.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,3,60,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,1538.46,2.0,2.0,,,,11105.9778,2980.7947,0,0,0.0,,0,0,20757,2,,,,,,,2940.4495,7870.0,430.0,-1,,,,,,,124608.0,2016,675,672,0,0,0,0,0,,1.0,40.0,2016,2.0,1,8,2,501,5011,1,16980,0,1.0,1.0,1.0,7,3,62,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1476.86,2.0,2.0,,,,13859.61,3517.5071,0,0,0.0,,0,0,12589,2,,,,,,,3477.0723,7870.0,430.0,-1,,,,,,,124437.0,2017,687,672,0,0,0,0,0,,1.0,40.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
400138688710370,4,1.0,4,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,4,20,,2,40,2,,2,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,16.0,5.0,12.0,2.0,0.0,2,,,,,,,,2.0,,,31432.8167,4333.3206,0,0,,,0,0,43038,2,,,3.0,,,,4131.9803,7870.0,3930.0,-1,,,,,1.0,,124613.0,2016,675,672,0,0,0,0,0,14.0,12.0,40.0,2016,1.0,4,8,2,501,5011,1,16980,0,1.0,1.0,1.0,7,4,22,,2,40,2,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,29.0,,29.0,,,20.0,,,7.0,4.0,0.0,1,1.0,1.0,1.0,800.0,175.0,2.0,2.0,2.0,,,18070.0849,4757.8366,0,0,1.0,1.0,0,0,12602,2,,,4.0,,,,4788.2234,5170.0,4760.0,-1,,,,,1.0,,124442.0,2017,687,672,0,0,0,0,0,15.0,16.0,22.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,0,1,0,1,retention
67238101611,4,2.0,1,4,2,501,5011,1,1,17,40420,0,2.0,1.0,,3,3,50,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,55.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1192.3,1.0,,2.0,,,10666.1907,2685.3521,10,2,0.0,,0,0,4869,2,,,,,,,2675.2603,7860.0,2310.0,-1,,,,,,,124719.0,2016,675,672,0,0,1,1,0,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,40420,0,2.0,1.0,,3,3,51,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,4.0,3.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1192.3,1.0,,2.0,,,11549.3124,2943.7598,10,2,0.0,,0,0,16702,2,,,,,,,2906.694,7860.0,2320.0,-1,,,,,,,124557.0,2017,687,672,0,0,1,1,0,,8.0,40.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
1027540100811,4,1.0,1,4,2,501,5011,1,1,17,40420,0,2.0,1.0,,3,3,35,1.0,1,44,5,,2,1,2,1,2,57,57,527,1,0,0,2.0,1.0,,55.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1115.38,1.0,,2.0,,,23629.0038,6133.9412,1,1,0.0,,0,0,32925,2,,,,,,,6195.5679,7860.0,2310.0,-1,,,,,,,124723.0,2016,675,672,1,0,0,0,1,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,40420,0,2.0,1.0,,3,3,36,1.0,1,44,5,,1,2,1,2,57,57,527,1,0,0,2.0,1.0,,50.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1057.69,1.0,,2.0,,,20670.5914,5287.7153,1,1,0.0,,0,0,31058,2,,,,,,,5221.2162,7860.0,2310.0,-1,,,,,,,124561.0,2017,687,672,1,0,0,0,1,,8.0,40.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
10710235649085,4,1.0,1,4,2,501,5011,1,1,17,16980,0,2.0,1.0,,7,3,34,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.0,1.0,,2.0,,,11616.2348,3040.9433,5,2,1.0,,0,0,33094,2,,,,,,,2996.2828,7860.0,2320.0,-1,,,,,,,124763.0,2016,675,672,1,1,0,0,1,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,16980,0,2.0,1.0,,7,3,35,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.0,1.0,,2.0,,,11276.7368,2885.8738,6,2,1.0,,0,0,1507,2,,,,,,,2842.3336,7860.0,2320.0,-1,,,,,,,124595.0,2017,687,672,1,0,1,0,1,,8.0,40.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
102140718062796,4,2.0,1,4,2,501,5011,1,1,17,41180,163,2.0,1.0,,6,1,46,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1000.0,961.53,1.0,,2.0,,,13096.5266,3248.4373,3,1,0.0,1.0,0,0,33145,1,1.0,,,,,,3208.7305,770.0,6730.0,-1,,,,,,,124847.0,2016,675,672,0,0,1,0,0,12.0,19.0,4.0,2016,2.0,1,8,2,501,5011,1,41180,163,2.0,1.0,,6,1,46,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2150.0,860.0,1.0,,2.0,,,11928.304,3076.5181,3,1,0.0,0.0,0,0,31330,1,1.0,,,,,,3049.2175,9370.0,9620.0,-1,,,,,,,124677.0,2017,687,672,0,0,1,0,0,12.0,22.0,51.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
121578001010400,4,1.0,7,4,2,501,5011,1,1,17,40420,0,2.0,1.0,,3,2,54,,2,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,70.0,,70.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1192.3,1.0,,2.0,,,10666.1907,2685.3521,0,0,0.0,,0,0,32926,1,,,,,,,2675.2603,7860.0,2330.0,-1,,,,,,,124905.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,1.0,7,8,2,501,5011,1,40420,0,2.0,1.0,,3,2,55,,2,44,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,60.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1346.15,1.0,,,,,11410.213,2862.6155,0,0,0.0,,0,0,16252,1,,,,,,,2801.6006,7860.0,2330.0,-1,,,,,,,124736.0,2017,687,672,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,1,0,0,0,retention
171542130103107,4,1.0,1,4,2,501,5011,1,1,17,16980,0,2.0,1.0,,7,3,35,1.0,1,39,1,1.0,2,1,2,1,2,57,303,303,1,0,0,2.0,1.0,,44.0,,44.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,2.0,,,11552.3401,3018.5897,10,2,1.0,,0,42,61833,2,1.0,,,,,,3029.0446,9370.0,7340.0,-1,,,,,,,124960.0,2016,675,672,0,0,1,1,0,12.0,20.0,51.0,2016,1.0,1,8,2,501,5011,1,16980,0,2.0,1.0,,7,3,37,1.0,1,39,1,1.0,1,2,1,2,57,303,303,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1800.0,720.0,1.0,,2.0,,,10290.6083,2616.1647,3,1,0.0,0.0,0,0,16559,2,1.0,,,,,,2599.3204,670.0,8620.0,-1,,,,,,,124777.0,2017,687,672,0,0,1,0,0,12.0,21.0,24.0,2017,MIS4_to_MIS8,illinois,1,2016-2017,0,1,0,1,retention
