hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
30611776742687,6,1.0,1,4,2,501,5011,1,1,36,35620,47,1.0,1.0,1.0,7,3,54,1.0,1,42,2,,2,1,2,1,2,341,330,341,5,0,6,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,1.0,,1.0,3415.0,1623.25,1.0,,2.0,,,16889.981,4628.5381,0,0,0.0,0.0,0,0,1382,2,,,3.0,,,,4585.6501,6180.0,8140.0,-1,,,,,,,211357.0,2016,677,674,0,0,0,0,0,14.0,21.0,23.0,2016,1.0,1,8,2,501,5011,1,35620,47,1.0,1.0,1.0,7,3,55,1.0,1,42,2,,1,2,1,2,341,330,341,5,0,6,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,561.53,1.0,,,,,14555.4521,3945.3591,0,0,0.0,,0,0,37911,2,,,3.0,,,,3998.4551,770.0,6260.0,-1,,,,,,,210671.0,2017,689,674,0,0,0,0,0,14.0,19.0,4.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
271261013230528,6,1.0,3,4,2,501,5011,1,1,36,35620,47,1.0,1.0,1.0,7,1,75,,1,40,2,,1,1,1,3,2,310,310,310,4,0,8,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1946.0,778.4,1.0,,,,,11442.4212,3343.1611,0,0,1.0,1.0,0,0,62751,1,,,4.0,,,,3312.1834,7070.0,6660.0,-1,,,,,,,211540.0,2016,677,674,0,0,0,0,0,15.0,19.0,34.0,2016,1.0,3,8,2,501,5011,1,35620,47,1.0,1.0,1.0,7,1,75,,1,43,2,,1,1,3,2,310,310,310,4,0,8,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,15560.0267,3797.9377,0,0,,,0,0,72325,1,,,,,,,3709.4413,,,-1,,,,,,,210893.0,2017,689,674,0,0,0,0,0,,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,1,0,0,retention
276583201040309,6,1.0,1,4,2,501,5012,2,2,36,35620,85,1.0,1.0,1.0,7,1,59,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1700.0,680.0,2.0,2.0,,,,15074.1472,3819.6593,0,0,1.0,1.0,0,42,60441,1,1.0,,,,,,3802.5899,770.0,7220.0,-1,,,,,,,211549.0,2016,677,674,0,0,0,0,0,12.0,20.0,4.0,2016,1.0,1,8,2,501,5012,2,35620,85,1.0,1.0,1.0,7,1,61,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1461.53,1.0,,,,,17560.8528,4354.9176,0,0,0.0,,0,0,10569,1,1.0,,,,,,4495.5921,770.0,7210.0,-1,,,,,,,210899.0,2017,689,674,0,0,0,0,0,12.0,20.0,4.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
696376801001309,6,2.0,1,4,2,501,5011,1,1,36,35620,47,1.0,1.0,1.0,7,3,51,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1925.0,770.0,1.0,,2.0,,,15480.213,3871.3798,0,0,1.0,1.0,0,42,28302,2,1.0,,,,,,3872.6063,7790.0,7210.0,-1,,,,,,,211827.0,2016,677,674,0,0,0,0,0,12.0,20.0,39.0,2016,2.0,1,8,2,501,5011,1,35620,47,1.0,1.0,1.0,7,3,52,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1900.0,760.0,1.0,,2.0,,,17762.3219,4235.5281,0,0,1.0,1.0,0,42,1162,2,1.0,,,,,,4378.8874,7790.0,7200.0,-1,,,,,,,211167.0,2017,689,674,0,0,0,0,0,12.0,20.0,39.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
741262008930503,6,1.0,4,4,2,501,5011,1,1,36,35620,85,1.0,1.0,1.0,7,1,58,,2,43,2,,1,1,1,5,2,555,555,555,4,21,12,1.0,1.0,,35.0,4.0,28.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1519.23,1.0,,,,,15492.7577,3560.6675,0,0,0.0,,0,0,28541,1,,,,,,,3576.0228,9380.0,800.0,-1,,,,,,,211856.0,2016,677,674,0,0,0,0,0,,2.0,51.0,2016,1.0,4,8,2,501,5011,1,35620,85,1.0,1.0,1.0,7,1,59,,2,43,2,,1,1,5,2,555,555,555,4,21,6,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1730.76,1.0,,,,,14628.7432,3410.8885,0,0,0.0,,0,0,1310,1,,,,,,,3440.4754,9380.0,5000.0,-1,,,,,,,211202.0,2017,689,674,0,0,0,0,0,,17.0,51.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
741262008930503,6,1.0,4,4,2,501,5011,1,1,36,35620,85,1.0,1.0,1.0,7,4,38,,2,44,2,,2,2,1,6,2,555,555,555,4,21,12,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,3500.0,1820.0,1.0,,2.0,,,10512.829,2755.0574,3,1,0.0,0.0,0,0,28541,2,,,,,,,2688.2019,6180.0,9120.0,-1,,,,,1.0,,211857.0,2016,677,674,0,0,1,0,0,,22.0,23.0,2016,1.0,4,8,2,501,5011,1,35620,85,1.0,1.0,1.0,7,4,39,,2,44,2,,2,1,6,2,555,555,555,4,21,6,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,2.0,,,13159.1428,3191.1106,3,1,0.0,,0,0,1310,2,,,,,,,3243.1852,6180.0,9000.0,-1,,,,,1.0,,211203.0,2017,689,674,0,0,1,0,0,,22.0,23.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
2309005610448,6,2.0,1,4,2,501,5011,1,1,36,35620,119,2.0,1.0,,7,3,63,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,461.0,1.0,,,,,13604.5665,3381.5377,0,0,1.0,,0,0,56631,2,1.0,,,,,,3389.5072,7860.0,310.0,-1,,,,,,,211962.0,2016,677,674,0,0,0,0,0,12.0,1.0,40.0,2016,2.0,1,8,2,501,5011,1,35620,119,2.0,1.0,,7,3,64,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,600.0,2.0,2.0,,,,12949.2177,3170.3617,0,0,1.0,,0,0,55132,2,1.0,,,,,,3127.0546,7860.0,310.0,-1,,,,,,,211307.0,2017,689,674,0,0,0,0,0,12.0,1.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
4305753610374,6,1.0,1,4,2,501,5011,1,1,36,10580,0,2.0,1.0,,4,1,54,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,60.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,3500.0,1400.0,2.0,2.0,2.0,,,13920.0191,3456.8209,4,1,1.0,1.0,0,42,40193,1,,,,,,,3482.3005,8590.0,4210.0,-1,,,,,,,211963.0,2016,677,674,0,0,0,1,0,,14.0,44.0,2016,2.0,1,8,2,501,5011,1,10580,0,2.0,1.0,,4,1,55,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1326.92,2.0,2.0,,,,13588.3111,3339.4126,0,0,0.0,,0,0,64416,1,,,,,,,3300.2781,8570.0,7000.0,-1,,,,,,,211308.0,2017,689,674,0,0,0,0,0,,20.0,44.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
4305753610374,6,1.0,1,4,2,501,5011,1,1,36,10580,0,2.0,1.0,,4,4,19,,1,40,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,25.0,,25.0,,,20.0,,,7.0,3.0,0.0,1,2.0,,1.0,1000.0,250.0,2.0,2.0,2.0,,,14748.6606,3560.104,0,0,0.0,0.0,0,0,40193,4,,,1.0,,,,3697.0955,8570.0,4250.0,-1,,,,,2.0,1.0,211966.0,2016,677,674,0,0,0,0,0,12.0,14.0,44.0,2016,2.0,1,8,2,501,5011,1,10580,0,2.0,1.0,,4,4,20,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,15.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,1020.0,153.0,2.0,2.0,2.0,,,15955.3819,3876.5611,0,0,0.0,0.0,0,0,64416,4,,,2.0,,,,3867.3104,7770.0,4250.0,-1,,,,,2.0,1.0,211311.0,2017,689,674,0,0,0,0,0,13.0,14.0,38.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
4305753610374,6,1.0,1,4,2,501,5011,1,1,36,10580,0,2.0,1.0,,4,4,21,,1,40,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1050.0,420.0,2.0,2.0,2.0,,,18500.2859,4336.4389,0,0,0.0,0.0,0,0,40193,3,,,3.0,,,,4411.4755,8570.0,6420.0,-1,,,,,2.0,1.0,211967.0,2016,677,674,0,0,0,0,0,14.0,19.0,44.0,2016,2.0,1,8,2,501,5011,1,10580,0,2.0,1.0,,4,4,22,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,1.0,5.0,11.0,5.0,0.0,2,,,,,,,,2.0,,,24820.9534,3876.5611,0,0,,,0,0,64416,3,,,4.0,,,,4098.3022,7870.0,9140.0,-1,,,,,2.0,1.0,211312.0,2017,689,674,0,0,0,0,0,15.0,22.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,1,0,1,retention
30610227266938,6,1.0,7,4,2,501,5011,1,1,36,35620,71,2.0,1.0,,7,2,60,,2,45,1,,1,0,0,3,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.0,1.0,,,,,14286.2006,3550.9639,0,0,1.0,,0,42,28460,1,,,,,,,3559.3327,8370.0,3500.0,-1,,,,,,,212033.0,2016,677,674,0,0,0,0,0,18.0,10.0,43.0,2016,1.0,7,8,2,501,5011,1,35620,71,2.0,1.0,,7,2,61,,2,45,1,,0,0,3,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,12998.8772,3222.7963,0,0,,,0,0,10507,1,,,,,,,3291.3233,8370.0,3255.0,-1,,,,,,,211346.0,2017,689,674,0,0,0,0,0,18.0,10.0,43.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
138096792301371,6,1.0,1,4,2,501,5011,1,1,36,35620,103,2.0,1.0,,7,3,35,1.0,2,40,2,,2,1,2,1,2,57,57,368,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,2.0,,,12115.4612,3152.8202,8,2,1.0,,0,42,40517,2,,,2.0,,,,3098.0058,6180.0,5700.0,-1,,,,,,,212154.0,2016,677,674,0,1,1,0,1,13.0,17.0,23.0,2016,1.0,1,8,2,501,5011,1,35620,103,2.0,1.0,,7,3,36,1.0,2,40,2,,1,2,1,2,57,57,368,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,692.0,1.0,,2.0,,,14099.7593,3568.3997,8,2,1.0,,0,42,59264,2,,,4.0,,,,3475.0083,6180.0,5700.0,-1,,,,,,,211465.0,2017,689,674,0,1,1,0,1,15.0,17.0,23.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
208304536610203,6,1.0,1,4,2,501,5011,1,1,36,35620,119,2.0,1.0,,7,1,56,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,3.0,,3.0,,,14.0,,,6.0,3.0,0.0,1,2.0,2.0,2.0,,673.0,1.0,,,,,14845.2015,3735.3059,4,1,1.0,,0,42,49050,1,,,,,,,3744.8363,7870.0,2200.0,-1,3.0,,,,,,212203.0,2016,677,674,0,0,0,1,0,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,35620,119,2.0,1.0,,7,1,57,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,12647.7937,3291.057,0,0,,,0,0,64658,1,,,,,,,3368.2387,7870.0,2200.0,-1,3.0,,,,,,211521.0,2017,689,674,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,1,0,1,retention
301790910010603,6,1.0,1,4,2,501,5011,1,1,36,35620,59,2.0,1.0,,7,3,68,1.0,2,39,1,,2,1,2,1,2,57,119,119,1,0,0,2.0,1.0,,38.0,4.0,30.0,,,4.0,,,4.0,3.0,0.0,1,1.0,2.0,2.0,,980.76,1.0,,,,,14908.2048,3552.9999,0,0,0.0,,0,0,4519,2,1.0,,,,,,3530.9744,7860.0,5120.0,-1,,,,,,,212246.0,2016,677,674,0,0,0,0,0,12.0,17.0,40.0,2016,1.0,1,8,2,501,5011,1,35620,59,2.0,1.0,,7,3,69,1.0,2,39,1,,1,2,1,2,57,119,119,1,0,0,2.0,1.0,,35.0,4.0,28.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,,,,12667.4069,3202.0633,0,0,0.0,,0,0,10417,2,1.0,,,,,,3069.9376,7860.0,430.0,-1,,,,,,,211565.0,2017,689,674,0,0,0,0,0,12.0,1.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
308210514006623,6,1.0,1,4,2,501,5011,1,1,36,10580,91,2.0,1.0,,4,3,48,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1538.46,2.0,2.0,2.0,,,12864.2989,3234.5186,4,1,0.0,,0,0,62821,2,,,,,,,3243.5705,9370.0,120.0,-1,3.0,,,,,,212321.0,2016,677,674,0,0,0,1,0,,1.0,51.0,2016,1.0,1,8,2,501,5011,1,10580,91,2.0,1.0,,4,3,49,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1538.46,2.0,2.0,2.0,,,13680.3398,3417.7418,4,1,0.0,,0,0,72443,2,,,,,,,3358.6222,9380.0,120.0,-1,3.0,,,,,,211614.0,2017,689,674,0,0,0,1,0,,1.0,51.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
315000416003689,6,1.0,3,4,2,501,5011,1,1,36,35620,103,2.0,1.0,,7,1,44,,1,42,1,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,5.0,,5.0,,,14.0,,,6.0,3.0,0.0,1,2.0,,1.0,2000.0,100.0,2.0,2.0,2.0,,,15701.3075,3855.5592,0,0,0.0,0.0,0,0,1559,1,,,5.0,,,,3888.4151,6770.0,5320.0,-1,,,,,,,212334.0,2016,677,674,0,0,0,0,0,16.0,17.0,31.0,2016,1.0,3,8,2,501,5011,1,35620,103,2.0,1.0,,7,1,45,,1,42,1,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1500.0,2.0,2.0,2.0,,,13357.2701,3362.9427,0,0,1.0,,0,0,59263,1,,,5.0,,,,3292.9243,7690.0,5700.0,-1,,,,,,,211644.0,2017,689,674,0,0,0,0,0,16.0,17.0,38.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
503309827610140,6,1.0,1,4,2,501,5011,1,1,36,15380,0,2.0,1.0,,5,4,26,,1,40,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,17.0,3.0,11.0,3.0,0.0,2,,,,,,,,2.0,,,15887.3644,3990.0775,0,0,,,0,0,31815,4,,,4.0,,,,3863.8184,9390.0,4220.0,-1,,,,,1.0,1.0,212393.0,2016,677,674,0,0,0,0,0,15.0,14.0,51.0,2016,5.0,1,8,2,501,5011,1,15380,0,2.0,1.0,,5,4,27,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,48.0,2.0,11.0,3.0,0.0,2,,,,,,,,2.0,,,15781.2016,3624.1379,0,0,,,0,0,61536,4,,,4.0,,,,3429.3742,9390.0,4220.0,-1,,,,,1.0,1.0,211711.0,2017,689,674,0,0,0,0,0,15.0,14.0,51.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
605230048531003,6,1.0,1,4,2,501,5011,1,1,36,35620,119,2.0,1.0,,7,1,42,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2019.23,1.0,,2.0,,,15701.3075,3855.5592,3,2,0.0,,0,0,12880,1,,,,,,,3888.4151,7860.0,2320.0,-1,,,,,,,212432.0,2016,677,674,0,0,1,0,0,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,35620,119,2.0,1.0,,7,1,43,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,2.0,,,12737.5256,3223.1632,3,2,0.0,,0,0,38145,1,,,,,,,3195.1659,7860.0,2310.0,-1,,,,,,,211749.0,2017,689,674,0,0,1,0,0,,8.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
605230048531003,6,1.0,1,4,2,501,5011,1,1,36,35620,119,2.0,1.0,,7,3,43,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1634.61,1.0,,2.0,,,16673.4813,4112.0658,3,2,0.0,,0,0,12880,2,,,,,,,4131.4629,7860.0,2320.0,-1,,,,,,,212433.0,2016,677,674,0,0,1,0,0,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,35620,119,2.0,1.0,,7,3,44,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1634.61,1.0,,2.0,,,12209.337,3107.8404,3,2,0.0,,0,0,38145,2,,,,,,,3066.466,7860.0,2310.0,-1,,,,,,,211750.0,2017,689,674,0,0,1,0,0,,8.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
663259170705508,6,1.0,1,4,2,501,5011,1,1,36,40380,55,2.0,1.0,,5,1,58,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,3.0,,,,,13.0,,,13.0,1.0,12.0,3.0,0.0,2,,,,,,,,,,,13303.2605,3256.04,0,0,,,0,0,12571,1,,,,,,,3461.7269,7860.0,3230.0,-1,,,,,,,212465.0,2016,677,674,0,0,0,0,0,,10.0,40.0,2016,1.0,7,8,2,501,5011,1,40380,55,2.0,1.0,,5,2,59,,2,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,7.0,,7.0,,,21.0,,,7.0,2.0,0.0,1,2.0,,1.0,1300.0,91.0,1.0,,,,,13986.5942,3471.5529,0,0,0.0,0.0,0,0,26026,1,,,,,,,3413.0343,7860.0,3230.0,-1,,,,,,,211791.0,2017,689,674,0,0,0,0,0,,10.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
663629120203807,6,1.0,1,4,2,501,5011,1,1,36,35620,71,2.0,1.0,,7,1,47,2.0,1,44,4,,1,1,1,1,2,57,217,217,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,0.0,1.0,,2.0,,,16392.7703,4115.7065,0,0,1.0,,0,0,40436,1,,,,,,,4100.8961,7870.0,2200.0,-1,,,,,,,212468.0,2016,677,674,0,0,0,0,0,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,35620,71,2.0,1.0,,7,1,49,2.0,1,44,4,,1,1,1,2,57,217,217,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,2.0,,,10382.5858,2598.5048,0,0,1.0,,0,0,10508,1,,,,,,,2559.5851,7870.0,2200.0,-1,,,,,,,211795.0,2017,689,674,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
705302687610595,6,1.0,7,4,2,501,5011,1,1,36,40380,55,2.0,1.0,,5,2,67,,2,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,48.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1976.74,1.0,,,,,13673.6962,3258.7855,0,0,0.0,,0,0,28339,1,,,,,,,3238.5839,7860.0,2310.0,2430,,,,,,,212486.0,2016,677,674,0,0,0,0,0,,8.0,40.0,2016,1.0,7,8,2,501,5011,1,40380,55,2.0,1.0,,5,2,69,,2,44,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,15.0,,15.0,,,21.0,,,7.0,5.0,0.0,1,1.0,,1.0,2180.0,327.0,2.0,2.0,,,,12945.2843,3272.3051,0,0,0.0,0.0,0,0,37943,1,,,,,,,3137.281,6770.0,2430.0,-1,,,,,,,211814.0,2017,689,674,0,0,0,0,0,,8.0,31.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,1,0,1,retention
706849501360300,6,1.0,1,4,2,501,5011,1,1,36,35620,103,2.0,1.0,,7,1,62,2.0,2,38,1,,1,1,1,1,2,57,301,57,1,0,0,1.0,1.0,,15.0,,15.0,,,21.0,,,7.0,3.0,0.0,1,1.0,,1.0,1300.0,225.0,1.0,,,,,14286.2006,3550.9639,0,0,0.0,0.0,0,0,17493,1,,,,,,,3559.3327,6770.0,5240.0,-1,,,,,,,212488.0,2016,677,674,0,0,0,0,0,12.0,17.0,31.0,2016,1.0,1,8,2,501,5011,1,35620,103,2.0,1.0,,7,1,63,2.0,2,39,1,,1,1,1,2,57,301,57,1,0,0,1.0,1.0,,10.0,,10.0,,,21.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,1325.0,200.0,1.0,,,,,12949.2177,3170.3617,0,0,1.0,1.0,0,0,59261,1,1.0,,,,,,3127.0546,6770.0,5320.0,-1,,,,,,,211817.0,2017,689,674,0,0,0,0,0,12.0,17.0,31.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
791763018230931,6,1.0,6,4,2,501,5011,1,1,36,35620,103,2.0,1.0,,7,2,72,,1,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,4900.0,2300.0,1.0,,,,,14799.1472,3568.7131,0,0,0.0,0.0,0,0,12846,1,,,2.0,,,,3510.0452,6290.0,1020.0,-1,4.0,,,,,,212510.0,2016,677,674,0,0,0,0,0,13.0,3.0,23.0,2016,1.0,6,8,2,501,5011,1,35620,103,2.0,1.0,,7,2,73,,1,40,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,2.0,0.0,1,1.0,1.0,1.0,5150.0,2307.69,1.0,,,,,12088.1222,2774.053,0,0,0.0,0.0,0,0,64636,1,,,2.0,,,,2694.5636,6180.0,1020.0,-1,4.0,,,,,,211841.0,2017,689,674,0,0,0,0,0,13.0,3.0,23.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,0,0,retention
