hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ00_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2011_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state_t,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
390937702049668,1,1.0,1,4,2,8600,86001,1,1,21,36,46540,0,,1.0,,3,4,17,,1,37,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,10715.0765,2793.9021,0,0,,,0,0,49071,3,,,,,,,2784.1578,,,-1,,,,,1.0,1.0,25058.0,2010,600,597,0,0,0,0,0,11.0,,,2010,1.0,1,8,2,8600,86001,1,36,46540,0,,1.0,,3,4,18,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,9.0,4.0,12.0,4.0,0.0,2,,,,,,,,1.0,1.0,2.0,18299.4455,2969.9961,0,0,,,0,0,24963,3,,,2.0,,,,3161.3139,4970.0,9620.0,-1,,,,,1.0,1.0,25070.0,2011,612,597,0,0,0,0,0,13.0,22.0,22.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
392977709050608,1,2.0,1,4,2,8600,86001,1,1,21,36,39100,71,,1.0,,4,1,58,2.0,1,43,1,,1,1,1,1,2,339,339,339,4,0,5,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,,,,12358.7714,3044.0,0,0,0.0,,0,0,5887,1,,,,2.0,,,3082.0617,3390.0,430.0,-1,,,,,,,25060.0,2010,600,597,0,0,0,0,0,16.0,1.0,8.0,2010,2.0,1,8,2,8600,86001,1,36,39100,71,,1.0,,4,1,59,2.0,1,43,1,,1,1,1,2,339,339,339,4,0,5,2.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,,,,11807.5511,2932.9401,0,0,0.0,,0,0,15740,1,,,,2.0,,,3027.2947,3390.0,10.0,-1,,,,,,,25073.0,2011,612,597,0,0,0,0,0,16.0,1.0,8.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
392977709050608,1,2.0,1,4,2,8600,86001,1,1,21,36,39100,71,,1.0,,4,3,58,1.0,2,43,1,,2,1,2,1,2,339,339,339,4,0,4,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,769.23,1.0,,,,,12994.6936,3232.889,0,0,0.0,,0,0,5887,2,,,,2.0,,,3219.6132,7860.0,2540.0,-1,,,,,,,25061.0,2010,600,597,0,0,0,0,0,16.0,8.0,40.0,2010,2.0,1,8,2,8600,86001,1,36,39100,71,,1.0,,4,3,59,1.0,2,43,1,,1,2,1,2,339,339,339,4,0,4,1.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,807.69,1.0,,,,,12185.1614,2956.8485,0,0,0.0,,0,0,15740,2,,,,2.0,,,3002.3487,7860.0,2540.0,-1,,,,,,,25074.0,2011,612,597,0,0,0,0,0,16.0,8.0,40.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
392977709050608,1,2.0,1,4,2,8600,86001,1,1,21,36,39100,71,,1.0,,4,4,22,,2,43,1,,4,1,3,7,2,57,339,339,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,14735.9972,3996.2935,0,0,,,0,0,5887,4,,,,2.0,,,3737.0353,,,-1,,,,,2.0,1.0,25062.0,2010,600,597,0,0,0,0,0,16.0,,,2010,2.0,1,8,2,8600,86001,1,36,39100,71,,1.0,,4,4,23,,2,43,1,,1,3,7,2,57,339,339,1,0,0,2.0,1.0,,30.0,,30.0,,,15.0,,,6.0,4.0,0.0,1,2.0,,1.0,1500.0,450.0,2.0,2.0,2.0,,,20702.5577,4800.3619,0,0,0.0,0.0,0,0,15740,4,,,,2.0,,,4893.1864,6480.0,430.0,-1,,,,,2.0,1.0,25075.0,2011,612,597,0,0,0,0,0,16.0,1.0,25.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
392977709050608,1,2.0,1,4,2,8600,86001,1,1,21,36,39100,71,,1.0,,4,4,25,,1,43,1,,3,1,3,7,2,57,339,339,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,12886.1431,3220.7623,0,0,0.0,,0,0,5887,3,,,,2.0,,,3241.8981,7470.0,1810.0,-1,,,,,2.0,1.0,25063.0,2010,600,597,0,0,0,0,0,16.0,5.0,36.0,2010,2.0,1,8,2,8600,86001,1,36,39100,71,,1.0,,4,4,25,,1,43,1,,1,3,7,2,57,339,339,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,14652.8994,3628.0892,0,0,0.0,,0,0,15740,3,,,,2.0,,,3679.7829,7470.0,120.0,-1,,,,,2.0,1.0,25076.0,2011,612,597,0,0,0,0,0,16.0,1.0,36.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
407905163894866,1,1.0,1,4,2,8600,86001,1,1,21,36,13780,0,,1.0,,3,1,64,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,36.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1284.0,256.8,2.0,2.0,,,,13648.416,3416.9984,0,0,0.0,0.0,0,0,28326,1,,,3.0,,,,3390.141,6880.0,7340.0,7120,4.0,5.0,,,,,25065.0,2010,600,597,0,0,0,0,0,14.0,20.0,32.0,2010,2.0,1,8,2,8600,86001,1,36,13780,0,,1.0,,3,1,65,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10480.92,2753.2198,0,0,,,0,0,24710,1,,,3.0,,,,2659.2451,,,-1,4.0,5.0,,,,,25078.0,2011,612,597,0,0,0,0,0,14.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
407905163894866,1,1.0,1,4,2,8600,86001,1,1,21,36,13780,0,,1.0,,3,3,54,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,2200.0,880.0,2.0,2.0,,,,13256.9942,3309.9285,0,0,0.0,0.0,0,0,28326,2,,,3.0,,,,3349.3548,8190.0,3300.0,-1,,,,,,,25066.0,2010,600,597,0,0,0,0,0,14.0,10.0,41.0,2010,2.0,1,8,2,8600,86001,1,36,13780,0,,1.0,,3,3,55,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10724.6378,2772.8879,0,0,,,0,0,24710,2,,,3.0,,,,2700.7643,,,-1,,,,,,,25079.0,2011,612,597,0,0,0,0,0,14.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
601965095537559,1,1.0,7,4,2,8601,86011,1,1,21,36,39100,27,,1.0,,4,2,53,,2,43,2,,1,0,0,5,2,324,324,324,4,0,6,1.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1800.0,1307.69,1.0,,,,,10771.651,2803.717,0,0,0.0,1.0,0,0,14006,1,,,,2.0,,,2827.3007,6970.0,5110.0,-1,,,,,,,25068.0,2010,600,597,0,0,0,0,0,16.0,17.0,32.0,2010,1.0,7,8,2,8601,86011,1,36,39100,27,,1.0,,4,2,54,,2,43,2,,0,0,5,2,324,324,324,4,0,6,1.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,,,,16776.6504,4318.0165,0,0,1.0,,0,0,24753,1,,,,2.0,,,4343.2838,7280.0,800.0,-1,,,,,,,25084.0,2011,612,597,0,0,0,0,0,16.0,2.0,36.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
663154087908496,1,1.0,1,4,2,8600,86001,1,1,21,36,13780,0,,1.0,,3,1,40,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,4.0,0.0,1,2.0,2.0,2.0,,617.0,2.0,2.0,,,,11269.2626,2778.2245,10,2,0.0,,0,0,13966,1,1.0,,,,,,2794.024,4070.0,5000.0,-1,,,,,,,25072.0,2010,600,597,0,0,1,1,0,12.0,17.0,21.0,2010,1.0,1,8,2,8600,86001,1,36,13780,0,,1.0,,3,1,41,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1875.0,750.0,2.0,2.0,,,,12406.3836,3063.2714,10,2,0.0,0.0,0,0,36276,1,1.0,,,,,,3139.7867,4070.0,5610.0,-1,,,,,,,25087.0,2011,612,597,0,0,1,1,0,12.0,17.0,21.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
663154087908496,1,1.0,1,4,2,8600,86001,1,1,21,36,13780,0,,1.0,,3,3,46,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,2.0,4.0,-4.0,,,,,,,,10.0,4.0,0.0,1,2.0,2.0,2.0,,250.0,2.0,2.0,,,,12241.3297,3114.2834,10,2,1.0,,0,42,13966,2,,,,2.0,,,3092.7491,7490.0,2910.0,2910,,,,,,,25073.0,2010,600,597,0,0,1,1,0,16.0,9.0,36.0,2010,1.0,1,8,2,8600,86001,1,36,13780,0,,1.0,,3,3,47,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,15.0,,,18.0,,,7.0,4.0,0.0,1,2.0,,1.0,1000.0,200.0,2.0,2.0,,,,11778.1864,2958.6208,10,2,0.0,0.0,0,0,36276,2,,,,2.0,,,3017.4481,7490.0,2910.0,-1,,,,,,,25088.0,2011,612,597,0,0,1,1,0,16.0,9.0,36.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
699280992350973,1,1.0,6,4,2,8600,86001,1,1,21,36,39100,71,,1.0,,4,2,30,,1,43,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1700.0,680.0,2.0,2.0,,,,11737.6119,2929.2394,0,0,0.0,0.0,0,0,28609,1,,,,2.0,,,2952.9505,5070.0,3410.0,-1,,,,,,,25080.0,2010,600,597,0,0,0,0,0,16.0,10.0,22.0,2010,1.0,6,8,2,8600,86001,1,36,39100,71,,1.0,,4,2,31,,1,43,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,1725.0,600.0,2.0,2.0,,,,14053.4125,3487.2118,0,0,0.0,0.0,0,0,24987,1,,,,2.0,,,3529.2338,5070.0,3420.0,-1,,,,,,,25100.0,2011,612,597,0,0,0,0,0,16.0,10.0,22.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
699550565050973,1,4.0,1,4,2,8600,86001,1,1,21,36,39100,27,,1.0,,4,4,16,,2,37,1,4.0,4,1,3,7,2,57,57,365,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,15065.9254,3841.7212,0,0,,,0,0,59336,4,,,,,,,3824.6126,,,-1,,,,,1.0,1.0,25081.0,2010,600,597,0,0,0,0,0,11.0,,,2010,1.0,4,8,2,8600,86001,1,36,39100,27,,1.0,,4,4,17,,2,38,1,4.0,1,3,7,2,57,57,365,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,13263.7226,3471.4826,0,0,,,0,0,44740,4,,,,,,,3362.7621,,,-1,,,,,1.0,,25103.0,2011,612,597,0,0,0,0,0,12.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
699550565050973,1,4.0,1,4,2,8600,86001,1,1,21,36,39100,27,,1.0,,4,1,46,2.0,2,44,1,2.0,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,12297.9243,2998.3312,4,2,,,0,0,59336,1,,,,,,2.0,2982.5022,7860.0,2330.0,-1,,,,,,,25082.0,2010,600,597,0,0,0,1,0,18.0,8.0,40.0,2010,1.0,4,8,2,8600,86001,1,36,39100,27,,1.0,,4,1,47,,2,44,1,2.0,1,1,3,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1194.0,1.0,,,,,10846.0241,2746.8715,4,2,1.0,,0,42,44740,1,,,,,,2.0,2778.6379,8470.0,2330.0,-1,,,,,,,25101.0,2011,612,597,0,0,0,1,0,18.0,8.0,43.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
699600373840973,1,1.0,7,4,2,8626,86261,1,1,21,36,28740,111,,1.0,,2,2,74,,2,43,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13339.5809,3395.4299,0,0,,,0,0,40638,1,,,,2.0,,,3344.3514,,,-1,,,,,,,25086.0,2010,600,597,0,0,0,0,0,16.0,,,2010,1.0,7,8,2,8600,86001,1,36,28740,111,,1.0,,2,2,58,,2,36,1,,0,0,5,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11478.8847,2967.9007,0,0,,,0,0,36570,1,,,,,,,2890.7048,,,-1,,,,,,,25104.0,2011,612,597,0,0,0,0,0,10.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
699600373840973,1,1.0,7,4,2,8600,86001,1,1,21,36,28740,111,,1.0,,2,2,57,,2,36,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12717.0495,3244.973,0,0,,,0,0,2118,1,,,,,,,3265.5706,,,-1,,,,,,,25087.0,2010,600,597,0,0,0,0,0,10.0,,,2010,1.0,7,8,2,8600,86001,1,36,28740,111,,1.0,,2,2,58,,2,36,1,,0,0,5,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11478.8847,2967.9007,0,0,,,0,0,36570,1,,,,,,,2890.7048,,,-1,,,,,,,25104.0,2011,612,597,0,0,0,0,0,10.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
730609970632489,1,2.0,1,4,2,8600,86001,1,1,21,36,46540,0,,1.0,,3,1,28,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,525.0,2.0,2.0,,,,12579.4624,3144.1106,5,2,0.0,,0,0,49072,1,,,3.0,,,,3164.7434,3190.0,1550.0,-1,,,,,,,25091.0,2010,600,597,1,1,0,0,1,14.0,4.0,7.0,2010,1.0,1,8,2,8600,86001,1,36,46540,0,,1.0,,3,1,29,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1481.0,596.15,2.0,2.0,,,,13741.2678,3402.3673,5,2,0.0,0.0,0,0,52973,1,,,3.0,,,,3450.8449,770.0,1550.0,-1,,,,,,,25109.0,2011,612,597,1,1,0,0,1,14.0,4.0,4.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
730609970632489,1,2.0,1,4,2,8600,86001,1,1,21,36,46540,0,,1.0,,3,3,27,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,33.0,,25.0,,,22.0,,,7.0,4.0,0.0,1,2.0,,1.0,1000.0,330.0,2.0,2.0,,,,14658.433,3497.7147,5,2,0.0,0.0,0,0,49072,2,,,1.0,,,,3533.8002,4970.0,5240.0,-1,,,,,,,25092.0,2010,600,597,1,1,0,0,1,12.0,17.0,22.0,2010,1.0,1,8,2,8600,86001,1,36,46540,0,,1.0,,3,3,28,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1000.0,350.0,2.0,2.0,,,,15516.6498,3810.6999,5,2,0.0,0.0,0,0,52973,2,,,1.0,,,,3888.1675,4970.0,4020.0,-1,,,,,,,25110.0,2011,612,597,1,1,0,0,1,12.0,13.0,22.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
730609972079580,1,1.0,1,4,2,8600,86001,1,1,21,36,39100,71,,1.0,,4,1,40,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12367.5678,3257.5571,8,4,,,0,0,49084,1,,,,2.0,,,3175.8283,,,-1,,,,,,,25095.0,2010,600,597,0,1,1,0,1,16.0,,,2010,1.0,1,8,2,8600,86001,1,36,39100,71,,1.0,,4,1,41,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14139.3342,3695.6412,8,4,,,0,0,24986,1,,,,2.0,,,3560.6805,,,-1,,,,,,,25113.0,2011,612,597,0,1,1,0,1,16.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
730609972079580,1,1.0,1,4,2,8600,86001,1,1,21,36,39100,71,,1.0,,4,3,41,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,,,,11544.0012,2845.9561,8,4,0.0,,0,0,49084,2,,,,,,2.0,2862.1408,7860.0,2320.0,-1,,,,,,,25096.0,2010,600,597,0,1,1,0,1,18.0,8.0,40.0,2010,1.0,1,8,2,8600,86001,1,36,39100,71,,1.0,,4,3,41,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,10.0,32.0,,,10.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,1826.92,1.0,,,,,13229.4554,3266.4968,8,4,0.0,,0,0,24986,2,,,,,,2.0,3348.0883,7860.0,2320.0,-1,,,,,,,25114.0,2011,612,597,0,1,1,0,1,18.0,8.0,40.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
730609986516484,1,2.0,4,4,2,8600,86001,1,1,21,36,13780,0,,1.0,,3,1,22,,2,36,1,,1,1,1,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,14385.2914,3901.1847,2,1,,,0,0,28327,1,,,,,,,3648.0966,,,-1,,,,,,,25101.0,2010,600,597,0,1,0,0,1,10.0,,,2010,2.0,4,8,2,8600,86001,1,36,13780,0,,1.0,,3,1,23,,2,36,1,,1,1,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,15703.0321,4501.7069,5,2,,,0,0,24711,1,,,,,,,4362.1254,,,-1,,,,,,,25119.0,2011,612,597,1,1,0,0,1,10.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
730609986516484,1,2.0,4,4,2,8600,86001,1,1,21,36,13780,0,,1.0,,3,14,27,,1,36,1,,2,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,1.0,32.0,,,1.0,,,3.0,4.0,0.0,1,2.0,,1.0,800.0,320.0,2.0,2.0,,,,12579.4624,3144.1106,2,1,0.0,0.0,0,0,28327,2,,,,,,,3164.7434,6170.0,9620.0,-1,,,,,,,25103.0,2010,600,597,0,1,0,0,1,10.0,22.0,23.0,2010,2.0,4,8,2,8600,86001,1,36,13780,0,,1.0,,3,14,28,,1,36,1,,0,0,7,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,38.0,5.0,11.0,4.0,0.0,2,,,,,,,,,,,14531.3746,3402.3673,5,2,,,0,0,24711,2,,,,,,,3399.3412,6170.0,9620.0,-1,,,,,,,25120.0,2011,612,597,1,1,0,0,1,10.0,22.0,23.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
780960096337439,1,1.0,1,4,2,8600,86001,1,1,21,36,28740,111,,1.0,,2,1,45,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,50.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,1000.0,2.0,2.0,,,,13939.5334,3499.9975,3,1,0.0,,0,0,40639,1,,,,2.0,,,3526.0892,3190.0,4850.0,-1,,,,,,,25108.0,2010,600,597,0,0,1,0,0,16.0,16.0,7.0,2010,1.0,1,8,2,8600,86001,1,36,28740,111,,1.0,,2,1,46,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,2884.61,2.0,2.0,,,,13581.7513,3262.6088,3,1,0.0,,0,0,12143,1,,,,2.0,,,3356.4319,4190.0,4850.0,-1,,,,,,,25125.0,2011,612,597,0,0,1,0,0,16.0,16.0,21.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
780960096337439,1,1.0,1,4,2,8600,86001,1,1,21,36,28740,111,,1.0,,2,3,46,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,21.0,,21.0,,,22.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,76.92,2.0,2.0,,,,12586.6385,3202.1325,3,1,0.0,,0,0,40639,2,,,,2.0,,,3179.9907,6480.0,20.0,-1,,,,,,,25109.0,2010,600,597,0,0,1,0,0,16.0,1.0,25.0,2010,1.0,1,8,2,8600,86001,1,36,28740,111,,1.0,,2,3,46,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,21.0,,21.0,,,18.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,1730.76,2.0,2.0,,,,12606.5277,3166.696,3,1,0.0,,0,0,12143,2,,,,2.0,,,3229.6605,6480.0,2630.0,-1,,,,,,,25126.0,2011,612,597,0,0,1,0,0,16.0,9.0,25.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,1,recruitment
907906323894706,1,1.0,1,4,2,8600,86001,1,1,21,36,46540,0,,1.0,,3,1,52,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13258.4988,3320.7737,0,0,,,0,0,56308,1,,,,,,2.0,3302.4519,,,-1,,,,,,,25112.0,2010,600,597,0,0,0,0,0,18.0,,,2010,2.0,1,8,2,8600,86001,1,36,46540,0,,1.0,,3,1,53,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11556.7262,2941.6903,0,0,,,0,0,24964,1,,,,,,2.0,2933.7571,,,-1,,,,,,,25129.0,2011,612,597,0,0,0,0,0,18.0,,,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,0,0,recruitment
907906323894706,1,1.0,1,4,2,8600,86001,1,1,21,36,46540,0,,1.0,,3,3,55,1.0,2,41,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,576.0,1.0,,,,,12685.4296,3155.9487,0,0,1.0,,0,42,56308,2,,,3.0,,,,3142.9888,8190.0,3320.0,-1,,,,,,,25113.0,2010,600,597,0,0,0,0,0,14.0,10.0,41.0,2010,2.0,1,8,2,8600,86001,1,36,46540,0,,1.0,,3,3,56,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,36.0,,,,,,2.0,1.0,0.0,1,2.0,,1.0,1800.0,720.0,2.0,1.0,,,,11427.0603,2772.8879,0,0,0.0,0.0,0,0,24964,2,,,3.0,,,,2815.5573,8190.0,5260.0,-1,,,,,,,25130.0,2011,612,597,0,0,0,0,0,14.0,17.0,41.0,2011,MIS4_to_MIS8,new_york,0,2010-2011,0,1,0,recruitment
