hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,pair,stayed_public,moved_private,moved_self_employed,not_employed_t1,retired_t1,exited_public,switched_class94,analytic_sample
199962704005789,4,2.0,1,4,2,9300,93001,1,1,,17,44100,0,,1.0,,2,1,56,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,42.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1846.15,2.0,1.0,,,,11977.1106,2967.7053,0,0,0.0,,0,0,9678,1,,,,2.0,,,2952.7436,9480.0,420.0,-1,,,,,,,124758.0,2014,651,648,0,0,0,0,0,16.0,1.0,51.0,2014,1.0,1,8,2,9300,93001,1,17,44100,0,,1.0,,2,1,57,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1675.0,670.0,1.0,,,,,14897.3609,3715.7267,0,0,1.0,1.0,0,0,35490,1,,,,,,,3670.1495,9480.0,650.0,-1,,,,,,,126719.0,2015,663,648,0,0,0,0,0,,2.0,51.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
210709982905699,4,1.0,1,4,2,9300,93001,1,1,,17,19340,0,,1.0,,3,1,44,2.0,2,37,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,24.0,,24.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,1138.0,273.12,1.0,,2.0,,,10709.174,2695.905,0,0,0.0,0.0,0,0,58254,1,,,,,,,2710.81,8370.0,3600.0,-1,,,,,,,124769.0,2014,651,648,0,0,0,0,0,11.0,11.0,43.0,2014,2.0,1,8,2,9300,93001,1,17,19340,0,,1.0,,3,1,45,2.0,2,37,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,24.0,,24.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,1165.0,279.6,2.0,2.0,2.0,,,11447.5703,2830.6921,0,0,0.0,0.0,0,0,35418,1,,,,,,,2814.1353,9480.0,3600.0,-1,,,,,,,126729.0,2015,663,648,0,0,0,0,0,11.0,11.0,51.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
210709996717695,4,1.0,1,4,2,9300,93001,1,1,,17,16580,0,,1.0,,2,1,27,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,70.0,,70.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,480.76,1.0,,1.0,1.0,2.0,15685.4175,3862.751,0,0,0.0,,0,0,19416,1,,,,,,3.0,3880.4294,7870.0,2200.0,-1,,,,,,,124774.0,2014,651,648,0,0,0,0,0,18.0,8.0,40.0,2014,1.0,1,8,2,9300,93001,1,17,16580,0,,1.0,,2,1,28,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,70.0,,70.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,500.0,1.0,,1.0,1.0,2.0,13392.0117,3406.4471,0,0,0.0,,0,0,5207,1,,,,,,,3413.0758,7870.0,1965.0,-1,,,,,,,126732.0,2015,663,648,0,0,0,0,0,,5.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
210709996717695,4,1.0,1,4,2,9300,93001,1,1,,17,16580,0,,1.0,,2,3,30,1.0,2,44,4,,2,1,2,1,2,240,240,240,5,0,21,2.0,1.0,,70.0,,70.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,480.76,1.0,,1.0,1.0,2.0,14014.2008,3564.4328,0,0,0.0,,0,0,19416,2,,,,,,2.0,3594.3618,7870.0,2200.0,-1,,,,,,,124775.0,2014,651,648,0,0,0,0,0,18.0,8.0,40.0,2014,1.0,1,8,2,9300,93001,1,17,16580,0,,1.0,,2,3,31,1.0,2,44,4,,1,2,1,2,240,240,240,5,0,21,2.0,1.0,,70.0,,70.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,500.0,1.0,,1.0,1.0,2.0,15367.6812,3845.0912,0,0,0.0,,0,0,5207,2,,,,,,,3904.8658,7870.0,1965.0,-1,,,,,,,126733.0,2015,663,648,0,0,0,0,0,,5.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
502907171996967,4,1.0,7,4,2,9300,93001,1,1,,17,16580,0,,1.0,,2,2,27,,2,45,2,,1,0,0,7,2,57,330,330,1,0,0,1.0,1.0,,45.0,4.0,32.0,,,4.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,1015.38,1.0,,2.0,,,13183.9965,3244.0508,0,0,0.0,,0,0,13940,1,,,,,,,3332.1016,7870.0,230.0,-1,,,,,,,124793.0,2014,651,648,0,0,0,0,0,18.0,1.0,40.0,2014,1.0,4,8,2,9300,93001,1,17,16580,0,,1.0,,2,1,28,,2,45,2,,1,1,7,2,57,330,330,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,850.0,2.0,2.0,2.0,,,12822.2973,3066.0634,0,0,1.0,,0,42,35286,1,,,,,,,3048.6939,7860.0,5860.0,-1,,,,,,,126742.0,2015,663,648,0,0,0,0,0,18.0,17.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
18351370993090,5,1.0,6,4,2,9300,93001,1,1,,17,40420,0,1.0,1.0,,3,2,45,,1,40,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,2.0,5.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,961.0,1.0,,2.0,,,14647.4663,3933.7582,0,0,1.0,,0,42,53086,1,,,1.0,,,,3819.9385,770.0,6730.0,-1,,,,,,,161020.0,2014,652,649,0,0,0,0,0,12.0,19.0,4.0,2014,1.0,6,8,2,9300,93001,1,17,40420,0,1.0,1.0,,3,2,47,,1,40,2,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,775.0,2.0,2.0,2.0,,,15365.365,4200.073,0,0,1.0,,0,42,7458,1,,,1.0,,,,4157.9313,770.0,6730.0,-1,,,,,,,163962.0,2015,664,649,0,0,0,0,0,12.0,19.0,4.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
31691370940990,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,3,53,1.0,1,46,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1346.15,2.0,2.0,2.0,,,13773.9681,3446.6335,3,1,0.0,,0,0,23433,2,,,,,,,3420.7424,7870.0,2200.0,-1,,,,,,,161022.0,2014,652,649,0,0,1,0,0,18.0,8.0,40.0,2014,1.0,1,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,3,53,1.0,1,46,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1500.0,2.0,1.0,2.0,,,12616.4209,3255.5053,3,1,0.0,,0,0,41025,2,,,,,,,3179.8605,7870.0,2200.0,-1,,,,,,,163964.0,2015,664,649,0,0,1,0,0,18.0,8.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
40421370996694,5,1.0,1,4,2,9300,93001,1,1,,17,37900,0,1.0,1.0,,3,3,44,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,673.07,1.0,,2.0,,,12422.9703,3092.5066,4,2,0.0,,0,42,5022,2,,,,1.0,1.0,,3094.0032,7860.0,2320.0,-1,,,,,,,161028.0,2014,652,649,0,0,0,1,0,18.0,8.0,40.0,2014,2.0,1,8,2,9300,93001,1,17,37900,0,1.0,1.0,,3,3,45,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,884.61,1.0,,1.0,2.0,2.0,13865.6068,3542.3779,4,2,0.0,,0,0,63419,2,,,,,,,3516.3773,7860.0,2320.0,-1,,,,,,,163970.0,2015,664,649,0,0,0,1,0,,8.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
92311370998393,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,4,30,,2,43,1,1.0,6,2,1,5,2,57,303,303,1,0,0,2.0,1.0,,35.0,4.0,31.0,,,4.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,2270.0,1200.0,1.0,,2.0,,,11469.3423,2865.6361,3,1,1.0,1.0,0,0,36312,6,,,,1.0,1.0,,2890.3944,7860.0,2330.0,-1,,,,,1.0,1.0,161043.0,2014,652,649,0,0,1,0,0,18.0,8.0,40.0,2014,1.0,1,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,4,31,,2,44,1,1.0,2,1,5,2,57,303,303,1,0,0,2.0,1.0,,-4.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,3900.0,1560.0,1.0,,2.0,,,13753.695,3482.0527,3,1,1.0,1.0,0,0,32582,6,,,,,,,3461.8745,7860.0,2330.0,-1,,,,,1.0,1.0,163978.0,2015,664,649,0,0,1,0,0,,8.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
197933805088786,5,1.0,6,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,2,42,,1,40,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,2.0,4.0,45.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1730.76,1.0,,2.0,,,10550.4671,2698.888,0,0,0.0,,0,0,9238,1,,,4.0,,,,2675.7387,9470.0,3850.0,205,,,,,,,161069.0,2014,652,649,0,0,0,0,0,15.0,12.0,51.0,2014,1.0,6,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,2,43,,1,40,1,,0,0,7,2,57,57,57,1,0,0,,1.0,,42.0,4.0,9.0,,,4.0,,,4.0,3.0,0.0,1,1.0,,1.0,1600.0,672.0,1.0,,2.0,,,12490.022,3153.8895,0,0,1.0,1.0,0,41,41026,1,,,2.0,,,,3118.6438,9470.0,3850.0,-1,,,,,,,164024.0,2015,664,649,0,0,0,0,0,13.0,12.0,51.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
198943305064788,5,2.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,3,35,1.0,1,44,4,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,59.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1000.0,1980.76,1.0,,1.0,2.0,2.0,10236.8383,2584.4396,8,4,0.0,1.0,0,0,4970,2,,,,,,3.0,2596.1983,7860.0,230.0,-1,,,,,,,161072.0,2014,652,649,0,1,1,0,1,18.0,1.0,40.0,2014,2.0,1,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,3,36,1.0,1,43,4,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,55.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1923.0,2.0,1.0,2.0,,,13465.8435,3308.3816,8,4,1.0,,0,0,54048,2,,,,,,,3362.2975,7860.0,230.0,-1,,,,,,,164027.0,2015,664,649,0,1,1,0,1,,1.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
303904531394537,5,1.0,7,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,2,59,,2,40,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2000.0,1661.0,1.0,,,,,15672.7579,3853.6288,0,0,1.0,1.0,0,0,23431,1,,,2.0,,,,3811.0967,6770.0,2430.0,-1,,,,,,,161097.0,2014,652,649,0,0,0,0,0,13.0,8.0,31.0,2014,1.0,7,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,2,60,,2,40,2,,0,0,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,17228.2334,4274.5376,0,0,,,0,0,54046,1,,,2.0,,,,4376.2913,8680.0,4060.0,-1,,,,,,,164043.0,2015,664,649,0,0,0,0,0,13.0,13.0,46.0,2015,MIS4_to_MIS8,2014-2015,False,True,False,False,False,True,True,1
310709938845684,5,2.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,3,55,1.0,1,39,1,,2,1,2,1,2,57,119,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1600.0,640.0,2.0,2.0,,,,13737.9365,3415.2525,0,0,1.0,1.0,43,42,45897,2,1.0,,,,,,3372.6549,7680.0,3910.0,-1,,,,,,,161115.0,2014,652,649,0,0,0,0,0,12.0,12.0,38.0,2014,2.0,1,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,3,56,1.0,1,39,1,,1,2,1,2,57,119,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1350.0,540.0,1.0,,,,,13521.4731,3257.8872,0,0,1.0,1.0,43,42,42797,2,1.0,,,,,,3247.7107,7860.0,4220.0,-1,,,,,,,164054.0,2015,664,649,0,0,0,0,0,12.0,14.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
530273095413438,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,,7,3,49,1.0,2,43,1,,2,1,2,1,2,57,57,128,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,775.0,2.0,2.0,2.0,,,13010.68,3336.2015,3,2,0.0,,0,0,9227,2,,,,2.0,,,3308.3049,7860.0,2310.0,-1,,,,,,,161178.0,2014,652,649,0,0,1,0,0,16.0,8.0,40.0,2014,1.0,1,8,2,9300,93001,1,17,16980,0,1.0,1.0,,7,3,50,1.0,2,43,1,,1,2,1,2,57,57,128,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,830.0,1.0,,2.0,,,15790.7946,4047.7464,3,2,1.0,,0,0,42792,2,,,,,,,4004.6132,7860.0,2310.0,-1,,,,,,,164098.0,2015,664,649,0,0,1,0,0,,8.0,40.0,2015,MIS4_to_MIS8,2014-2015,False,True,False,False,False,True,True,1
803908351698877,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,3,38,1.0,2,44,1,,2,1,2,1,2,57,119,119,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1625.0,1.0,,2.0,,,11804.7886,2958.3954,1,1,0.0,,0,0,19854,2,,,,,,2.0,2940.0419,7860.0,2310.0,-1,,,,,,,161261.0,2014,652,649,1,0,0,0,1,18.0,8.0,40.0,2014,2.0,1,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,3,39,1.0,2,44,1,,1,2,1,2,57,119,119,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,1.0,,2.0,,,11438.2341,2960.9302,1,1,0.0,,0,0,61110,2,,,,,,,2899.3815,7860.0,2310.0,-1,,,,,,,164157.0,2015,664,649,1,0,0,0,1,,8.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
910473090913069,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,1.0,1.0,1.0,7,3,39,1.0,1,46,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,45.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2115.0,2.0,2.0,2.0,,,11565.6957,2931.6695,5,2,1.0,,0,0,9236,2,,,,,,,2933.2142,9490.0,1840.0,-1,,,,,,,161286.0,2014,652,649,1,1,0,0,1,18.0,5.0,51.0,2014,1.0,1,8,2,9300,93001,1,17,16980,0,1.0,1.0,1.0,7,3,41,1.0,1,46,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,52.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1557.69,2.0,2.0,2.0,,,12490.022,3153.8895,5,3,0.0,,0,0,4360,2,,,,,,,3118.6438,9490.0,1840.0,2200,,,,,,,164174.0,2015,664,649,1,1,0,0,1,18.0,5.0,51.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
18151370994894,5,1.0,6,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,2,22,,1,40,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,62.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1390.0,673.07,1.0,,2.0,,,13629.0641,3445.18,0,0,0.0,0.0,0,0,56282,1,,,2.0,,,,3409.217,7860.0,7340.0,430,,,,,,,161369.0,2014,652,649,0,0,0,0,0,13.0,20.0,40.0,2014,1.0,6,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,2,23,,1,40,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1500.0,780.0,1.0,,2.0,,,15107.0278,3780.2238,0,0,0.0,0.0,0,0,32692,1,,,1.0,,,,3753.6737,7860.0,4220.0,1965,,,,,,,164268.0,2015,664,649,0,0,0,0,0,12.0,14.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
32102680700128,5,2.0,1,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,3,49,1.0,2,41,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,42.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,1350.0,1000.0,1.0,,2.0,,,12645.2463,3242.4969,4,1,0.0,1.0,0,0,23777,2,,,3.0,,,,3215.3839,9480.0,800.0,-1,,,,,,,161375.0,2014,652,649,0,0,0,1,0,14.0,2.0,51.0,2014,2.0,1,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,3,50,1.0,2,41,1,,1,2,1,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,1.0,0.0,2,,,,,,,,2.0,,,16102.9115,3918.5494,4,1,,,0,0,20141,2,,,3.0,,,,4026.2946,9370.0,800.0,-1,,,,,,,164275.0,2015,664,649,0,0,0,1,0,14.0,2.0,51.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,True,1
36199138700390,5,1.0,4,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,1,30,,2,44,1,1.0,1,1,1,7,2,57,303,303,1,0,0,1.0,1.0,,40.0,,54.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,673.0,1.0,,2.0,,,11147.2005,2785.1483,0,0,1.0,,0,0,4964,1,,,,,,3.0,2809.2113,9480.0,2010.0,2000,,,,,2.0,1.0,161381.0,2014,652,649,0,0,0,0,0,18.0,6.0,51.0,2014,2.0,4,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,1,31,,2,44,1,1.0,1,1,7,2,57,303,303,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,1384.61,1.0,,2.0,,,13314.701,3370.9117,0,0,0.0,,0,0,41024,1,,,,,,,3351.3775,8370.0,2010.0,-1,,,,,2.0,1.0,164280.0,2015,664,649,0,0,0,0,0,,6.0,43.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
55791370948381,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,1,36,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1307.69,1.0,,1.0,2.0,2.0,11240.8475,2849.3271,5,2,0.0,,0,0,23425,1,,,,,,2.0,2850.8283,7860.0,2320.0,-1,,,,,,,161402.0,2014,652,649,1,1,0,0,1,18.0,8.0,40.0,2014,1.0,1,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,1,37,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1700.0,1.0,,2.0,,,11512.6589,2913.917,6,2,0.0,,0,0,50350,1,,,,,,,2874.6052,7860.0,2320.0,-1,,,,,,,164301.0,2015,664,649,1,0,1,0,1,,8.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
55791370948381,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,3,36,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,450.0,2.0,2.0,2.0,,,11473.225,2875.3023,5,2,0.0,,0,0,23425,2,,,,,,2.0,2857.4643,7870.0,2200.0,2340,,,,,,,161403.0,2014,652,649,1,1,0,0,1,18.0,8.0,40.0,2014,1.0,1,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,3,37,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1100.0,1.0,,2.0,,,11073.1456,2866.4225,6,2,0.0,,0,0,50350,2,,,,,,,2806.8383,7860.0,2320.0,-1,,,,,,,164302.0,2015,664,649,1,0,1,0,1,,8.0,40.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
86221370018200,5,1.0,6,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,2,36,,1,44,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,2.0,,,10819.7243,2656.2305,0,0,0.0,,0,0,23779,1,,,,,,3.0,2628.3744,9470.0,3710.0,-1,,,,,,,161419.0,2014,652,649,0,0,0,0,0,18.0,12.0,51.0,2014,1.0,6,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,2,37,,1,44,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,1.0,,2.0,,,17918.9829,4613.6474,0,0,0.0,,0,0,20142,1,,,,,,,4530.3669,9470.0,3850.0,-1,,,,,,,164318.0,2015,664,649,0,0,0,0,0,,12.0,51.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
108023006022781,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,3,61,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2023.0,809.2,2.0,2.0,,,,12418.6979,3111.404,0,0,1.0,1.0,0,42,36504,2,1.0,,,,,,3092.7958,7870.0,5700.0,-1,,,,,,,161437.0,2014,652,649,0,0,0,0,0,12.0,17.0,40.0,2014,2.0,1,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,3,62,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,4.0,0.0,1,2.0,2.0,2.0,,1000.0,2.0,2.0,,,,13657.0389,3600.4354,0,0,1.0,,0,42,50492,2,1.0,,,,,,3532.3607,7870.0,5700.0,-1,,,,,,,164327.0,2015,664,649,0,0,0,0,0,12.0,17.0,40.0,2015,MIS4_to_MIS8,2014-2015,False,True,False,False,False,True,True,1
197983505071798,5,1.0,1,4,2,9300,93001,1,1,,17,16980,0,2.0,1.0,,7,1,28,2.0,1,41,1,,1,1,1,1,2,164,164,164,4,0,13,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,3000.0,1500.0,1.0,,2.0,,,11803.4213,2990.5319,0,0,0.0,0.0,0,0,4995,1,,,2.0,,,,2966.0251,9470.0,3740.0,-1,,,,,,,161491.0,2014,652,649,0,0,0,0,0,13.0,12.0,51.0,2014,2.0,1,8,2,9300,93001,1,17,16980,0,2.0,1.0,,7,1,29,2.0,1,40,1,,1,1,1,2,164,164,164,4,0,13,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,3000.0,1500.0,1.0,,1.0,2.0,2.0,13921.3925,3529.9745,0,0,0.0,0.0,0,0,16933,1,,,2.0,,,,3530.3807,9470.0,3740.0,-1,,,,,,,164397.0,2015,664,649,0,0,0,0,0,13.0,12.0,51.0,2015,MIS4_to_MIS8,2014-2015,True,False,False,False,False,False,False,1
