hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,pair,stayed_public,moved_private,moved_self_employed,not_employed_t1,retired_t1,exited_public,switched_class94,analytic_sample
103260712073751,3,1.0,1,4,2,501,5011,1,1,17,16580,0,,1.0,,2,3,67,1.0,2,40,2,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,5.0,32.0,,,5.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,1000.0,300.0,2.0,2.0,,,,15638.8271,2650.7695,0,0,0.0,0.0,0,0,4127,2,,,5.0,,,,2691.2885,7860.0,2310.0,-1,,,,,,,88072.0,2016,674,671,0,0,0,0,0,16.0,8.0,40.0,2016,1.0,1,8,2,501,5011,1,17,16580,0,,1.0,,2,3,68,1.0,2,40,2,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,250.0,1.0,,,,,14197.32,2628.8419,0,0,0.0,,0,0,5678,2,,,5.0,,,,2624.1717,7860.0,2320.0,-1,,,,,,,87825.0,2017,686,671,0,0,0,0,0,16.0,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
10306691175777,4,1.0,6,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,2,31,,1,44,1,,1,0,0,7,2,57,57,451,1,0,0,1.0,1.0,,60.0,,60.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,134.0,2.0,2.0,2.0,,,12863.9074,3229.3115,0,0,1.0,,0,0,65279,1,,,,,,,3207.5026,7870.0,2200.0,-1,,,,,,,124471.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,1.0,6,8,2,501,5011,1,17,16980,0,1.0,1.0,1.0,7,2,33,,1,44,1,,0,0,7,2,57,57,451,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.0,2.0,2.0,2.0,,,13717.5309,3420.8659,0,0,1.0,,0,0,50497,1,,,,,,,3430.7293,2190.0,1050.0,-1,,,,,,,124306.0,2017,687,672,0,0,0,0,0,,3.0,19.0,2017,MIS4_to_MIS8,2016-2017,False,True,False,False,False,True,True,1
10712915835957,4,1.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,3,60,1.0,1,43,1,1.0,2,1,2,1,2,303,303,303,4,21,19,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1711.0,2.0,2.0,,,,12094.0156,3216.9646,0,0,1.0,,0,0,43020,2,,,,,,,3202.0451,9470.0,3850.0,-1,,,,,,,124481.0,2016,675,672,0,0,0,0,0,,12.0,51.0,2016,1.0,1,8,2,501,5011,1,17,16980,0,1.0,1.0,1.0,7,3,61,1.0,1,39,1,1.0,1,2,1,2,303,303,303,4,21,11,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,500.0,2.0,2.0,,,,15082.6548,3802.0273,0,0,0.0,,0,0,16313,2,1.0,,,,,,3783.9074,7490.0,2910.0,-1,,,,,,,124314.0,2017,687,672,0,0,0,0,0,12.0,9.0,36.0,2017,MIS4_to_MIS8,2016-2017,False,True,False,False,False,True,True,1
105190917079716,4,1.0,4,4,2,501,5011,1,1,17,40420,0,1.0,1.0,,3,4,55,,2,43,2,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1700.0,680.0,2.0,2.0,,,,12485.6107,3265.7842,0,0,1.0,1.0,0,42,33189,2,,,,,,,3260.6717,9480.0,2010.0,-1,,,,,1.0,,124497.0,2016,675,672,0,0,0,0,0,,6.0,51.0,2016,1.0,4,8,2,501,5011,1,17,40420,0,1.0,1.0,,3,4,56,,2,44,2,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,2.0,0.0,1,2.0,,1.0,4057.0,1622.8,2.0,2.0,,,,15228.427,3549.1843,0,0,1.0,1.0,0,42,31388,2,,,,,,,3493.5509,9370.0,2010.0,-1,,,,,1.0,,124334.0,2017,687,672,0,0,0,0,0,,6.0,51.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
138140315064781,4,1.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,1,46,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1800.0,1153.0,1.0,,2.0,,,12891.8214,3197.6626,0,0,1.0,1.0,0,0,20751,1,,,,,,,3158.5764,9470.0,3850.0,-1,3.0,,,,,,124532.0,2016,675,672,0,0,0,0,0,,12.0,51.0,2016,1.0,1,8,2,501,5011,1,17,16980,0,1.0,1.0,1.0,7,1,46,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,1450.0,538.0,1.0,,2.0,,,12909.1566,3329.4971,0,0,1.0,1.0,0,0,16327,1,,,1.0,,,,3299.9516,9470.0,3850.0,-1,3.0,,,,,,124354.0,2017,687,672,0,0,0,0,0,12.0,12.0,51.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
304134581710168,4,1.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,12,25,,2,43,1,,5,0,0,7,2,57,57,57,1,0,0,2.0,2.0,8.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1230.0,1.0,,2.0,,,12378.7514,3241.9781,0,0,1.0,,0,42,17706,5,,,,,,,3192.9657,7860.0,2310.0,-1,,,,,,,124590.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,17,16980,0,1.0,1.0,1.0,7,12,28,,2,43,1,,0,0,7,2,57,57,57,1,0,0,2.0,2.0,8.0,40.0,,,,,,,,5.0,2.0,0.0,1,2.0,,1.0,1525.0,610.0,2.0,2.0,2.0,,,14613.2283,3653.7112,0,0,1.0,1.0,23,42,31103,5,,,,,,,3583.4996,7860.0,2310.0,-1,,,,,,,124419.0,2017,687,672,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,True,1
388057988101731,4,2.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,1,60,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1860.46,1.0,,,,,10638.7019,2720.9342,0,0,0.0,,0,0,20757,1,,,,,,,2676.7242,7860.0,2310.0,-1,,,,,,,124607.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,17,16980,0,1.0,1.0,1.0,7,1,61,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,2.0,4.0,33.0,,,,,,,,10.0,3.0,0.0,1,2.0,1.0,1.0,4500.0,2100.0,1.0,,,,,13774.4141,3411.2425,0,0,0.0,1.0,0,0,12589,1,,,,,,,3368.5028,7860.0,2310.0,-1,,,,,,,124436.0,2017,687,672,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
388057988101731,4,2.0,1,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,3,60,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,1538.46,2.0,2.0,,,,11105.9778,2980.7947,0,0,0.0,,0,0,20757,2,,,,,,,2940.4495,7870.0,430.0,-1,,,,,,,124608.0,2016,675,672,0,0,0,0,0,,1.0,40.0,2016,2.0,1,8,2,501,5011,1,17,16980,0,1.0,1.0,1.0,7,3,62,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1476.86,2.0,2.0,,,,13859.61,3517.5071,0,0,0.0,,0,0,12589,2,,,,,,,3477.0723,7870.0,430.0,-1,,,,,,,124437.0,2017,687,672,0,0,0,0,0,,1.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
400138688710370,4,1.0,4,4,2,501,5011,1,1,17,16980,0,1.0,1.0,1.0,7,4,20,,2,40,2,,2,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,16.0,5.0,12.0,2.0,0.0,2,,,,,,,,2.0,,,31432.8167,4333.3206,0,0,,,0,0,43038,2,,,3.0,,,,4131.9803,7870.0,3930.0,-1,,,,,1.0,,124613.0,2016,675,672,0,0,0,0,0,14.0,12.0,40.0,2016,1.0,4,8,2,501,5011,1,17,16980,0,1.0,1.0,1.0,7,4,22,,2,40,2,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,29.0,,29.0,,,20.0,,,7.0,4.0,0.0,1,1.0,1.0,1.0,800.0,175.0,2.0,2.0,2.0,,,18070.0849,4757.8366,0,0,1.0,1.0,0,0,12602,2,,,4.0,,,,4788.2234,5170.0,4760.0,-1,,,,,1.0,,124442.0,2017,687,672,0,0,0,0,0,15.0,16.0,22.0,2017,MIS4_to_MIS8,2016-2017,False,True,False,False,False,True,True,1
67238101611,4,2.0,1,4,2,501,5011,1,1,17,40420,0,2.0,1.0,,3,3,50,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,55.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1192.3,1.0,,2.0,,,10666.1907,2685.3521,10,2,0.0,,0,0,4869,2,,,,,,,2675.2603,7860.0,2310.0,-1,,,,,,,124719.0,2016,675,672,0,0,1,1,0,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,17,40420,0,2.0,1.0,,3,3,51,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,4.0,3.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1192.3,1.0,,2.0,,,11549.3124,2943.7598,10,2,0.0,,0,0,16702,2,,,,,,,2906.694,7860.0,2320.0,-1,,,,,,,124557.0,2017,687,672,0,0,1,1,0,,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
1027540100811,4,1.0,1,4,2,501,5011,1,1,17,40420,0,2.0,1.0,,3,3,35,1.0,1,44,5,,2,1,2,1,2,57,57,527,1,0,0,2.0,1.0,,55.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1115.38,1.0,,2.0,,,23629.0038,6133.9412,1,1,0.0,,0,0,32925,2,,,,,,,6195.5679,7860.0,2310.0,-1,,,,,,,124723.0,2016,675,672,1,0,0,0,1,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,17,40420,0,2.0,1.0,,3,3,36,1.0,1,44,5,,1,2,1,2,57,57,527,1,0,0,2.0,1.0,,50.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1057.69,1.0,,2.0,,,20670.5914,5287.7153,1,1,0.0,,0,0,31058,2,,,,,,,5221.2162,7860.0,2310.0,-1,,,,,,,124561.0,2017,687,672,1,0,0,0,1,,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
10710235649085,4,1.0,1,4,2,501,5011,1,1,17,16980,0,2.0,1.0,,7,3,34,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.0,1.0,,2.0,,,11616.2348,3040.9433,5,2,1.0,,0,0,33094,2,,,,,,,2996.2828,7860.0,2320.0,-1,,,,,,,124763.0,2016,675,672,1,1,0,0,1,,8.0,40.0,2016,1.0,1,8,2,501,5011,1,17,16980,0,2.0,1.0,,7,3,35,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.0,1.0,,2.0,,,11276.7368,2885.8738,6,2,1.0,,0,0,1507,2,,,,,,,2842.3336,7860.0,2320.0,-1,,,,,,,124595.0,2017,687,672,1,0,1,0,1,,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
102140718062796,4,2.0,1,4,2,501,5011,1,1,17,41180,163,2.0,1.0,,6,1,46,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1000.0,961.53,1.0,,2.0,,,13096.5266,3248.4373,3,1,0.0,1.0,0,0,33145,1,1.0,,,,,,3208.7305,770.0,6730.0,-1,,,,,,,124847.0,2016,675,672,0,0,1,0,0,12.0,19.0,4.0,2016,2.0,1,8,2,501,5011,1,17,41180,163,2.0,1.0,,6,1,46,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2150.0,860.0,1.0,,2.0,,,11928.304,3076.5181,3,1,0.0,0.0,0,0,31330,1,1.0,,,,,,3049.2175,9370.0,9620.0,-1,,,,,,,124677.0,2017,687,672,0,0,1,0,0,12.0,22.0,51.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
121578001010400,4,1.0,7,4,2,501,5011,1,1,17,40420,0,2.0,1.0,,3,2,54,,2,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,70.0,,70.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1192.3,1.0,,2.0,,,10666.1907,2685.3521,0,0,0.0,,0,0,32926,1,,,,,,,2675.2603,7860.0,2330.0,-1,,,,,,,124905.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,1.0,7,8,2,501,5011,1,17,40420,0,2.0,1.0,,3,2,55,,2,44,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,60.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1346.15,1.0,,,,,11410.213,2862.6155,0,0,0.0,,0,0,16252,1,,,,,,,2801.6006,7860.0,2330.0,-1,,,,,,,124736.0,2017,687,672,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,True,1
171542130103107,4,1.0,1,4,2,501,5011,1,1,17,16980,0,2.0,1.0,,7,3,35,1.0,1,39,1,1.0,2,1,2,1,2,57,303,303,1,0,0,2.0,1.0,,44.0,,44.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,2.0,,,11552.3401,3018.5897,10,2,1.0,,0,42,61833,2,1.0,,,,,,3029.0446,9370.0,7340.0,-1,,,,,,,124960.0,2016,675,672,0,0,1,1,0,12.0,20.0,51.0,2016,1.0,1,8,2,501,5011,1,17,16980,0,2.0,1.0,,7,3,37,1.0,1,39,1,1.0,1,2,1,2,57,303,303,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1800.0,720.0,1.0,,2.0,,,10290.6083,2616.1647,3,1,0.0,0.0,0,0,16559,2,1.0,,,,,,2599.3204,670.0,8620.0,-1,,,,,,,124777.0,2017,687,672,0,0,1,0,0,12.0,21.0,24.0,2017,MIS4_to_MIS8,2016-2017,False,True,False,False,False,True,True,1
210009481616727,4,1.0,1,4,2,501,5011,1,1,17,41180,163,2.0,1.0,,6,1,55,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1500.0,2.0,2.0,,,,11756.4921,3072.8084,0,0,0.0,,0,0,31037,1,,,3.0,,,,3012.402,9590.0,820.0,-1,3.0,2.0,,,,,125015.0,2016,675,672,0,0,0,0,0,14.0,2.0,51.0,2016,1.0,1,8,2,501,5011,1,17,41180,163,2.0,1.0,,6,1,56,2.0,1,41,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1923.07,2.0,2.0,,,,13269.7322,3293.0766,0,0,0.0,,0,0,28783,1,,,3.0,,,,3273.0836,9590.0,820.0,-1,3.0,2.0,,,,,124820.0,2017,687,672,0,0,0,0,0,14.0,2.0,51.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
551778002710082,4,1.0,1,4,2,501,5011,1,1,17,16980,97,2.0,1.0,,7,1,36,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1800.0,2.0,2.0,2.0,,,11213.8984,2937.2681,8,2,0.0,,0,0,57386,1,,,,,,,2940.3046,9590.0,1530.0,-1,,,,,,,125138.0,2016,675,672,0,1,1,0,1,,4.0,51.0,2016,2.0,1,8,2,501,5011,1,17,16980,97,2.0,1.0,,7,1,37,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,1.0,1.0,4702.0,1900.0,2.0,2.0,2.0,,,10367.8273,2624.9271,3,2,0.0,0.0,0,0,16562,1,,,,,,,2618.8253,9590.0,1410.0,-1,,,,,,,124949.0,2017,687,672,0,0,1,0,0,,4.0,51.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
551778002710082,4,1.0,1,4,2,501,5011,1,1,17,16980,97,2.0,1.0,,7,3,37,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1650.0,2.0,2.0,2.0,,,11986.5427,3061.9628,8,2,0.0,,0,0,57386,2,,,,,,,3051.5063,9590.0,1530.0,-1,,,,,,,125139.0,2016,675,672,0,1,1,0,1,,4.0,51.0,2016,2.0,1,8,2,501,5011,1,17,16980,97,2.0,1.0,,7,3,38,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,1.0,0.0,1,2.0,1.0,1.0,3800.0,1600.0,2.0,2.0,2.0,,,11276.7368,2885.8738,3,2,0.0,0.0,0,0,16562,2,,,,,,,2842.3336,9590.0,1300.0,-1,,,,,,,124950.0,2017,687,672,0,0,1,0,0,,4.0,51.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
571186180305004,4,1.0,7,4,2,501,5011,1,1,17,16980,97,2.0,1.0,,7,2,42,,2,44,1,,1,0,0,7,2,163,163,164,4,0,13,1.0,1.0,,52.0,,64.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1128.0,2.0,2.0,2.0,,,12184.1362,3109.222,0,0,1.0,,0,42,8159,1,,,,,,,3101.8092,9480.0,4650.0,4610,,,,,,,125145.0,2016,675,672,0,0,0,0,0,,15.0,51.0,2016,1.0,7,8,2,501,5011,1,17,16980,97,2.0,1.0,,7,2,43,,2,44,1,,0,0,7,2,163,163,164,4,0,13,1.0,1.0,,52.0,,52.0,,,,,,2.0,2.0,0.0,1,1.0,1.0,1.0,308.0,788.46,2.0,2.0,2.0,,,11537.9894,2943.9089,0,0,0.0,1.0,0,0,50587,1,,,,,,,2908.183,9480.0,4610.0,-1,,,,,,,124953.0,2017,687,672,0,0,0,0,0,,15.0,51.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
571388180301837,4,1.0,1,4,2,501,5011,1,1,17,16980,0,2.0,1.0,,7,1,31,2.0,2,43,1,,1,1,1,1,2,57,57,120,1,0,0,1.0,1.0,,24.0,,24.0,,,18.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,2500.0,538.46,2.0,2.0,2.0,,,11616.2348,3040.9433,1,1,0.0,0.0,0,0,57342,1,,,,,,,2996.2828,9370.0,2860.0,-1,,,,,,,125150.0,2016,675,672,1,0,0,0,1,,9.0,51.0,2016,1.0,1,8,2,501,5011,1,17,16980,0,2.0,1.0,,7,1,32,2.0,2,43,1,,1,1,1,2,57,57,120,1,0,0,1.0,2.0,8.0,24.0,,,,,,,,10.0,3.0,0.0,1,2.0,,1.0,2400.0,576.0,2.0,2.0,2.0,,,11977.0695,2921.1421,1,2,0.0,0.0,0,0,12593,1,,,,,,,2937.0528,8570.0,2760.0,-1,,,,,,,124955.0,2017,687,672,1,0,0,0,1,,9.0,44.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
603106453710195,4,2.0,1,4,2,501,5011,1,1,17,16980,97,2.0,1.0,,7,3,64,1.0,2,39,1,,2,1,2,1,2,57,301,57,1,0,0,1.0,1.0,,26.0,,26.0,,,18.0,,,7.0,3.0,0.0,1,2.0,,1.0,1920.0,499.2,2.0,2.0,,,,9308.5482,2380.7366,0,0,1.0,1.0,0,42,43094,2,2.0,8.0,,,,,2342.0542,7860.0,9130.0,-1,,,,,,,125175.0,2016,675,672,0,0,0,0,0,12.0,22.0,40.0,2016,1.0,1,8,2,501,5011,1,17,16980,97,2.0,1.0,,7,3,65,1.0,2,39,1,,1,2,1,2,57,301,57,1,0,0,2.0,1.0,,30.0,,20.0,,,21.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,844.0,350.0,2.0,2.0,,,,10598.5261,2827.0515,0,0,1.0,1.0,0,0,16565,2,2.0,8.0,,,,,2705.2895,7860.0,9140.0,-1,,,,,,,124970.0,2017,687,672,0,0,0,0,0,12.0,22.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
710008111031027,4,2.0,1,4,2,501,5011,1,1,17,16980,0,2.0,1.0,,7,1,34,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1211.0,1.0,,2.0,,,11616.2348,3040.9433,0,0,1.0,,0,42,61847,1,,,,,,,2996.2828,7860.0,2310.0,-1,,,,,,,125210.0,2016,675,672,0,0,0,0,0,,8.0,40.0,2016,2.0,1,8,2,501,5011,1,17,16980,0,2.0,1.0,,7,1,35,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,2.0,,,11276.7368,2885.8738,0,0,1.0,,0,42,42616,1,,,,,,,2842.3336,7860.0,2320.0,-1,,,,,,,125009.0,2017,687,672,0,0,0,0,0,,8.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
710008111031027,4,2.0,1,4,2,501,5011,1,1,17,16980,0,2.0,1.0,,7,3,34,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,2.0,,,13068.1695,3280.5888,0,0,1.0,,0,42,61847,2,,,,,,,3258.4336,7860.0,230.0,-1,,,,,,,125211.0,2016,675,672,0,0,0,0,0,,1.0,40.0,2016,2.0,1,8,2,501,5011,1,17,16980,0,2.0,1.0,,7,3,35,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,,1.0,2000.0,800.0,1.0,,2.0,,,10367.8273,2624.9271,0,0,1.0,1.0,0,42,42616,2,,,,,,,2618.8253,7860.0,230.0,-1,,,,,,,125010.0,2017,687,672,0,0,0,0,0,,1.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
721060810631001,4,2.0,1,4,2,501,5011,1,1,17,40420,0,2.0,1.0,,3,3,55,1.0,2,41,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1783.0,440.0,2.0,2.0,,,,11520.6254,2828.3684,0,0,0.0,0.0,0,0,33186,2,,,3.0,,,,2790.9526,7860.0,3255.0,-1,,,,,,,125223.0,2016,675,672,0,0,0,0,0,14.0,10.0,40.0,2016,2.0,1,8,2,501,5011,1,17,40420,0,2.0,1.0,,3,3,56,1.0,2,41,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,307.69,2.0,2.0,,,,11410.213,2862.6155,0,0,0.0,,0,0,58651,2,,,3.0,,,,2801.6006,7860.0,3255.0,-1,,,,,,,125023.0,2017,687,672,0,0,0,0,0,14.0,10.0,40.0,2017,MIS4_to_MIS8,2016-2017,True,False,False,False,False,False,False,1
