hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
600309206610734,1,2.0,6,4,2,401,4012,2,2,36,35620,0,2.0,1.0,,7,14,47,,2,40,1,,2,0,0,5,2,57,73,73,1,0,0,1.0,1.0,,40.0,4.0,1.0,,,4.0,,,4.0,1.0,0.0,1,2.0,2.0,2.0,,1400.0,1.0,,2.0,,,14850.4371,3820.0407,0,0,0.0,,0,0,64069,2,,,3.0,,,,3786.751,6370.0,5000.0,-1,,,,,,,24422.0,2016,672,669,0,0,0,0,0,14.0,17.0,23.0,2016,1.0,6,8,2,401,4012,2,35620,0,2.0,1.0,,7,14,48,,2,40,1,,0,0,5,2,57,73,73,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,1.0,1.0,1.0,1400.0,650.0,1.0,,2.0,,,14701.7499,3604.0621,0,0,1.0,1.0,0,0,29757,2,,,3.0,,,,3610.5921,6370.0,5000.0,-1,,,,,,,24177.0,2017,684,669,0,0,0,0,0,14.0,17.0,23.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,1,0,recruitment
609301774610252,1,1.0,1,4,2,401,4011,1,1,36,35620,71,2.0,1.0,,7,1,59,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,55.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,14447.0944,3528.4694,0,0,,,0,0,47962,1,,,,,,,3473.8822,7380.0,10.0,-1,,,,,,,24427.0,2016,672,669,0,0,0,0,0,,1.0,36.0,2016,1.0,1,8,2,401,4011,1,35620,71,2.0,1.0,,7,1,60,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,13333.8297,3224.7526,0,0,,,0,0,15413,1,,,,,,,3201.342,7380.0,1107.0,-1,,,,,,,24182.0,2017,684,669,0,0,0,0,0,,3.0,36.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
609301774610252,1,1.0,1,4,2,401,4011,1,1,36,35620,71,2.0,1.0,,7,3,49,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,48.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1300.0,2.0,2.0,2.0,,,14850.4371,3820.0407,0,0,1.0,,0,42,47962,2,,,,,,,3786.751,7270.0,2145.0,4720,,,,,,,24428.0,2016,672,669,0,0,0,0,0,,7.0,36.0,2016,1.0,1,8,2,401,4011,1,35620,71,2.0,1.0,,7,3,50,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,30.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1600.0,480.0,2.0,2.0,2.0,,,14274.7046,3531.8554,0,0,0.0,0.0,0,0,15413,2,,,,,,,3505.7144,7270.0,2145.0,4760,,,,,,,24183.0,2017,684,669,0,0,0,0,0,,7.0,36.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
609301774610252,1,1.0,1,4,2,401,4011,1,1,36,35620,71,2.0,1.0,,7,4,18,,1,39,1,,6,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,13955.4382,3426.9398,0,0,,,0,0,47962,6,1.0,,,,,,3401.7227,,,-1,,,,,2.0,2.0,24429.0,2016,672,669,0,0,0,0,0,12.0,,,2016,1.0,1,8,2,401,4011,1,35620,71,2.0,1.0,,7,4,19,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,14412.6074,3772.9474,0,0,,,0,0,15413,6,,,1.0,,,,3677.6078,,,-1,,,,,2.0,2.0,24184.0,2017,684,669,0,0,0,0,0,12.0,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,0,recruitment
609301774610252,1,1.0,1,4,2,401,4011,1,1,36,35620,71,2.0,1.0,,7,4,19,,1,40,1,,5,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,13955.4382,3426.9398,0,0,,,0,0,47962,5,,,2.0,,,,3401.7227,,,-1,,,,,2.0,2.0,24430.0,2016,672,669,0,0,0,0,0,13.0,,,2016,1.0,1,8,2,401,4011,1,35620,71,2.0,1.0,,7,4,20,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,13876.5669,3478.3766,0,0,,,0,0,15413,5,,,3.0,,,,3708.8344,,,-1,,,,,2.0,2.0,24185.0,2017,684,669,0,0,0,0,0,14.0,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,0,recruitment
609301774610252,1,1.0,1,4,2,401,4011,1,1,36,35620,71,2.0,1.0,,7,4,21,,1,40,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,14718.701,3850.5998,0,0,,,0,0,47962,4,,,3.0,,,,3896.1905,,,-1,,,,,2.0,2.0,24431.0,2016,672,669,0,0,0,0,0,14.0,,,2016,1.0,1,8,2,401,4011,1,35620,71,2.0,1.0,,7,4,23,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,13876.5669,3478.3766,0,0,,,0,0,15413,4,,,4.0,,,,3708.8344,,,-1,,,,,2.0,2.0,24186.0,2017,684,669,0,0,0,0,0,15.0,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,0,recruitment
610004343128286,1,1.0,3,4,2,401,4011,1,1,36,40380,0,2.0,1.0,,5,1,47,,1,39,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2307.69,2.0,2.0,2.0,,,13109.8278,3271.5452,0,0,0.0,,0,0,1841,1,1.0,,,,,,3262.5138,7770.0,430.0,-1,,,,,,,24434.0,2016,672,669,0,0,0,0,0,12.0,1.0,38.0,2016,1.0,3,8,2,401,4011,1,40380,0,2.0,1.0,,5,1,48,,1,40,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2307.69,2.0,2.0,2.0,,,12370.8864,3070.686,0,0,0.0,,0,0,56903,1,,,1.0,,,,3062.541,7770.0,430.0,-1,,,,,,,24188.0,2017,684,669,0,0,0,0,0,12.0,1.0,38.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
610004343128286,1,1.0,3,4,2,401,4011,1,1,36,40380,0,2.0,1.0,,5,4,24,,2,43,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,340.0,2.0,2.0,2.0,,,15069.5403,3828.1878,0,0,0.0,,0,0,1841,2,,,,,,,3790.2755,8660.0,4965.0,-1,,,,,,1.0,24435.0,2016,672,669,0,0,0,0,0,,16.0,45.0,2016,1.0,3,8,2,401,4011,1,40380,0,2.0,1.0,,5,4,25,,2,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,2100.0,1346.0,2.0,2.0,2.0,,,16577.9878,4074.9826,0,0,1.0,1.0,0,0,56903,2,,,,,,,4080.849,8660.0,340.0,-1,,,,,,1.0,24189.0,2017,684,669,0,0,0,0,0,,1.0,45.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
621120788381103,1,1.0,4,4,2,401,4011,1,1,36,35620,119,2.0,1.0,,7,1,58,,2,43,1,,1,1,1,5,2,119,119,119,4,0,9,1.0,1.0,,35.0,4.0,28.0,,,4.0,,,4.0,5.0,0.0,1,1.0,,1.0,2700.0,1225.0,2.0,2.0,,,,15348.7163,3793.4178,4,1,0.0,0.0,0,0,27954,1,,,,,,,3778.3436,9170.0,5700.0,-1,,,,,,,24444.0,2016,672,669,0,0,0,1,0,,17.0,49.0,2016,1.0,4,8,2,401,4011,1,35620,119,2.0,1.0,,7,1,59,,2,43,1,,1,1,5,2,119,119,119,4,0,9,1.0,1.0,,38.0,,38.0,,,,,,2.0,5.0,0.0,1,2.0,1.0,1.0,2700.0,942.3,2.0,2.0,,,,13083.6403,3401.5369,4,1,0.0,0.0,0,0,19851,1,,,,,,,3387.0284,9170.0,5700.0,-1,,,,,,,24203.0,2017,684,669,0,0,0,1,0,,17.0,49.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
621120788381103,1,1.0,4,4,2,401,4011,1,1,36,35620,119,2.0,1.0,,7,4,17,,1,36,1,,2,1,3,7,2,57,119,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,13955.4382,3426.9398,0,0,,,0,0,27954,2,,,,,,,3401.7227,,,-1,,,,,1.0,,24445.0,2016,672,669,0,0,0,0,0,10.0,,,2016,1.0,4,8,2,401,4011,1,35620,119,2.0,1.0,,7,4,17,,1,37,1,,1,3,7,2,57,119,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,14412.6074,3772.9474,0,0,,,0,0,19851,2,,,,,,,3677.6078,,,-1,,,,,1.0,,24204.0,2017,684,669,0,0,0,0,0,11.0,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,0,recruitment
621700176581003,1,1.0,7,4,2,401,4011,1,1,36,35620,0,2.0,1.0,,7,2,23,,2,39,1,,1,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,6.0,0.0,2,,,,,,,,2.0,,,17155.1094,4081.1573,0,0,,,0,0,27831,1,1.0,,,,,,4157.4094,7680.0,5860.0,-1,,,,,,,24446.0,2016,672,669,0,0,0,0,0,12.0,17.0,38.0,2016,1.0,7,8,2,401,4011,1,35620,0,2.0,1.0,,7,2,24,,2,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,17829.9422,4514.4762,0,0,,,0,0,15419,1,1.0,,,,,,4528.4107,,,-1,,,,,,,24205.0,2017,684,669,0,0,0,0,0,12.0,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
622580732601203,1,1.0,4,4,2,401,4011,1,1,36,35620,103,2.0,1.0,,7,1,32,,2,39,2,,1,1,1,7,2,57,57,57,1,0,0,,1.0,,38.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1000.0,380.0,2.0,2.0,2.0,,,18093.2292,4705.9398,3,2,1.0,1.0,21,41,67714,1,1.0,,,,,,4749.1346,6990.0,5820.0,-1,,,,,,,24447.0,2016,672,669,0,0,1,0,0,12.0,17.0,33.0,2016,1.0,4,8,2,401,4011,1,35620,103,2.0,1.0,,7,1,33,,2,40,2,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,900.0,673.07,2.0,2.0,2.0,,,14956.1262,3728.0392,3,2,0.0,1.0,0,0,63190,1,,,2.0,,,,3842.928,8180.0,3649.0,-1,,,,,,,24206.0,2017,684,669,0,0,1,0,0,13.0,11.0,42.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
627400399981103,1,1.0,1,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,1,30,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,37.0,,37.0,,,,,,2.0,5.0,0.0,1,2.0,1.0,1.0,1450.0,1000.0,2.0,2.0,2.0,,,13526.7372,3343.6664,0,0,0.0,0.0,0,0,13816,1,1.0,,,,,,3341.7165,8590.0,4300.0,-1,,,,,,,24455.0,2016,672,669,0,0,0,0,0,12.0,15.0,44.0,2016,1.0,1,8,2,401,4011,1,15380,0,2.0,1.0,,5,1,31,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,17.0,,,7.0,4.0,0.0,1,1.0,1.0,1.0,776.0,1000.0,2.0,2.0,2.0,,,14668.9831,3613.7645,0,0,0.0,0.0,0,0,1978,1,1.0,,,,,,3610.927,8590.0,4520.0,-1,,,,,,,24210.0,2017,684,669,0,0,0,0,0,12.0,15.0,44.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
627400399981103,1,1.0,1,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,3,25,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,1.0,1.0,1200.0,500.0,2.0,2.0,2.0,,,15233.5617,3781.1915,0,0,0.0,0.0,0,0,13816,2,1.0,,,,,,3789.2547,770.0,6440.0,-1,,,,,,,24456.0,2016,672,669,0,0,0,0,0,12.0,19.0,4.0,2016,1.0,1,8,2,401,4011,1,15380,0,2.0,1.0,,5,3,26,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,1.0,1.0,1425.0,450.0,1.0,,2.0,,,13889.3066,3485.7261,0,0,0.0,0.0,0,0,1978,2,1.0,,,,,,3484.7376,7380.0,1050.0,-1,,,,,,,24211.0,2017,684,669,0,0,0,0,0,12.0,3.0,36.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
631261019930528,1,1.0,1,4,2,401,4011,1,1,36,35620,103,2.0,1.0,,7,3,62,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,1100.0,2.0,2.0,,,,13836.7394,3512.9151,0,0,1.0,,0,0,2027,2,,,,,,,3461.304,8680.0,310.0,-1,,,,,,,24464.0,2016,672,669,0,0,0,0,0,,1.0,46.0,2016,1.0,1,8,2,401,4011,1,35620,103,2.0,1.0,,7,3,61,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2000.0,2.0,2.0,,,,12613.659,3224.7526,0,0,0.0,,0,0,6174,2,,,,,,,3201.342,7390.0,430.0,-1,,,,,,,24215.0,2017,684,669,0,0,0,0,0,,1.0,36.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
631765012330052,1,3.0,1,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,1,71,2.0,1,44,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,50.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,15803.9005,3925.8996,0,0,,,0,0,27694,1,,,,,,,3800.1336,6970.0,120.0,-1,,,,,,,24465.0,2016,672,669,0,0,0,0,0,,1.0,32.0,2016,3.0,1,8,2,401,4011,1,35620,59,2.0,1.0,,7,1,72,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,8.0,,8.0,,,18.0,,,7.0,6.0,0.0,2,,,,,,,,,,,14897.1264,3653.9333,0,0,,,0,0,29912,1,,,,,,,3576.6766,6970.0,840.0,-1,,,,,,,24217.0,2017,684,669,0,0,0,0,0,,2.0,32.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
631765012330052,1,3.0,1,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,3,65,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,16615.0155,4100.3431,0,0,,,0,0,27694,2,,,,,,,4158.7808,,,-1,,,,,,,24466.0,2016,672,669,0,0,0,0,0,,,,2016,3.0,1,8,2,401,4011,1,35620,59,2.0,1.0,,7,3,66,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14606.6639,3614.8859,0,0,,,0,0,29912,2,,,,,,,3637.6483,,,-1,,,,,,,24218.0,2017,684,669,0,0,0,0,0,,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,0,recruitment
631765012330052,1,3.0,1,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,4,32,,2,40,1,,3,1,3,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,14017.6789,3564.6184,0,0,,,0,0,27694,3,,,4.0,,,,3556.4569,,,-1,,,,,2.0,1.0,24467.0,2016,672,669,0,0,0,0,0,15.0,,,2016,3.0,1,8,2,401,4011,1,35620,59,2.0,1.0,,7,4,34,,2,40,1,,1,3,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,15467.6153,3864.5661,0,0,,,0,0,29912,3,,,3.0,,,,3894.7954,,,-1,,,,,2.0,1.0,24219.0,2017,684,669,0,0,0,0,0,14.0,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,0,recruitment
634630915121103,1,1.0,7,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,2,35,,2,39,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1200.0,480.0,2.0,2.0,2.0,,,15582.1228,4105.6044,0,0,1.0,1.0,23,42,59138,1,1.0,,,,,,4046.757,8180.0,4610.0,-1,,,,,,,24476.0,2016,672,669,0,0,0,0,0,12.0,15.0,42.0,2016,1.0,4,8,2,401,4011,1,35620,59,2.0,1.0,,7,1,53,,2,39,2,,1,1,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,1400.0,1346.15,1.0,,2.0,,,15765.1631,3932.8227,0,0,0.0,1.0,0,0,49650,1,2.0,7.0,,,,,3916.6511,9470.0,3800.0,-1,,,,,,,24220.0,2017,684,669,0,0,0,0,0,11.0,12.0,51.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,1,0,1,recruitment
665030602621103,1,1.0,6,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,2,34,,1,44,1,,1,0,0,7,2,301,116,116,5,0,22,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1900.0,760.0,2.0,2.0,2.0,,,12874.7289,3227.8468,0,0,1.0,1.0,0,42,39107,1,,,,,,,3202.5095,6990.0,710.0,-1,,,,,,,24497.0,2016,672,669,0,0,0,0,0,,2.0,33.0,2016,1.0,6,8,2,401,4011,1,15380,0,2.0,1.0,,5,2,35,,1,44,1,,0,0,7,2,301,116,116,5,0,22,1.0,1.0,,38.0,4.0,30.0,,,4.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,2307.0,2.0,2.0,2.0,,,12493.2966,3147.887,0,0,1.0,,0,0,15116,1,,,,,,,3178.0583,6990.0,1006.0,-1,,,,,,,24242.0,2017,684,669,0,0,0,0,0,,3.0,33.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
672250365301103,1,1.0,7,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,2,80,,2,43,1,,1,0,0,3,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14460.9223,3568.7443,0,0,,,0,0,5740,1,,,,,,,3619.6058,,,-1,,,,,,,24501.0,2016,672,669,0,0,0,0,0,,,,2016,1.0,7,8,2,401,4011,1,35620,59,2.0,1.0,,7,2,80,,2,43,1,,0,0,7,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14311.6006,3541.8631,0,0,,,0,0,2090,1,,,,,,,3564.1656,,,-1,,,,,,,24246.0,2017,684,669,0,0,0,0,0,,,,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,0,recruitment
684400399981103,1,1.0,1,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,1,47,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,2.0,,,13109.8278,3271.5452,0,0,0.0,,0,0,5698,1,,,3.0,,,,3262.5138,4070.0,4710.0,-1,,,,,,,24505.0,2016,672,669,0,0,0,0,0,14.0,16.0,21.0,2016,2.0,1,8,2,401,4011,1,15380,0,2.0,1.0,,5,1,48,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,2.0,,,12370.8864,3070.686,0,0,0.0,,0,0,6103,1,,,3.0,,,,3062.541,4070.0,4700.0,-1,,,,,,,24254.0,2017,684,669,0,0,0,0,0,14.0,16.0,21.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
684400399981103,1,1.0,1,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,3,56,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,692.3,2.0,2.0,,,,14397.3299,3558.2838,0,0,0.0,,0,0,5698,2,,,,,,,3544.144,6170.0,5820.0,-1,,,,,,,24506.0,2016,672,669,0,0,0,0,0,,17.0,23.0,2016,2.0,1,8,2,401,4011,1,15380,0,2.0,1.0,,5,3,57,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,692.3,2.0,2.0,,,,12234.5418,3180.7849,0,0,0.0,,0,0,6103,2,,,,,,,3167.218,6290.0,5700.0,-1,,,,,,,24255.0,2017,684,669,0,0,0,0,0,,17.0,23.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
686570717441003,1,1.0,6,4,2,401,4011,1,1,36,10580,0,2.0,1.0,,4,2,49,,1,43,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1346.15,1.0,,2.0,,,13101.1737,3269.3856,0,0,0.0,,0,0,47788,1,,,,,,,3260.3601,7290.0,1410.0,-1,,,,,,,24507.0,2016,672,669,0,0,0,0,0,,4.0,36.0,2016,1.0,6,8,2,401,4011,1,10580,0,2.0,1.0,,4,2,50,,1,43,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1346.15,1.0,,2.0,,,12868.1417,3169.9553,0,0,0.0,,0,0,49529,1,,,,,,,3185.6417,7290.0,1410.0,-1,,,,,,,24257.0,2017,684,669,0,0,0,0,0,,4.0,36.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
701462028130711,1,1.0,1,4,2,401,4011,1,1,36,35620,103,2.0,1.0,,7,3,53,1.0,1,43,4,,2,1,2,1,2,231,231,231,5,0,16,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,480.76,2.0,2.0,2.0,,,18086.7851,4531.2499,10,2,0.0,,0,0,27916,2,,,,,,,4501.0802,4970.0,4700.0,-1,,,,,,,24518.0,2016,672,669,0,0,1,1,0,,16.0,22.0,2016,3.0,1,8,2,401,4011,1,35620,103,2.0,1.0,,7,3,54,1.0,1,42,4,,1,2,1,2,231,231,231,5,0,16,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,375.0,2.0,2.0,2.0,,,11398.8862,2829.0456,10,2,1.0,,0,0,2301,2,,,3.0,,,,2821.9123,4470.0,4710.0,-1,,,,,,,24260.0,2017,684,669,0,0,1,1,0,14.0,16.0,21.0,2017,MIS4_to_MIS8,new_york,0,2016-2017,0,0,1,recruitment
